,Absolute Distance to BestKnownHypervolume,Best known hypervolume,BestKnownFront,Bounds,Crowding,Encoding.Bounds,Encoding.ProblemSize,Execution Time,Generational Distance,Hypervolume,Pareto Front,ProblemSize,Seed,Spacing,TestFunction
NSGA-II Run 73,0.019052893,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.141200906,[[0;1]],50,00:26.3,0.000459369,120.3142804,[[0;1.00000245475273][1;4.89226496527015E-06][0.110712539833774;0.987745234707392][0.563942818664373;0.681971773040499][...]],50,1103098671,0.017077657,ZDT2
NSGA-II Run 74,0.013106139,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.191316805,[[0;1]],50,00:26.6,0.001354896,128.76501,[[0.851837619016286;-0.773369002799177][0;1][0.61844711268764;-0.125096357285742][0.453868743507831;-0.124218404308932][...]],50,497707522,0.03729902,ZDT3
NSGA-II Run 70,0.021369754,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.135551557,[[0;1]],50,00:35.0,0.000425508,120.6452969,[[1;1.7212183651454E-05][0;1.00003442398524][0.191175945598446;0.562790216802538][0.0285124766521847;0.831175151649053][...]],50,556049140,0.021591563,ZDT1
NSGA-II Run 70,0.076126058,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.112598017,[[0;1]],30,00:25.7,0.002674761,117.4424491,[[0.999998137768779;0.0059619093277325][0.280775318821956;0.924359265949744][0.75549723850476;0.433907603409329][...]],30,1596572420,0.015200023,ZDT6
NSGA-II Run 75,3.570508545,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.075349681,[[0;1][-5;5]],30,00:26.0,0.158525632,117.0961581,[[0;1][1;0.333602695253953][0.0312801074570253;0.882140342949497][0.412388069882681;0.572058289360687][...]],30,1128655304,0.012141716,ZDT4
NSGA-II Run 74,0.018982922,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.138943494,[[0;1]],50,00:26.2,0.000532315,120.3143504,[[0;1.0000000878028][1;1.74985990908444E-07][0.723996538070614;0.475829148432938][0.358535072386862;0.8714527008185][...]],50,719784123,0.018514078,ZDT2
NSGA-II Run 75,0.0155056,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.199404529,[[0;1]],50,00:26.6,0.001130102,128.7626105,[[0;1.00000023576216][0.851858036218347;-0.773368618227125][0.65255497275283;-0.458262579061104][0.823357433714928;-0.458787096434296][...]],50,248663217,0.043284664,ZDT3
NSGA-II Run 71,0.048541575,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.114856758,[[0;1]],30,00:25.5,0.001458126,117.4700336,[[1;0.00320172517590151][0.280775318819919;0.922892117041019][0.947880021623438;0.104574167425334][0.413724864530403;0.830713581278606][...]],30,248078719,0.017495298,ZDT6
NSGA-II Run 76,4.863320784,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.073940099,[[0;1][-5;5]],30,00:26.0,0.183640432,115.8033459,[[0;1][1;0.454895412901954][0.364764961199255;0.670831756761501][0.604989168194368;0.57621132600534][0.460917448724199;0.629923744615247][...]],30,838067441,0.014895819,ZDT4
NSGA-II Run 71,0.020018302,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.140235645,[[0;1]],50,00:35.1,0.000560059,120.6466484,[[0;1.00000162278682][1;8.11396641544236E-07][0.177746587177603;0.578401267089032][0.0056794398578249;0.924639513676217][...]],50,336655806,0.018558662,ZDT1
NSGA-II Run 75,0.019312436,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.141817772,[[0;1]],50,00:25.9,0.000340987,120.3140209,[[0;1.00000048582643][1;9.71637168251309E-07][0.833094831003102;0.305953829412679][0.955191576578112;0.0876099851849037][...]],50,373429253,0.022719546,ZDT2
NSGA-II Run 76,0.013436943,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.184762878,[[0;1]],50,00:26.7,0.000795516,128.7646792,[[0;1.00000000000151][0.851826648013544;-0.773368996027502][0.82336757896803;-0.4589944691204][0.618431466775095;-0.124823456361928][...]],50,1889239272,0.032087879,ZDT3
NSGA-II Run 72,0.063618949,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.111896029,[[0;1]],30,00:25.9,0.002091554,117.4549562,[[0.999999973925132;0.00461173525431371][0.28077531881537;0.923656211788272][0.423926244970762;0.823012705115733][...]],30,2066179435,0.020060919,ZDT6
NSGA-II Run 77,4.643800321,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.07231348,[[0;1][-5;5]],30,00:26.0,0.198440299,116.0228663,[[0;1][1;0.434280382931095][0.9216774519137;0.457138219138273][0.0314891735291691;0.899623361018238][0.2215300899092;0.733730010781367][...]],30,456974905,0.016263816,ZDT4
NSGA-II Run 76,0.018652738,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.139812894,[[0;1]],50,00:25.9,0.0003697,120.3146806,[[1;1.55278456959916E-05][0;1.00000776365856][0.646361073498781;0.58222840711923][0.758397605937619;0.424845330066146][...]],50,21137620,0.014905333,ZDT2
NSGA-II Run 72,0.022050157,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.134912565,[[0;1]],50,00:34.8,0.000365526,120.6446165,[[1;2.5902603829609E-05][0;1.00005179859811][0.0218647384608534;0.852181250506779][0.0691475468862878;0.737086573057316][...]],50,530764779,0.030318314,ZDT1
NSGA-II Run 77,0.013558663,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.188143473,[[0;1]],50,00:26.8,0.001183917,128.7645575,[[0;1][0.851801212588702;-0.773368589899046][0.409320003336963;0.24207639574154][0.823396970236691;-0.459594574800282][...]],50,1918069698,0.037897724,ZDT3
NSGA-II Run 73,0.062743069,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.113787806,[[0;1]],30,00:25.6,0.002197622,117.4558321,[[0.280775318816461;0.923596655710448][0.999999998839834;0.00452939629198132][0.494859461505432;0.758106085506361][...]],30,1953018690,0.017551911,ZDT6
NSGA-II Run 78,1.192312477,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.074474789,[[0;1][-5;5]],30,00:26.1,0.044982866,119.4743542,[[0;1][1;0.109859159847644][0.314837383369263;0.500512382090903][0.139057852823113;0.668079541610148][...]],30,1251766273,0.024421204,ZDT4
NSGA-II Run 77,0.01941862,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.139748868,[[0;1]],50,00:25.8,0.000433666,120.3139147,[[1;1.07880414009537E-05][0;1.00000539450064][0.621383645230596;0.613889843368502][0.971265316966987;0.0566541665705809][...]],50,927169872,0.018521101,ZDT2
NSGA-II Run 78,0.014486995,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.167060823,[[0;1]],50,00:26.4,0.001318171,128.7636291,[[0;1][0.851833200698669;-0.773369012279249][0.409314382270775;0.2421516179516][0.453895125285342;-0.124218406336416][...]],50,693540919,0.04463383,ZDT3
NSGA-II Run 73,0.019045943,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.144711918,[[0;1]],50,00:34.9,0.000345854,120.6476207,[[1;6.2894649680584E-06][0;1.00001257592117][0.203115464763277;0.549326421118099][0.265222494600209;0.485011783002341][...]],50,313844729,0.016120407,ZDT1
NSGA-II Run 74,0.077096926,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.114704698,[[0;1]],30,00:25.8,0.002733519,117.4414783,[[1;0.0060699016693553][0.280775318816136;0.924443639517191][0.860258595464897;0.26523752629197][0.752642380198312;0.438286108748879][...]],30,1283422020,0.014003874,ZDT6
NSGA-II Run 79,4.762645724,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.076071742,[[0;1][-5;5]],30,00:25.7,0.183448613,115.9040209,[[0;1][1;0.44539985551533][0.294502052850743;0.699029352296983][0.524396920533768;0.598384898009243][0.835096313669567;0.493186420167426][...]],30,1065090521,0.017504421,ZDT4
NSGA-II Run 78,0.022772782,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.138612541,[[0;1]],50,00:26.1,0.000346027,120.3105606,[[1;1.15134461708906E-07][0;1.000000123202][0.416427376782081;0.826591926539779][0.496433236991087;0.753600419773107][...]],50,1417858686,0.015220042,ZDT2
NSGA-II Run 79,0.012900669,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.173465502,[[0;1]],50,00:26.5,0.001050224,128.7652155,[[0.851824914730059;-0.773368925495834][0;1.00000011174519][0.453893103757761;-0.124218343234613][0.257758461611622;0.242161170864698][...]],50,1064247722,0.035354013,ZDT3
NSGA-II Run 75,0.094654506,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.111659894,[[0;1]],30,00:25.8,0.003415393,117.4239207,[[1;0.00757109248879113][0.280775318821855;0.925263969972223][0.748988732265902;0.444934999664635][0.803570682337533;0.360524131662634][...]],30,1173989729,0.014776149,ZDT6
NSGA-II Run 80,4.986378838,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.072155016,[[0;1][-5;5]],30,00:26.3,0.193061539,115.6802878,[[0;1][1;0.466502466157154][0.0825261276394337;0.846741641456873][0.552600681840509;0.603416984318658][...]],30,433114685,0.015101561,ZDT4
NSGA-II Run 74,0.020785319,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.139425752,[[0;1]],50,00:36.4,0.000485032,120.6458813,[[1;2.99005837940505E-06][0;1.00000598172964][0.0858608631385729;0.706984862544057][0.551873693263005;0.257121749775955][...]],50,1369720523,0.015919789,ZDT1
NSGA-II Run 79,0.017326368,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.139857825,[[0;1]],50,00:26.3,0.000376207,120.316007,[[0;1.00000043120808][1;1.19093239465055E-06][0.797429090481502;0.364108080384708][0.684821333901575;0.531020716532586][...]],50,1398333985,0.011104756,ZDT2
NSGA-II Run 80,0.014461313,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.183445702,[[0;1]],50,00:26.6,0.001323468,128.7636548,[[0.851810844030993;-0.773368774616227][0;1.00000006173324][0.409345326456939;0.241737581291116][0.652515298029383;-0.458263284691047][...]],50,482590237,0.037257159,ZDT3
NSGA-II Run 76,0.125546287,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.113401097,[[0;1]],30,00:25.6,0.004623254,117.3930289,[[1;0.0107160908120832][0.280775319088649;0.927002207060108][0.607643612901345;0.638201852579435][0.345733129364842;0.885388577313075][...]],30,665569195,0.012286219,ZDT6
NSGA-II Run 81,5.65716038,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.076887436,[[0;1][-5;5]],30,00:26.0,0.228622552,115.0095063,[[0;1][1;0.529322826162043][0.0435714972113368;0.901761069925838][0.0998607604942002;0.851548997988702][...]],30,1377348894,0.014819315,ZDT4
NSGA-II Run 80,0.018348049,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.136461228,[[0;1]],50,00:25.9,0.000296087,120.3149853,[[0;1.0000093257483][1;1.86335447635017E-05][0.572660412017255;0.672084696571678][0.962085367749798;0.0744097064843758][...]],50,1406933182,0.016680155,ZDT2
NSGA-II Run 75,0.018087661,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.139483378,[[0;1]],50,00:35.0,0.000510804,120.648579,[[0;1.00000247391538][1;1.23619824313395E-06][0.426439946407695;0.346977939062732][0.496442156184717;0.295415089640193][...]],50,767881884,0.012996744,ZDT1
NSGA-II Run 81,0.011993193,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.18372962,[[0;1]],50,00:26.9,0.001458865,128.7661229,[[0;1][0.851825181477797;-0.773368987432182][0.823383006524359;-0.459309519898229][0.652509073963243;-0.458263323433788][...]],50,300572084,0.028528769,ZDT3
NSGA-II Run 77,0.147001496,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.114284956,[[0;1]],30,00:25.8,0.005986188,117.3715737,[[1;0.0126318737249921][0.280775318855466;0.928881522589264][0.786045824676364;0.392361542923415][0.900691770373258;0.201214083988515][...]],30,805666312,0.016119953,ZDT6
NSGA-II Run 82,4.255183496,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.074878197,[[0;1][-5;5]],30,00:25.9,0.17148492,116.4114832,[[0;1][1;0.397673003040963][0.638224725690373;0.518807717111637][0.980098465300252;0.403696755088404][...]],30,132918820,0.01318329,ZDT4
NSGA-II Run 81,0.018904731,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.137553195,[[0;1]],50,00:26.3,0.000368853,120.3144286,[[1;7.87245529149383E-06][0;1.0000039375879][0.576588064858859;0.667551456908143][0.5;0.750004922533518][...]],50,255653531,0.017810509,ZDT2
NSGA-II Run 82,0.013722,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.19015397,[[0;1]],50,00:26.7,0.001570382,128.7643941,[[0;1][0.851793975778065;-0.773368374660793][0.257764154399214;0.242161085900127][0.182390251946673;0.668762544113682][...]],50,939988336,0.034325768,ZDT3
NSGA-II Run 76,0.025701634,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.139597945,[[0;1]],50,00:34.8,0.001056307,120.640965,[[0;1.00109595809669][1;0.000548130325488129][0.860013215711558;0.0732189452371603][0.463082212985947;0.320221719811679][...]],50,1690257269,0.016638638,ZDT1
NSGA-II Run 78,0.040172787,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.113923698,[[0;1]],30,00:25.9,0.001249624,117.4784024,[[0.280775318815369;0.922486563198132][1;0.00250527077301082][0.544737658984813;0.705062262929378][0.917426325543221;0.160717294933407][...]],30,1020683610,0.011551695,ZDT6
NSGA-II Run 83,3.578803208,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.07394762,[[0;1][-5;5]],30,00:25.8,0.154124988,117.0878635,[[0;1][1;0.334388356936517][0.10727880700437;0.781990560814233][0.310261392975634;0.629261146724391][0.145201093177604;0.74637668409295][...]],30,951896130,0.017018381,ZDT4
NSGA-II Run 82,0.020219113,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.141054482,[[0;1]],50,00:26.2,0.000327899,120.3131142,[[1;1.029731151528E-05][0;1.00000514956017][0.537062981357779;0.711569991742884][0.44301945981577;0.80373992180087][...]],50,562969630,0.015057294,ZDT2
NSGA-II Run 83,0.013559515,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.193742536,[[0;1]],50,00:26.6,0.001098637,128.7645566,[[0.851826826553972;-0.773368996907776][0;1.00000000007941][0.823347277440989;-0.458579704841533][0.4093883249817;0.241162247819786][...]],50,1389604941,0.043784512,ZDT3
NSGA-II Run 79,0.063346924,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.111706741,[[0;1]],30,00:25.8,0.001996742,117.4552283,[[0.999999999993903;0.00441573401531911][0.280775321824291;0.923550230720342][0.844257652438854;0.291013451296367][...]],30,1893450945,0.015658911,ZDT6
NSGA-II Run 84,2.770827464,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.077129707,[[0;1][-5;5]],30,00:25.7,0.118309332,117.8958392,[[0;1][1;0.25822493129358][0.040571062587405;0.850589740719989][0.106051221139813;0.758437195970246][0.232534273649705;0.642302660692439][...]],30,1766599880,0.022714477,ZDT4
NSGA-II Run 77,0.021443055,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.143716056,[[0;1]],50,00:35.0,0.000404199,120.6452236,[[0;1.00000744080883][1;4.19290068912653E-06][0.718314650638396;0.152470534834452][0.614058114774235;0.216389256027656][...]],50,1754445502,0.020319357,ZDT1
NSGA-II Run 83,0.017734506,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.137440442,[[0;1]],50,00:26.2,0.00038783,120.3155988,[[1;5.01634880775664E-07][0;1.00000025767693][0.0995700014291654;0.990086075225112][0.799533580406421;0.360746474290894][...]],50,3144686,0.020343601,ZDT2
NSGA-II Run 84,0.013255444,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.190594386,[[0;1]],50,00:26.8,0.001491448,128.7648607,[[0;1][0.851820353699725;-0.77336894632319][0.823355508113377;-0.458747883891082][0.618464089527104;-0.125392394504363][...]],50,709244953,0.031194003,ZDT3
NSGA-II Run 80,0.070141045,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.114409445,[[0;1]],30,00:25.8,0.002313451,117.4484342,[[0.280775318815372;0.923868119934938][1;0.00512575402187657][0.955121823430224;0.092571722604958][0.887072099994962;0.217729290642762][...]],30,840499280,0.016096121,ZDT6
NSGA-II Run 85,3.935717451,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.077628895,[[0;1][-5;5]],30,00:26.5,0.173038638,116.7309492,[[0;1][1;0.367838600037629][0.0149923936719914;0.922596798020589][0.55374060032196;0.529586654510469][...]],30,1253551121,0.018446077,ZDT4
NSGA-II Run 84,0.018132341,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.13720903,[[0;1]],50,00:26.9,0.000413176,120.315201,[[0;1.00000662431086][1;1.32470534643909E-05][0.19751926452193;0.960993021928574][0.631981407075632;0.600608777273112][...]],50,1947516812,0.019186259,ZDT2
NSGA-II Run 78,0.019452088,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.137338209,[[0;1]],50,00:35.3,0.000500443,120.6472146,[[1;1.93078300380806E-06][0;1.00000387216164][0.938093695990785;0.0314496765528366][0.775888689784005;0.119156725066409][...]],50,1745362761,0.017008233,ZDT1
NSGA-II Run 85,0.011585289,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.195349665,[[0;1]],50,00:27.3,0.000971391,128.7665308,[[0;1][0.851801446275076;-0.773368596113355][0.652507607399498;-0.45826332024054][0.257771094272769;0.242161095537326][...]],50,1084040952,0.029668175,ZDT3
NSGA-II Run 81,0.121838236,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.114955574,[[0;1]],30,00:26.2,0.004454123,117.396737,[[0.280775318815369;0.926519367013797][0.9999994731364;0.00990524644337592][0.356142299665694;0.878752525243864][...]],30,409557752,0.014861705,ZDT6
NSGA-II Run 86,3.642258089,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.073842552,[[0;1][-5;5]],30,00:26.3,0.158151567,117.0244086,[[0;1][1;0.340073368628573][0.0628715706413204;0.834541229943446][0.154193685502576;0.74087092027807][...]],30,1420110767,0.013035382,ZDT4
NSGA-II Run 85,0.022180026,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.1430247,[[0;1]],50,00:26.2,0.000367921,120.3111533,[[0;1.00001884717744][1;3.77008901049124E-05][0.784339605116566;0.38484183150616][0.683071773501649;0.533440597033341][...]],50,1580100648,0.015340721,ZDT2
NSGA-II Run 82,0.051226333,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.111516102,[[0;1]],30,00:25.7,0.001761792,117.4673489,[[0.28077531881537;0.92309987317883][0.99999999992961;0.00357441174671959][0.960565485132494;0.080693759826067][...]],30,1497547247,0.015645514,ZDT6
NSGA-II Run 86,0.011784654,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.188326111,[[0;1]],50,00:26.7,0.001018121,128.7663315,[[0;1][0.851844514746759;-0.77336895510796][0.652602269828342;-0.458260670344496][0.61849589330127;-0.125946760314157][...]],50,64407582,0.029743586,ZDT3
NSGA-II Run 79,0.023049581,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.13629612,[[0;1]],50,00:34.9,0.000477355,120.6436171,[[1;2.93457966378965E-05][0;1.00005542071027][0.749251889168302;0.134439485443393][0.682223251566959;0.174066385548977][...]],50,178713734,0.017041683,ZDT1
NSGA-II Run 87,4.016532499,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.07652374,[[0;1][-5;5]],30,00:25.7,0.163018045,116.6501342,[[0;1][1;0.375384353594342][0.0495372279030349;0.860979728056234][0.0213098147690621;0.90881934258915][...]],30,1222157135,0.018081738,ZDT4
NSGA-II Run 86,0.0229499,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.139492262,[[0;1]],50,00:25.9,0.000439764,120.3103834,[[0;1.00007759733464][1;0.000155186892867483][0.909661293536416;0.17265813718049][0.869904300610221;0.243402822404024][...]],50,2051024768,0.018229893,ZDT2
NSGA-II Run 83,0.057533344,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.111882974,[[0;1]],30,00:25.6,0.001936427,117.4610419,[[1;0.00417904278391871][0.280775318815369;0.923420420341795][0.831231520382834;0.312675435790403][0.862569548601374;0.259699021860307][...]],30,997228381,0.012176925,ZDT6
NSGA-II Run 87,0.011940957,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.191370444,[[0;1]],50,00:26.8,0.001486861,128.7661752,[[0;1.0000000000001][0.851824070191002;-0.773368979710767][0.6184362389144;-0.124906700834032][0.453873377858426;-0.124218427497613][...]],50,355477204,0.034485938,ZDT3
NSGA-II Run 88,3.972710825,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.076199432,[[0;1][-5;5]],30,00:26.2,0.158548056,116.6939558,[[0;1][1;0.371134071063543][0.734765432907078;0.461155824741012][0.610787466520312;0.508615306072083][...]],30,511890378,0.01839103,ZDT4
NSGA-II Run 80,0.021690348,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.138510668,[[0;1]],50,00:35.0,0.000337476,120.6449763,[[1;1.11546694688272E-06][0;1.00000223401454][0.734055869332309;0.143230673218451][0.0621230305334597;0.750757042905226][...]],50,1855343705,0.009581067,ZDT1
