,Absolute Distance to BestKnownHypervolume,Best known hypervolume,BestKnownFront,Bounds,Crowding,Encoding.Bounds,Encoding.ProblemSize,Execution Time,Generational Distance,Hypervolume,Pareto Front,ProblemSize,Seed,Spacing,TestFunction
NSGA-II Run 25,0.007100156,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.110122632,[[0;1]],50,00:26.8,0.001333242,128.771016,[[0.85183687091777;-0.773369005561902][0;1.00000000000017][0.453882035890671;-0.124218444747416][0.823341272885621;-0.458456991311324][...]],50,739970631,0.018837412,ZDT3
NSGA-II Run 2,0.116779075,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.066046404,[[0;1]],30,00:23.3,0.004733572,117.4017961,[[0.999999998816171;0.0101911844845637][0.280775318817289;0.926910464704987][0.511814442797711;0.744738856562936][...]],30,95301829,0.010354627,ZDT6
NSGA-II Run 3,0.080793331,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067050614,[[0;1]],30,00:22.1,0.003074408,117.4377819,[[0.280775318862613;0.924808096463565][0.999999995744228;0.00688228780066555][0.746324684846289;0.448364543642669][...]],30,1487830336,0.007078775,ZDT6
NSGA-II Run 4,0.067981609,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067146376,[[0;1]],30,00:21.9,0.002542624,117.4505936,[[1;0.0056571951379023][0.280775318858934;0.924221955824288][0.461560344641729;0.79040353443727][0.663187436689859;0.564261990101833][...]],30,1478751214,0.008503437,ZDT6
NSGA-II Run 5,0.078036919,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067410222,[[0;1]],30,00:21.8,0.002959475,117.4405383,[[0.999999493146716;0.00647174781335097][0.280775318815577;0.924746817788831][0.752890534028223;0.438345255279416][...]],30,1737373630,0.009767084,ZDT6
NSGA-II Run 6,0.122053594,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.06710044,[[0;1]],30,01:05.5,0.004865281,117.3965216,[[0.280775318947666;0.926940415735889][0.999999807303644;0.0108091275499322][0.962335800925405;0.0844590266565414][...]],30,1906447325,0.007403474,ZDT6
NSGA-II Run 7,0.089981962,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067196289,[[0;1]],30,00:39.7,0.003444912,117.4285932,[[0.280775318815369;0.925328312965063][0.999999945576635;0.00769303289892734][0.340159209579551;0.888595776529799][...]],30,2055516960,0.008593931,ZDT6
NSGA-II Run 8,0.065117896,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067278493,[[0;1]],30,00:41.6,0.002410102,117.4534573,[[0.280775318815369;0.924033955264062][1;0.00530814109289738][0.31487728670607;0.903784641064681][0.868030126745982;0.251220674716417][...]],30,1724844586,0.007629771,ZDT6
NSGA-II Run 9,0.073487676,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.066745641,[[0;1]],30,00:42.3,0.002802639,117.4450875,[[0.280775318815515;0.924556285452528][1;0.00616080851117223][0.344956106022983;0.884516730942536][0.874795279930935;0.240266512054561][...]],30,1666180500,0.010849161,ZDT6
NSGA-II Run 10,0.090635204,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.066177412,[[0;1]],30,00:47.1,0.003470277,117.42794,[[0.28077531881537;0.925364790818108][0.999999992522208;0.00778790165781665][0.915235190744528;0.169502583640288][...]],30,224043151,0.010656022,ZDT6
NSGA-II Run 11,0.07449824,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067634635,[[0;1]],30,00:44.6,0.002870936,117.444077,[[0.280775318815369;0.924659923694549][0.999999808751484;0.00625935897959532][0.738908948962271;0.458771791644456][...]],30,968822170,0.008571357,ZDT6
NSGA-II Run 12,0.086514625,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.066481945,[[0;1]],30,00:43.1,0.003297707,117.4320606,[[0.280775318815372;0.925169445155246][1;0.00740968156812997][0.38109832966576;0.859013838419638][0.581907460039252;0.666355143180685][...]],30,348774770,0.007904239,ZDT6
NSGA-II Run 13,0.107026672,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.068363269,[[0;1]],30,00:39.8,0.004264793,117.4115485,[[0.999959536782174;0.00935434247908864][0.280775318852295;0.926179138903268][0.343038285166871;0.887647428216759][...]],30,447691177,0.009771532,ZDT6
NSGA-II Run 14,0.078159727,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067066745,[[0;1]],30,00:41.1,0.003026513,117.4404155,[[0.280775318819087;0.92479879562769][0.999999117966291;0.00666864257992165][0.878892589188755;0.233511103611857][...]],30,245672418,0.006910608,ZDT6
NSGA-II Run 15,0.081085251,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067291946,[[0;1]],30,00:43.4,0.003127104,117.4374899,[[1;0.00688918713200518][0.280775318935126;0.924905848688605][0.771485804519322;0.410404617172002][0.950014870394085;0.10409853314946][...]],30,1881853543,0.007304874,ZDT6
NSGA-II Run 16,0.041503766,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067271022,[[0;1]],30,01:22.1,0.001440919,117.4770714,[[0.28077531881537;0.92284791312423][0.999999999999471;0.00311947732546938][0.919237876310739;0.15789755050003][...]],30,784648915,0.008022298,ZDT6
NSGA-II Run 17,0.081498524,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.068009745,[[0;1]],30,00:22.0,0.003139398,117.4370767,[[0.999999979933263;0.00693456377626573][0.280775319472577;0.924958090514413][0.76055760799109;0.427041574352421][...]],30,842410608,0.009459375,ZDT6
NSGA-II Run 18,0.068639286,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067478936,[[0;1]],30,00:21.6,0.002545728,117.4499359,[[0.999999809232603;0.00563187990504192][0.28077531881537;0.924223958887264][0.315895930895215;0.903345769431263][...]],30,1131915946,0.00588251,ZDT6
NSGA-II Run 19,0.094088119,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.066740708,[[0;1]],30,00:21.4,0.003675266,117.4244871,[[0.28077531883057;0.925599307349922][0.999995611455717;0.00812940862744812][0.441205258217446;0.810261095502855][...]],30,1489142490,0.008565645,ZDT6
NSGA-II Run 20,0.08997977,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067312708,[[0;1]],30,00:21.5,0.003473182,117.4285954,[[0.999999999999933;0.00776944860399719][0.28077531881537;0.925369099027141][0.879453635008319;0.233468600230742][...]],30,258135668,0.009272682,ZDT6
