, Absolute Distance to BestKnownHypervolume, Best known hypervolume, BestKnownFront, Crowding, Encoding.ProblemSize, Execution Time, Generational Distance, Hypervolume, Pareto Front, ProblemSize, ReferencePoint, Seed, Spacing, TestFunction
NSGA-II Run 20, 0.11337801879017206, 1330.998952629928, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.3679713789749407, 70, 00:17:44.6202445, 0.25773905837338323, 1330.8855746111378, [[1;0;0][6.11411058084079E-17;1.07684055890491;0.0581928294522731][0.450365307023924;0;9.90020365439899][...]], 70, [11;11;11], 991574249, 0.97560813773790511, DTLZ2
NSGA-II Run 21, 0.20705557463247715, 1330.9961797678006, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.14369196263412573, 70, 00:47:40.7921505, 0.056836940090311996, 1330.7891241931682, [[1;0;0][3.74915180455534E-33;6.22097302442912E-17;1.01599554910221][6.12303176911189E-17;0;1.35216947572231][...]], 70, [11;11;11], 389394689, 0.054160158695028278, DTLZ2
NSGA-II Run 22, 0.20255917050303651, 1330.9993653402159, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.291343662031352, 70, 00:13:52.4013177, 0.20068855151454496, 1330.7968061697129, [[1;0;0][6.11211737093171E-17;4.71692287888343E-18;1.29078599602083][3.74915180455534E-33;6.17393835763476E-17;1.00831395139572][...]], 70, [11;11;11], 1490293141, 0.75789161797727178, DTLZ2
NSGA-II Run 23, 0.13187589702852165, 1330.9987364142657, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.22658668506031038, 70, 00:13:53.3113640, 0.14449635090628266, 1330.8668605172372, [[1;0;0][6.12303176911189E-17;0;3.15802188728804][0.664145619434076;2.48638207774305;0][3.74915180455534E-33;6.14751297382646E-17;1.00399821618403][...]], 70, [11;11;11], 1383286881, 0.26383195762033262, DTLZ2
NSGA-II Run 24, 0.24567330215222682, 1330.9924260131493, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.375632987440797, 70, 00:34:19.4030694, 0.23804100458635094, 1330.746752710997, [[1;0;0][6.12303176911189E-17;0;11.9254507739351][3.74915180455534E-33;6.1784928274674E-17;1.00905777733104][...]], 70, [11;11;11], 1887553519, 1.5046900584776488, DTLZ2
NSGA-II Run 25, 0.30292634238685423, 1330.9998082064519, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.15788559470934838, 70, 00:11:47.2554274, 0.11893098864534396, 1330.6968818640651, [[1;0;0][6.12303176911189E-17;1.27725141835237;0][6.00104923431628E-17;2.05548476863178E-17;1.69021137996952][...]], 70, [11;11;11], 310920825, 0.069727059937409339, DTLZ2
NSGA-II Run 26, 0.17507088679167282, 1330.9995857608599, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.14365816158943484, 70, 00:13:23.1432908, 0.032795812917626066, 1330.8245148740682, [[1;0;0][6.12303176911189E-17;1.01498852964509;0][3.74915180455534E-33;6.14169372267289E-17;1.00304782896198][...]], 70, [11;11;11], 729804628, 0.052518484242488304, DTLZ2
NSGA-II Run 27, 0.19350987467578307, 1330.9999725440741, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.24326597260255853, 70, 00:28:04.1461140, 0.14322279502679913, 1330.8064626693983, [[1;0;0][3.74915180455534E-33;6.13899515859717E-17;1.00260710544829][6.12303176911189E-17;0;1.63013194700134][...]], 70, [11;11;11], 1229394272, 0.46203902165803579, DTLZ2
NSGA-II Run 28, 0.22224707574059721, 1330.9992994302577, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.14624257839889412, 70, 00:13:14.3133997, 0.052896584604453505, 1330.7770523545171, [[1;0;0][6.12303176911189E-17;0;1.2084378581859][6.120430360306E-17;1.38497643277473;0.0403846986655853][...]], 70, [11;11;11], 172588791, 0.052142697930732132, DTLZ2
NSGA-II Run 6, 2.9942053584953783, 1003.8858542759992, [[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]], 0.21412386321881688, 40, 00:02:10.0124575, 0.034476093458483958, 1000.8916489175039, [[0.859302582735006;0.859509456271036;2.6141057404008][0;0;6.00009601741246][0.874549674580157;0.162456042623342;3.9913700277059][...]], 40, [11;11;11], 1082879247, 0.078478952659518847, DTLZ7
NSGA-II Run 29, 0.12967597354918325, 1330.9991552942861, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.23109374208893954, 70, 00:29:24.6229282, 0.16349312324318155, 1330.8694793207369, [[1;0;0][0.433155459859167;1.23823722555982;0.00248782451712286][0.22327463848002;0;5.29748296693668][...]], 70, [11;11;11], 1111529630, 0.44022167906164, DTLZ2
NSGA-II Run 30, 0.368880158333468, 1330.9996541026458, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.19953229045495724, 70, 00:25:44.1261675, 0.1041829944972973, 1330.6307739443123, [[1;0;0][3.74915180455534E-33;6.31593728547489E-17;1.03150490208725][5.82340894508717E-17;2.1742691708266E-17;1.14922904974934][...]], 70, [11;11;11], 1309323557, 0.41091519834061457, DTLZ2
NSGA-II Run 31, 0.30050813392972486, 1330.9999893696154, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.14094652395518298, 70, 00:13:01.1167389, 0.088499453641062681, 1330.6994812356857, [[1;0;0][3.74915180455534E-33;6.61266836910453E-17;1.07996636608398][6.12303176911189E-17;0;1.15639835864126][...]], 70, [11;11;11], 1910955816, 0.0623447600190574, DTLZ2
NSGA-II Run 32, 0.11883240061820288, 1330.9990707828972, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.17281538555822806, 70, 00:14:35.0984347, 0.10236281067466672, 1330.880238382279, [[1;0;0][3.74915180455534E-33;6.28701476293652E-17;1.02678133970362][6.08051702617873E-17;9.4654239191907E-18;1.31409638131285][...]], 70, [11;11;11], 1059955505, 0.10087305107341651, DTLZ2
NSGA-II Run 33, 0.22748830896762229, 1330.9998380850745, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.15798841915171144, 70, 00:14:34.7248825, 0.056821337958724315, 1330.7723497761069, [[1;0;0][3.74915180455534E-33;6.14712137070568E-17;1.00393426042885][5.89496331863004E-17;1.27678882735419;0.358580430015495][...]], 70, [11;11;11], 1669993431, 0.13963927396168171, DTLZ2
NSGA-II Run 34, 0.12724077411189683, 1330.9967462824907, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.13423088734575445, 70, 00:14:56.7009833, 0.016759981710616295, 1330.8695055083788, [[1;0;0][3.74915180455534E-33;6.15447463466552E-17;1.00513517922808][6.12303176911189E-17;1.04201241934072;0][...]], 70, [11;11;11], 2113696176, 0.058195431666762665, DTLZ2
NSGA-II Run 35, 0.26434030259156316, 1330.9992185629308, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.15697328886502962, 70, 00:14:31.5730579, 0.090342053156447832, 1330.7348782603392, [[1;0;0][3.74915180455534E-33;6.44465140885952E-17;1.05252620791061][6.12303176911189E-17;0;1.10283492673084][...]], 70, [11;11;11], 1137985955, 0.071353183574530937, DTLZ2
NSGA-II Run 36, 0.16611480530877998, 1330.9969104572203, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.14146438339523593, 70, 00:14:18.8114888, 0.04130340763131244, 1330.8307956519116, [[1;0;0][6.1215789627329E-17;1.07497418734104;0.0234212969640387][3.74915180455534E-33;6.24237073615334E-17;1.01949017603395][...]], 70, [11;11;11], 821525614, 0.10599427460442801, DTLZ2
NSGA-II Run 37, 0.90544660447494607, 1330.9990381522425, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.43975107858063078, 70, 00:15:17.4454640, 0.35449900967332293, 1330.0935915477676, [[1;0;0][5.99054433074967E-17;2.11789230158038E-17;1.67178465334901][6.12303176911189E-17;14.2260291283944;0][...]], 70, [11;11;11], 1741478273, 1.8349687796990009, DTLZ2
NSGA-II Run 38, 0.34485434273142346, 1330.995921779087, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.26826484520314325, 70, 00:15:07.0674544, 0.16072170044713402, 1330.6510674363556, [[1;0;0][3.74915180455534E-33;6.147640768941E-17;1.00401908739936][6.12241013848547E-17;1.28115004952759;0.0182570670668993][...]], 70, [11;11;11], 128989360, 0.4952990622397373, DTLZ2
NSGA-II Run 39, 0.24877740548186011, 1330.9996594687325, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.36569614465928135, 70, 00:14:00.8117024, 0.26167354889938521, 1330.7508820632506, [[1;0;0][3.74915180455534E-33;6.15584243312608E-17;1.00535856504611][6.11766995053224E-17;1.76485181802504;0.0739062929078879][...]], 70, [11;11;11], 19579943, 1.2721455187409325, DTLZ2
NSGA-II Run 9, 0.20767121124686128, 1330.9935355306434, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 0.13016595983013315, 15, 00:07:42.2811743, 0.034289073913845704, 1330.7858643193965, [[1;0;0][3.74915180455534E-33;6.40924359902755E-17;1.04674348275628][5.44046289670771E-17;2.94086797037212E-17;1.04678559038567][...]], 15, [11;11;11], 891478051, 0.064273380841247063, DTLZ3
NSGA-II Run 40, 0.19291657863709588, 1330.9982895725311, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.28583276781958128, 70, 00:14:56.0959480, 0.24558569247270745, 1330.805372993894, [[1;0;0][3.74915180455534E-33;6.16380289281001E-17;1.00665864970745][6.12303176911189E-17;5.56145310870026;0][...]], 70, [11;11;11], 1479085775, 0.328846339235611, DTLZ2
NSGA-II Run 41, 0.097155569229926186, 1330.9968450285153, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.14375132059288515, 70, 00:36:12.3567202, 0.11972436276468888, 1330.8996894592854, [[1;0;0][3.74915180455534E-33;6.74518472128999E-17;1.10160864350184][6.06914837948698E-17;9.63647769771269E-18;1.18891328830701][...]], 70, [11;11;11], 67450270, 0.19114608178411291, DTLZ2
NSGA-II Run 42, 0.19030066091181652, 1330.9959306598385, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.24784061279351416, 70, 00:11:26.5683510, 0.13160644980718597, 1330.8056299989266, [[1;0;0][3.74915180455534E-33;6.14186399629989E-17;1.00307563767397][6.12294782628729E-17;1.49043480538658;0.00780442623461807][...]], 70, [11;11;11], 1984051417, 0.71964375347444087, DTLZ2
NSGA-II Run 8, 0.010754761495036291, 1324.8284729405123, [[0.707106781186548;0.707106781186547;0][0.707092823504067;0.707092823504067;0.00628314396555895][0.707075376530114;0.707075376530114;0.00942463843314401][...]], 0.099848998346876314, 40, 00:04:10.6452927, 0.0015142540168059531, 1324.8177181790172, [[4.32963728535968E-17;4.32963728535968E-17;1][0.707106781186548;0.707106781186547;0][0.529287412658863;0.529287412658863;0.663106077186578][...]], 40, [11;11;11], 255895555, 0.010996766053265576, DTLZ6
NSGA-II Run 43, 0.41527125896027428, 1330.9974256092605, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.4117189680393501, 70, 00:30:03.7070049, 0.3004953343894205, 1330.5821543503002, [[1;0;0][3.74915180455534E-33;6.16361013779636E-17;1.00662716938514][6.12303176911189E-17;0;1.54350127807281][...]], 70, [11;11;11], 1341610076, 1.6600602795456669, DTLZ2
NSGA-II Run 44, 0.083162737879092674, 1330.9984179287787, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.16118823486399445, 70, 00:15:10.0363882, 0.087601785129365617, 1330.9152551908996, [[1;0;0][4.51529832148183E-17;4.24326556966559E-17;1.0260214945789][3.74915180455534E-33;6.18132280042837E-17;1.0095199622531][...]], 70, [11;11;11], 446333462, 0.065192263127299643, DTLZ2
NSGA-II Run 45, 0.21325558214971352, 1330.9987221820529, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.13388975190640609, 70, 00:14:39.8822620, 0.042893330787359268, 1330.7854665999032, [[1;0;0][3.74915180455534E-33;6.34403668792391E-17;1.03609403431922][6.12303176911189E-17;1.0543074456868;0][...]], 70, [11;11;11], 73531458, 0.049503777688694954, DTLZ2
NSGA-II Run 46, 0.26766559810039325, 1330.9993152763368, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.3497022093144273, 70, 00:29:14.9708327, 0.28193538710521265, 1330.7316496782364, [[1;0;0][3.74915180455534E-33;6.43318971069282E-17;1.05065430872751][6.12303176911189E-17;8.86738298341849;0][...]], 70, [11;11;11], 1198289198, 0.86019322193656778, DTLZ2
NSGA-II Run 47, 0.21648141134323851, 1330.9947871115376, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.17046060280349734, 70, 00:13:23.3969498, 0.1829369733296731, 1330.7783057001943, [[1;0;0][3.74915180455534E-33;6.15578687944379E-17;1.00534949214165][6.12302967099709E-17;3.85803423352052E-19;7.61120179241914][...]], 70, [11;11;11], 1131375804, 0.92325766030940459, DTLZ2
NSGA-II Run 48, 0.1618283654379411, 1330.9968469719824, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.47108553595703323, 70, 00:19:56.0614278, 0.34750998928428212, 1330.8350186065445, [[1;0;0][6.12303176911189E-17;0;12.9021336657285][0.225999113216737;4.32693625953895;0][3.74915180455534E-33;6.34134729098882E-17;1.03565480796266][...]], 70, [11;11;11], 63543828, 1.6799312376348154, DTLZ2
NSGA-II Run 49, 0.27077754001379617, 1330.994468225605, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.18651796963087094, 70, 00:30:39.9752163, 0.12948767575284692, 1330.7236906855912, [[1;0;0][6.08843370926102E-17;1.4307002043882E-17;2.20109543638928][5.88851103669537E-17;1.51394012384464;0.431512343597964][...]], 70, [11;11;11], 15153068, 0.082001645142586038, DTLZ2
NSGA-II Run 50, 0.24221659374302362, 1330.9970063606988, [[1;0;0][0.999877;0.0157074;0][0.999507;0.0314108;0][0.99889;0.0471066;0][0.998027;0.0627907;0][0.996917;0.0784593;0][...]], 0.33841467368367611, 70, 00:17:24.8423511, 0.23341159155583069, 1330.7547897669558, [[1;0;0][6.12303176911189E-17;7.64720306371567;0][3.74915180455534E-33;6.15798439096455E-17;1.00570838486075][...]], 70, [11;11;11], 101506694, 0.69790024287043051, DTLZ2
NSGA-II Run 10, 0.22918505680468115, 1330.9867345660341, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 11.939676421396776, 15, 00:11:14.7734091, 11.512321556699446, 1330.7575495092294, [[1;0;0][6.12303176911189E-17;1.00414743012271;0][3.74915180455534E-33;6.14842661551344E-17;1.00414743012271][...]], 15, [11;11;11], 1206278877, 37.52092879952523, DTLZ3
NSGA-II Run 11, 0.83879663665993576, 1330.9988591694284, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 0.21229489279759378, 15, 00:08:39.4395745, 0.71684716226507661, 1330.1600625327685, [[1;0;0][3.74915180455534E-33;1.22434148025678E-16;1.99956741435356][6.12303176911189E-17;1.99956739083105;0][...]], 15, [11;11;11], 164875232, 0.088181821150179029, DTLZ3
NSGA-II Run 12, 0.31161641187759415, 1330.980175684693, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 23.329948954120965, 15, 00:20:52.3564847, 22.595137598976965, 1330.6685592728154, [[1;0;0][6.12303176911189E-17;0;644.484413600968][3.74915180455534E-33;6.12573261115353E-17;1.00044109554604][...]], 15, [11;11;11], 1548450758, 58.048410301855611, DTLZ3
NSGA-II Run 7, 2.0225331800743334, 1003.8858542759992, [[0;0;6][0;0.02;5.97625][0;0.04;5.94528][0;0.06;5.90785][0;0.08;5.86524][0;0.1;5.8191][0;0.12;5.77142][...]], 0.20180086601514782, 40, 00:02:08.7565243, 0.036508930923602835, 1001.8633210959249, [[0;0.667774179852876;5.32535944155191][0;0;6.00010238215643][0.859763406274945;0.858989106903071;2.61411980453679][...]], 40, [11;11;11], 170888524, 0.075022836508297414, DTLZ7
NSGA-II Run 13, 0.67216143323253164, 1330.9920208769231, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 5.467291420414516, 15, 00:12:54.6187602, 5.570528869451687, 1330.3198594436906, [[1;0;0][6.12303176911189E-17;2.00833386826462;0][3.74915180455534E-33;1.2297083434357E-16;2.00833245654393][...]], 15, [11;11;11], 1765129264, 33.807476479253808, DTLZ3
NSGA-II Run 14, 2.5855388222171314, 1330.9957254971064, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 0.38430603332757846, 15, 00:07:13.2526796, 11.882254863148594, 1328.4101866748892, [[1;0;0][3.74915180455534E-33;2.45361330344001E-16;4.00718695568012][6.12303176911189E-17;4.00718696789879;0][...]], 15, [11;11;11], 211852142, 67.161381038403178, DTLZ3
NSGA-II Run 15, 0.29189828661628781, 1330.9970318789462, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 3.2011675194414835, 15, 00:08:35.5659531, 2.8455356130551892, 1330.70513359233, [[1;0;0][3.74915180455534E-33;6.13898398434032E-17;1.00260528049338][6.12303176911189E-17;0;142.371855167428][...]], 15, [11;11;11], 479270852, 19.711788893334631, DTLZ3
NSGA-II Run 16, 0.92050151239845945, 1330.9806748398016, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 13.491368574134759, 15, 00:12:27.3875656, 13.013716983261125, 1330.0601733274032, [[1;0;0][3.74915180455534E-33;1.24973669191333E-16;2.04104231210709][6.12303176911189E-17;2.04104231026145;0][...]], 15, [11;11;11], 929872626, 25.324229879411437, DTLZ3
NSGA-II Run 17, 0.28541370885409378, 1330.9952157694902, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 0.12634605616157971, 15, 00:07:02.1767939, 0.0093706251235300183, 1330.7098020606361, [[1;0;0][6.12303176911189E-17;0;1.00120132246][3.74915180455534E-33;6.13036087986252E-17;1.00119697415055][...]], 15, [11;11;11], 1883631200, 0.056808789628326563, DTLZ3
NSGA-II Run 18, 0.091896808227375, 1330.9981642570426, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 0.67171299757077674, 15, 00:06:55.6901573, 0.50970544776197468, 1330.9062674488152, [[1;0;0][6.12303176911189E-17;0;26.0002367049621][3.74915180455534E-33;6.12441021715594E-17;1.00022512508444][...]], 15, [11;11;11], 1878202009, 3.4876818780829542, DTLZ3
NSGA-II Run 19, 0.58470909866764487, 1330.9567049685993, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 2.2050857780424096, 15, 00:13:18.5693219, 3.3630321535616372, 1330.3719958699317, [[1;0;0][6.12303176911189E-17;3.13595879803918;0][3.74915180455534E-33;1.92015211645558E-16;3.13594994907904][...]], 15, [11;11;11], 687320878, 11.498906073269206, DTLZ3
NSGA-II Run 20, 0.11174578947861846, 1330.9789291665243, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 0.47962033990787395, 15, 00:08:02.4490676, 0.33178262541003034, 1330.8671833770456, [[1;0;0][6.12303176911189E-17;1.00118695719333;0][3.74915180455534E-33;6.13029954570654E-17;1.00118695719191][...]], 15, [11;11;11], 785497898, 2.2487357548906508, DTLZ3
NSGA-II Run 21, 3.8221883922119559, 1330.9987526967384, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 1.3863115993665209, 15, 00:07:50.2663706, 3.5966239995461664, 1327.1765643045264, [[1;0;0][6.12303176911189E-17;0;29.0025670317404][3.74915180455534E-33;2.4507843516188E-16;4.0025667741624][...]], 15, [11;11;11], 1339480812, 0.72241403584946906, DTLZ3
NSGA-II Run 22, 9.9273647042323319, 1330.976739899028, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 1.6426734367093758, 15, 00:06:12.3866247, 6.4533319613613047, 1321.0493751947956, [[1;0;0][6.12303176911189E-17;6.00274985341242;0][3.74915180455534E-33;3.6754782489819E-16;6.00270974833601][...]], 15, [11;11;11], 1132182013, 1.136455637788873, DTLZ3
NSGA-II Run 23, 1.9327181383409879, 1330.9567049685993, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 0.90321862285871879, 15, 00:07:34.6617442, 2.9594942419515746, 1329.0239868302583, [[1;0;0][6.12303176911189E-17;0;22.2525478076122][6.12303176911189E-17;4.0029269803574;0][3.74915180455534E-33;2.451004084974E-16;4.00292563781603][...]], 15, [11;11;11], 338691567, 1.7706831136128354, DTLZ3
NSGA-II Run 24, 0.80645269483989068, 1330.9745116600359, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 6.6597842891236505, 15, 00:06:55.8462938, 8.2678248427152443, 1330.168058965196, [[1;0;0][6.12303176911189E-17;2.0025245291418;0][3.74915180455534E-33;1.22615218112761E-16;2.00252461095014][...]], 15, [11;11;11], 1834134805, 21.994104147279103, DTLZ3
NSGA-II Run 25, 6.7781224978878072, 1330.9997300801438, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 11.445308956014886, 15, 00:06:24.8265269, 13.35958490026241, 1324.221607582256, [[1;0;0][3.74915180455534E-33;3.0641773370241E-16;5.0043466252806][6.12303176911189E-17;223.379876682406;0][...]], 15, [11;11;11], 1470501464, 14.890754628608196, DTLZ3
NSGA-II Run 26, 3.7214851480136986, 1330.9800564282502, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 11.419539066898114, 15, 00:14:04.3020984, 12.395739238239571, 1327.2585712802365, [[1;0;0][3.74915180455534E-33;2.45026706146043E-16;4.00172194732191][6.12303176911189E-17;395.169160145131;0][...]], 15, [11;11;11], 1327257151, 41.416602752827153, DTLZ3
NSGA-II Run 27, 0.85554478444169035, 1330.9567049685993, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 2.0600734318758964, 15, 00:06:33.1103989, 2.4442887578020556, 1330.1011601841576, [[1;0;0][6.12303176911189E-17;2.00999497743075;0][6.12303176911189E-17;0;87.0881756821712][3.74915180455534E-33;1.23073045440163E-16;2.01000174555708][...]], 15, [11;11;11], 1160547955, 11.890200322725221, DTLZ3
NSGA-II Run 28, 0.93676622682960442, 1330.98464728657, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 1.4765629677697871, 15, 00:06:13.9050892, 1.9133279384528796, 1330.0478810597403, [[1;0;0][6.12303176911189E-17;1.99995365294223;0][3.74915180455534E-33;1.22457799174815E-16;1.99995367968795][...]], 15, [11;11;11], 652736544, 6.6122417931695852, DTLZ3
NSGA-II Run 29, 0.56826528018405043, 1330.96785199959, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 3.4545136996527095, 15, 00:06:45.1231306, 3.7317903480535444, 1330.399586719406, [[1;0;0][3.74915180455534E-33;1.24565283970404E-16;2.03437265504294][6.12303176911189E-17;0;151.034904294388][...]], 15, [11;11;11], 879374166, 20.837234064435243, DTLZ3
NSGA-II Run 30, 0.99214505143959286, 1330.9567049685993, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 0.21316536625897717, 15, 00:06:14.4407697, 0.72303306245938515, 1329.9645599171597, [[1;0;0][6.12303176911189E-17;2.00083910434172;0][3.74915180455534E-33;1.22512014148434E-16;2.00083910664086][...]], 15, [11;11;11], 2073409681, 0.095954288365410187, DTLZ3
NSGA-II Run 31, 0.1808552975846851, 1330.9995733943097, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 8.0686016023944429, 15, 00:06:25.3792759, 7.3174412049644868, 1330.818718096725, [[1;0;0][3.74915180455534E-33;6.13892378699633E-17;1.00259544919636][6.12303176911189E-17;1.00259699785268;0][...]], 15, [11;11;11], 52336462, 24.682814433926072, DTLZ3
NSGA-II Run 32, 1.7180224859712325, 1330.9567049685993, [[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]], 4.3534756582280947, 15, 00:09:59.4812315, 5.64849400419474, 1329.2386824826281, [[1;0;0][6.12303176911189E-17;0;147.792871460483][3.74915180455534E-33;1.84461996323238E-16;3.01259250774708][...]], 15, [11;11;11], 662986483, 14.844123231405016, DTLZ3
