,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Crowding,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,ReferencePoint,Seed,Selector.NumberOfSelectedSubScopes,Spacing,TestFunction,TopLayerPopulationSize,TopLayerSelector.NumberOfSelectedSubScopes
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 39",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],47.86412195,15,300096,02:33.7,1300,3,3,4.232253174,1330.99529,55.62320283,109.5113167,1326.763037,[[1;0;0][6.12303176911189E-17;43.0561418731085;0][3.74915180455534E-33;2.05953783224914E-16;3.36359161590283][...]],93.57836666,15,15,[11;11;11],129332848,200,74.35950406,DTLZ3,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 40",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],57.73256675,15,300096,02:37.8,1300,3,3,12.0004923,1330.999653,65.8908337,159.0493889,1318.99916,[[1;0;0][6.12303176502568E-17;471.324866987527;0.0172191784762569][3.74915180455534E-33;2.3176201730072E-16;3.78508598419922][...]],35.28603216,15,15,[11;11;11],1585851422,200,34.08938721,DTLZ3,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 41",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],37.53500499,15,300096,02:56.1,1300,3,3,0.551909419,1330.999842,42.81185466,166.2639886,1330.447932,[[1;0;0][6.12232344555695E-17;1.50834585113505E-16;161.956878249035][3.74915180455534E-33;1.5095369308397E-16;2.46534231367976][...]],15.61962823,15,15,[11;11;11],1326523734,200,16.28842652,DTLZ3,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 42",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],34.12103525,15,300096,02:38.2,1300,3,3,9.945370916,1330.956705,38.6171976,152.3457479,1321.011334,[[1;0;0][3.74915180455534E-33;2.50358318287514E-16;4.08879665708197][6.12290757734224E-17;57.9514843483276;0.369104483082673][...]],17.41262789,15,15,[11;11;11],264782602,200,17.62938412,DTLZ3,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 43",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],30.79074206,15,300096,02:30.3,1300,3,3,29.10521635,1330.956705,38.83638157,154.1899473,1301.851489,[[1;0;0][6.12295945804062E-17;408.719949855156;1.98638680784014][3.74915180455534E-33;7.15778705376444E-16;11.6899394346971][...]],15.24197956,15,15,[11;11;11],935681854,200,14.82384266,DTLZ3,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 44",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],45.55654233,15,300096,02:30.6,1300,3,3,22.52545361,1330.956705,49.33044432,211.0998075,1308.431251,[[1;0;0][6.12303176911189E-17;0;246.623949756517][6.12303176909761E-17;567.419165907953;0.00122524795936522][...]],19.64867897,15,15,[11;11;11],1942445615,200,19.94008044,DTLZ3,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 45",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],20.18726006,15,300096,02:50.5,1300,3,3,12.75407469,1330.999681,16.59342727,60.56909955,1318.245606,[[1;0;0][3.74915180455534E-33;2.13681427467624E-16;3.48979779176643][6.12303176564994E-17;2.6636480516169E-19;129.365499925608][...]],19.9161271,15,15,[11;11;11],597414188,200,5.598898359,DTLZ3,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 46",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],33.05968086,15,300096,02:28.9,1300,3,3,1.899618263,1330.999814,39.53767756,134.1715799,1329.100195,[[1;0;0][6.12302903573539E-17;539.129087752652;0.509418107812926][6.12303176911189E-17;0;11.2804301785534][...]],24.26707478,15,15,[11;11;11],2038425380,200,23.9825034,DTLZ3,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 47",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],65.65863698,15,300096,02:50.7,1300,3,3,0.497463904,1330.999903,57.06783103,152.7883544,1330.502439,[[1;0;0][6.12303176911189E-17;6.49287478501626;0][0.136524923129644;0;53.3223993413267][6.12302360897213E-17;7.38799864438718E-17;739.060343010358][...]],106.7976238,15,15,[11;11;11],1290495767,200,102.8675419,DTLZ3,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 48",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],56.79228193,15,300096,02:54.5,1300,3,3,0.235420113,1330.999448,59.83759379,115.7320618,1330.764028,[[1;0;0][6.12133619602473E-17;5.23895689270992;0.123317592089399][3.74915180455534E-33;1.51233635980955E-16;2.4699142791299][...]],40.85448239,15,15,[11;11;11],2023047335,200,39.44435575,DTLZ3,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 49",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],43.31221671,15,300096,02:55.8,1300,3,3,3.813361348,1330.999009,47.74274867,154.3827783,1327.185648,[[1;0;0][6.12291779612708E-17;83.7210652313954;0.510826608196179][3.74915180455534E-33;1.89188283235222E-16;3.08978117980045][...]],50.39424597,15,15,[11;11;11],1598748758,200,49.54078382,DTLZ3,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 50",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],30.31300574,15,300096,02:23.9,1300,3,3,9.141524132,1330.956705,34.90028644,77.30624048,1321.815181,[[1;0;0][6.12280937197614E-17;2.7985445450598E-17;53.6257425166662][3.74915180455534E-33;2.53446915684104E-16;4.13923894634414][...]],94.3575191,15,15,[11;11;11],564813826,200,89.885312,DTLZ3,20,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 1",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],72.12737215,15,300031,14:36.6,6342,3,3,4.839963838,1330.981835,84.05468266,232.8174126,1326.141871,[[1;0;0][6.12303176911189E-17;0;71.0464172498823][3.74915180455534E-33;1.97895073074006E-16;3.23197854488202][...]],62.7176271,14,15,[11;11;11],776760321,28,60.79359688,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 2",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],53.63014949,15,300031,11:04.2,6342,3,3,0.350040543,1330.997848,47.27070458,150.6104145,1330.647808,[[1;0;0][3.74915180455534E-33;1.97746428142779E-16;3.22955090875612][6.12303176911189E-17;0;5.12358420025711][...]],51.94710444,14,15,[11;11;11],919678220,28,33.38392408,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 3",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],72.33642628,15,300031,10:20.0,6342,3,3,19.32159806,1330.994996,78.80827279,263.2838361,1311.673398,[[1;0;0][6.12303176911189E-17;32.5377964255457;0][6.12303176911189E-17;0;39.7246682493968][3.74915180455534E-33;4.15222151290647E-16;6.78131629800236][...]],61.29806554,14,15,[11;11;11],145021101,28,60.23847353,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 4",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],73.8557914,15,300031,10:21.2,6342,3,3,20.17041435,1330.956705,85.35224622,277.9316385,1310.786291,[[1;0;0][6.12303137899168E-17;1.57998847572279E-18;72.2863755867252][3.74915180455534E-33;3.77599552196173E-16;6.16687233440472][...]],60.95590556,14,15,[11;11;11],1599242298,28,59.52739641,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 5",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],96.83624894,15,300031,10:23.9,6342,3,3,0.810655722,1330.99176,117.3498226,366.4146219,1330.181105,[[1;0;0][6.12303176911189E-17;1.34893469096637;0][3.74915180455534E-33;8.25956996724423E-17;1.34893469096637][...]],78.77592978,14,15,[11;11;11],1734198512,28,75.92187447,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 6",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],92.63917117,15,300031,11:04.0,6342,3,3,2.032825896,1330.993469,102.0531498,312.5912046,1328.960643,[[1;0;0][0.574808095509705;0;1047.88944396024][3.74915180455534E-33;1.89430743602409E-16;3.09374098886776][...]],57.44181973,14,15,[11;11;11],866143997,28,48.85033664,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 7",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],65.50475671,15,300031,10:20.9,6342,3,3,33.27992957,1330.987064,78.02687683,257.2077843,1297.707135,[[1;0;0][3.74915180455534E-33;4.51181420720299E-16;7.36859512956178][6.12303098090606E-17;500.050288888054;0.253726183798401][...]],49.35140498,14,15,[11;11;11],1863634974,28,48.33173045,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 8",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],87.21980808,15,300031,10:22.7,6342,3,3,6.63534074,1330.999961,102.5159841,304.6412308,1324.36462,[[1;0;0][6.12303176911189E-17;0;4.14976746761388][3.74915180455534E-33;2.54091572550679E-16;4.14976733964478][...]],71.75174633,14,15,[11;11;11],28923981,28,71.10180599,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 9",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],60.01378198,15,300031,10:20.4,6342,3,3,8.232695291,1330.991672,84.11317185,208.9409377,1322.758977,[[1;0;0][6.12303176911189E-17;4.44157751800118;0][3.74915180455534E-33;2.71926673237533E-16;4.44104625766093][...]],49.8139792,14,15,[11;11;11],1906092221,28,41.90725977,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 10",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],61.64668477,15,300031,10:11.9,6342,3,3,0.95896146,1330.996502,66.77617157,155.0924261,1330.037541,[[1;0;0][3.74915180455534E-33;1.22909411940208E-16;2.00732931944325][6.12303176911189E-17;0;2.02049902496333][...]],24.25395595,14,15,[11;11;11],1911066648,28,22.47392763,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 11",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],81.48439607,15,300031,10:25.1,6342,3,3,3.043792698,1330.994616,94.06016209,283.573684,1327.950823,[[1;0;0][6.12303176911189E-17;53.8884966084462;0][6.12303176883178E-17;2.06638882762594E-19;352.820541379916][...]],78.73946127,14,15,[11;11;11],1042155798,28,62.69826696,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 12",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],108.5502492,15,300031,10:18.7,6342,3,3,1.407989054,1330.999996,118.1157859,404.161006,1329.592007,[[1;0;0][6.12303176911189E-17;0;384.176931869955][3.74915180455534E-33;1.26770679379337E-16;2.07039068487023][...]],78.78213658,14,15,[11;11;11],1521886510,28,78.18335609,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 13",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],67.64656164,15,300031,10:14.2,6342,3,3,4.415056819,1330.99936,77.62130759,229.9665514,1326.584303,[[0.999985726161185;1.77647328269588;0][1;0;0][6.12303174061127E-17;6.64227156950244E-18;1124.32333395209][...]],46.17104094,14,15,[11;11;11],181206633,28,41.01570566,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 14",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],100.7445729,15,300031,10:25.1,6342,3,3,0.141046404,1330.999937,113.9349149,362.5268392,1330.85889,[[1;0;0][6.11537548454552E-17;9.9959284390163;0.500347223684998][3.74915180455534E-33;2.75441532010789E-16;4.49845015340726][...]],101.5716957,14,15,[11;11;11],328721747,28,99.06680301,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 15",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],100.82035,15,300031,10:15.6,6342,3,3,3.777380853,1330.99977,109.4049114,327.8146333,1327.222389,[[1;0;0][3.74915180455534E-33;1.50803245161015E-16;2.46288523149192][6.12302702248091E-17;3.25645336184705E-17;427.123983216679][...]],90.91079462,14,15,[11;11;11],328553634,28,84.04140746,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 16",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],64.98016828,15,300031,12:24.5,6342,3,3,8.784312954,1330.999898,82.68529521,279.7776338,1322.215586,[[1;0;0][3.74915180455534E-33;2.53364980461968E-16;4.13790079842615][6.12303176911189E-17;4.13824179816145;0][...]],54.81322348,14,15,[11;11;11],1165956180,28,44.53973087,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 17",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],83.66858631,15,300031,12:21.2,6342,3,3,31.11424237,1330.956705,101.3036747,335.4874039,1299.842463,[[1;0;0][6.12303176911189E-17;8.81118059844932;0][6.12303176911189E-17;0;669.098706193163][3.74915180455534E-33;5.38863364096064E-16;8.80059722724946][...]],52.89119765,14,15,[11;11;11],1704145061,28,42.62643412,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 18",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],78.81567399,15,300031,12:26.1,6342,3,3,6.387903921,1330.999927,94.41961786,268.8451728,1324.612023,[[1;0;0][6.12303176911189E-17;620.447042897696;0][6.12303176911189E-17;0;3.87181931421578][3.74915180455534E-33;1.58096914965783E-16;2.58200383286129][...]],75.0324783,14,15,[11;11;11],1289508687,28,67.79568085,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 19",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],53.57109235,15,300031,11:23.6,6342,3,3,10.02946494,1330.99739,69.9972486,250.9505119,1320.967925,[[1;0;0][6.12303176911189E-17;454.411627230238;0][3.74915180455534E-33;2.38896858131164E-16;3.90161062590428][...]],48.53467723,14,15,[11;11;11],862001546,28,47.5419516,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 20",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],130.0482162,15,300031,12:24.3,6342,3,3,6.364876056,1330.998771,136.1477934,404.5707119,1324.633895,[[1;0;0][6.12301749541526E-17;909.259694897827;1.96330906653248][3.74915180455534E-33;2.01977912345567E-16;3.29865857244871][...]],78.39573259,14,15,[11;11;11],1265546080,28,77.06080295,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 21",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],70.25304292,15,300031,12:33.2,6342,3,3,3.375241779,1330.999811,77.59736878,281.0347282,1327.62457,[[1;0;0][3.74915180455534E-33;1.93209597593854E-16;3.15545639610291][6.12303176911189E-17;0;94.1292970616123][...]],50.28107119,14,15,[11;11;11],1440297710,28,46.64128149,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 22",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],58.6700983,15,300031,16:30.6,6342,3,3,0.603878869,1330.999917,62.51829324,191.1816453,1330.396038,[[1;0;0][6.12303176911189E-17;0;237.902792752474][6.12303176911189E-17;1.10607966888809;0][3.74915180455534E-33;6.77259332197386E-17;1.10608495551807][...]],63.16225034,14,15,[11;11;11],2083932795,28,49.45227733,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 23",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],82.71475107,15,300031,13:49.8,6342,3,3,10.56454089,1330.983616,93.00397583,310.7667308,1320.419075,[[1;0;0][6.12303176911189E-17;0;295.182911239929][6.12303176911189E-17;822.971609920288;0][3.74915180455534E-33;2.33203386377673E-16;3.80862610502997][...]],46.82040426,14,15,[11;11;11],1707145328,28,42.24484123,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 24",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],77.62292285,15,300031,10:44.0,6342,3,3,23.83419407,1330.956705,82.18612269,312.6127665,1307.122511,[[1;0;0][6.12303114123631E-17;2.32013135864494E-17;836.714961924416][6.12303176911189E-17;6.8989046680713;0][...]],44.8811024,14,15,[11;11;11],863235950,28,43.63228374,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 25",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],55.98715141,15,300031,10:37.2,6342,3,3,10.66296542,1330.999926,77.36682788,285.427053,1320.33696,[[1;0;0][0.235199333639524;0;428.997638018963][6.12272838496583E-17;38.4025065616487;0.382299644204852][...]],56.51540068,14,15,[11;11;11],824766050,28,52.63946682,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 26",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],96.15740634,15,300031,10:43.0,6342,3,3,16.36769431,1330.991468,110.791754,319.8817951,1314.623774,[[1;0;0][6.12223956031553E-17;1.1725565687123E-16;119.050100807215][3.74915180455534E-33;3.26261312875956E-16;5.32842756952212][...]],51.55074679,14,15,[11;11;11],2146289634,28,48.37008053,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 27",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],67.40649807,15,300031,10:37.4,6342,3,3,0.981197385,1330.962501,81.13170534,223.8145798,1329.981304,[[1;0;0][6.12303176911189E-17;1.69251512119592;0][3.74915180455534E-33;1.03633368758166E-16;1.69251724743538][...]],47.21371529,14,15,[11;11;11],1607191225,28,44.61783776,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 28",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],94.12854699,15,300031,10:36.0,6342,3,3,7.162655433,1330.999775,81.63669204,182.7081647,1323.837119,[[1;0;0][3.74915180455534E-33;2.76027577973012E-16;4.50802132638695][6.12303176911189E-17;0;5.61310714403567][...]],108.9955452,14,15,[11;11;11],2128795083,28,58.08528874,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 29",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],88.05289003,15,300031,11:08.1,6342,3,3,2.461328542,1330.992859,100.5652445,251.3517607,1328.531531,[[1;0;0][3.74915180455534E-33;1.34600714935507E-16;2.19826909300897][6.12303176911189E-17;2.19802228439774;0][...]],84.12898706,14,15,[11;11;11],2070115608,28,72.7035464,DTLZ3,22,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300} Run 30",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=22, AgeGap=300}",[[1;0;0][0.0157073173118198;0;0.999876632481661][0.000246719817134193;0.0157053795390632;0.999876632481661][...]],101.660734,15,300031,10:35.6,6342,3,3,2.14353909,1330.999664,133.0296394,353.8588176,1328.856125,[[1;0;0][6.12303176911189E-17;125.201088713834;0][3.74915180455534E-33;1.25142940046265E-16;2.043806806255][...]],59.38723155,14,15,[11;11;11],1792930574,28,48.21056831,DTLZ3,22,44
