,Absolute Distance to BestKnownHypervolume,AgeGap,AgeInheritance,AgeLimits,AgingScheme,Algorithm Name,Algorithm Type,Analyzer.1,Analyzer.10,Analyzer.2,Analyzer.2.Dampening,Analyzer.4,Analyzer.5,Analyzer.6,Analyzer.7,Analyzer.8,Analyzer.9,Best known hypervolume,Crowding,DominateOnEqualQualities,EvaluatedSolutions,Execution Time,Generational Distance,Generations,Hypervolume,HypervolumeValues,LayerAnalyzer,LayerAnalyzer.1,LayerAnalyzer.8,LayerAnalyzer.UpdateInterval,LayerResults,MatingPoolRange,MaximumGenerations,NonDominatedElites,NumberOfLayers,OpenLayers,Pareto Archive,Pareto Front,ParetoFrontAnalyzer,ParetoFrontAnalyzer.0,ParetoFrontAnalyzer.1,ParetoFrontAnalyzer.10,ParetoFrontAnalyzer.2,ParetoFrontAnalyzer.2.HistogramName,ParetoFrontAnalyzer.2.MaximumIterations,ParetoFrontAnalyzer.2.StoreHistory,ParetoFrontAnalyzer.4,ParetoFrontAnalyzer.5,ParetoFrontAnalyzer.5.Dampening,ParetoFrontAnalyzer.7,ParetoFrontAnalyzer.8,ParetoFrontAnalyzer.9,ParetoFrontAnalyzer.UpdateInterval,ParetoFrontResults,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Age Distribution,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Archive,ParetoFrontResults.Pareto Front,ParetoFrontResults.ParetoFrontAges,ParetoFrontResults.ParetoFrontHypervolumeValues,ParetoFrontResults.Scatterplot,ParetoFrontResults.Spacing,PopulationSize,ReduceToPopulationSize,Seed,SelectedParents,SelectedParentsFactor,Selector.NumberOfSelectedSubScopes,Spacing,Terminator,Terminator.1,Terminator.1.Comparison,Terminator.1.ComparisonValue,Terminator.1.Threshold,Terminator.1.Type,TopLayerPopulationSize,TopLayerSelector,TopLayerSelector.CopySelected,TopLayerSelector.GroupSize,TopLayerSelector.NumberOfSelectedSubScopes
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 31",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,44.52835371,FALSE,300037,28:26.2,,9055,1330.990056,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.009182884,Population Age Distribution,1330.999239,47.66347174,64.70030389,1330.990056,ItemArray<IScope>,[[0;0;0.53060044451626][0;0.530600430034156;0][0.530600436074479;0;0][0.0483905465896252;0.320775809781729;0.161434081889288][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,42.35989193,4,TRUE,2110254901,,2,8,24.70107032,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 32",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,40.69742987,FALSE,300037,43:52.3,,9055,1330.992375,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.007584348,Population Age Distribution,1330.999959,51.86586234,72.07785543,1330.992375,ItemArray<IScope>,[[0;0.500551719339725;0][0.500551946076754;0;0][0;0;0.500551713296915][0.3634584437029;0.0805464765919421;0.0565467922659507][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,48.31422321,4,TRUE,1730372746,,2,8,45.50713527,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 33",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,39.69226321,FALSE,300037,06:15.7,,9055,1330.978698,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.021149894,Population Age Distribution,1330.999848,45.44220384,66.39095406,1330.978698,ItemArray<IScope>,[[0;0.560640267219902;0][0;0;0.560640348740293][0.560640226062425;0;0][0.189672070357229;0.0718665655060173;0.299101755732721][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,45.66449415,4,TRUE,1611910509,,2,8,33.22915253,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 34",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,45.45349583,FALSE,300037,44:02.7,,9055,1330.887658,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.112198762,Population Age Distribution,1330.999857,58.63023617,88.8755895,1330.887658,ItemArray<IScope>,[[0;0;1.01355978383274][0;1.01355978383274;0][1.01355978383274;0;0][0.345236589178973;0.269371341286977;0.398951853366967][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,39.1588641,4,TRUE,1659901002,,2,8,34.01466588,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 35",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,36.77823949,FALSE,300037,47:36.8,,9055,1330.986135,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.008027024,Population Age Distribution,1330.994162,41.20812372,50.23749291,1330.986135,ItemArray<IScope>,[[0;0;0.520067434672733][0.53165405396075;0;0][0;0.551127113558991;0][0.191271298140046;0.183041142755698;0.167474416218346][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,33.98311213,4,TRUE,1989219903,,2,8,19.84831689,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 36",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,35.02648493,FALSE,300037,47:14.1,,9055,1330.991215,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.008714648,Population Age Distribution,1330.99993,51.21599396,65.40982526,1330.991215,ItemArray<IScope>,[[0.528734857729518;0;0][0;0.528734858454449;0][0;0;0.528734795050944][0.282595938004081;0.0982813231469649;0.147858306618144][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,37.616777,4,TRUE,1054486058,,2,8,20.74092291,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150} Run 37",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, TopLayerPopulationSize=22, AgeGap=150}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,58.01859471,FALSE,300037,44:54.0,,9055,1330.913969,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.079029723,Population Age Distribution,1330.992998,58.46936894,84.37239605,1330.913969,ItemArray<IScope>,[[0;0;1.15902207432682][1.15894116239953;0;0][0;1.19770002622533;0][0.646026600131611;0.331400029061424;0.198403510001886][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,98.48818138,4,TRUE,1558412835,,2,8,83.45611703,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,22,CrowdedTournamentSelector,TRUE,2,44
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 1",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,14.37222443,FALSE,300096,09:16.3,,1300,1330.587715,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.229774903,Population Age Distribution,1330.81749,13.676248,41.97466803,1330.587715,ItemArray<IScope>,[[0;2.22155815494275;0][2.21029913745979;0;0][0;0;2.21056170213681][0.910628241550072;0.682870800119614;0.628127860547247][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,11.06390829,15,TRUE,1587617853,,2,200,9.333836826,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,20,CrowdedTournamentSelector,TRUE,2,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 2",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,17.73318224,FALSE,300096,05:07.8,,1300,1330.378794,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.530997913,Population Age Distribution,1330.909792,17.73318224,62.69686343,1330.378794,ItemArray<IScope>,[[0;1.89849370360619;0][0;0;1.89795725216079][1.89829556537094;0;0][0.927507977990746;0.477931006918835;0.492518267713591][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,12.20788014,15,TRUE,902831707,,2,200,12.20788014,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,20,CrowdedTournamentSelector,TRUE,2,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 3",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,13.90435386,FALSE,300096,25:16.5,,1300,1330.987803,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.010484566,Population Age Distribution,1330.998287,13.96174871,52.21848916,1330.987803,ItemArray<IScope>,[[0;0.683896015710872;0][0;0;0.674859051493392][0.683831501668585;0;0][0.580893750325708;0.051062863647772;0.0519652509023331][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,9.089679195,15,TRUE,1631728781,,2,200,9.13897317,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,20,CrowdedTournamentSelector,TRUE,2,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 4",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,18.85972024,FALSE,300096,05:26.7,,1300,1326.65901,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,4.303344736,Population Age Distribution,1330.962355,18.85972024,71.8956009,1326.65901,ItemArray<IScope>,[[0;0;4.00964162473755][4.00964486116343;0;0][0;4.00967052778319;0][1.75256553381437;1.47133601631965;0.78588988198958][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,10.89595639,15,TRUE,991407870,,2,200,10.89595639,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,20,CrowdedTournamentSelector,TRUE,2,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 5",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,14.80269783,FALSE,300096,04:43.1,,1300,1325.011804,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,5.984486072,Population Age Distribution,1330.99629,14.80269783,56.01636472,1325.011804,ItemArray<IScope>,[[3.08100905316088;0;0][0;0;3.0810090430987][0;3.08100903423326;0][0.840088017728869;0.778102851741272;1.4628181950175][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,9.254001116,15,TRUE,831995509,,2,200,9.254001116,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,20,CrowdedTournamentSelector,TRUE,2,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 6",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,7.848436493,FALSE,300096,04:39.2,,1300,1326.20462,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,4.634612321,Population Age Distribution,1330.839232,7.848436493,30.03233822,1326.20462,ItemArray<IScope>,[[0;0;4.09883005155659][4.09956593889894;0;0][0;4.09909366308493;0][1.49338100378096;2.26000698716324;0.345733012234115][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,3.350779882,15,TRUE,1938635821,,2,200,3.350779882,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,20,CrowdedTournamentSelector,TRUE,2,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 7",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,9.647865727,FALSE,300096,26:48.8,,1300,1330.903672,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.036568689,Population Age Distribution,1330.94024,9.860678015,36.30579723,1330.903672,ItemArray<IScope>,[[0;2.5982644270239;0][2.598259302206;0;0][0;0;2.59824368272908][0.282825546767507;1.51114285818308;0.804308412698723][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,4.851003703,15,TRUE,99841588,,2,200,4.860168591,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,20,CrowdedTournamentSelector,TRUE,2,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 8",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,9.647865727,FALSE,300096,26:19.0,,1300,1330.903672,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.036568689,Population Age Distribution,1330.94024,9.860678015,36.30579723,1330.903672,ItemArray<IScope>,[[0;2.5982644270239;0][2.598259302206;0;0][0;0;2.59824368272908][0.282825546767507;1.51114285818308;0.804308412698723][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,4.851003703,15,TRUE,99841588,,2,200,4.860168591,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,20,CrowdedTournamentSelector,TRUE,2,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 9",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,6.868292383,FALSE,300096,04:45.6,,1300,1329.207038,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,1.688732287,Population Age Distribution,1330.89577,6.99808463,26.57153006,1329.207038,ItemArray<IScope>,[[0;0;2.646968353963][2.64696966019225;0;0][0;2.64697004412603;0][0.134605661114728;1.75417761854605;0.758186512455286][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,3.76918969,15,TRUE,1379587919,,2,200,3.668276768,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,20,CrowdedTournamentSelector,TRUE,2,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 10",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,16.70678328,FALSE,300096,11:12.7,,1300,1330.499443,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.438585855,Population Age Distribution,1330.938029,16.37579821,53.31859204,1330.499443,ItemArray<IScope>,[[1.76522049633184;0;0][0;1.76521079910233;0][0;0;1.7652102139624][0.493609931403284;0.54570221442275;0.725908352899273][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,11.46416651,15,TRUE,1653940574,,2,200,10.77374373,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,20,CrowdedTournamentSelector,TRUE,2,200
"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300} Run 11",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, TopLayerPopulationSize=20, AgeGap=300}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,13.47351498,FALSE,300096,04:56.8,,1300,1328.474592,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,2.356708554,Population Age Distribution,1330.8313,14.03287262,43.56172329,1328.474592,ItemArray<IScope>,[[2.79571841098721;0;0][0;2.79571841116378;0][0;0;2.79566536736119][0.788778993576739;1.72061441011521;0.286325776982153][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,9.615115615,15,TRUE,57843029,,2,200,9.603383528,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,20,CrowdedTournamentSelector,TRUE,2,200
