,Absolute Distance to BestKnownHypervolume,AgeGap,AgeInheritance,AgeLimits,AgingScheme,Algorithm Name,Algorithm Type,Analyzer.1,Analyzer.10,Analyzer.2,Analyzer.2.Dampening,Analyzer.4,Analyzer.5,Analyzer.6,Analyzer.7,Analyzer.8,Analyzer.9,Best known hypervolume,Crowding,DominateOnEqualQualities,EvaluatedSolutions,Execution Time,Generational Distance,Generations,Hypervolume,HypervolumeValues,LayerAnalyzer,LayerAnalyzer.1,LayerAnalyzer.8,LayerAnalyzer.UpdateInterval,LayerResults,MatingPoolRange,MaximumGenerations,NonDominatedElites,NumberOfLayers,OpenLayers,Pareto Archive,Pareto Front,ParetoFrontAnalyzer,ParetoFrontAnalyzer.0,ParetoFrontAnalyzer.1,ParetoFrontAnalyzer.10,ParetoFrontAnalyzer.2,ParetoFrontAnalyzer.2.HistogramName,ParetoFrontAnalyzer.2.MaximumIterations,ParetoFrontAnalyzer.2.StoreHistory,ParetoFrontAnalyzer.4,ParetoFrontAnalyzer.5,ParetoFrontAnalyzer.5.Dampening,ParetoFrontAnalyzer.7,ParetoFrontAnalyzer.8,ParetoFrontAnalyzer.9,ParetoFrontAnalyzer.UpdateInterval,ParetoFrontResults,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Age Distribution,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Archive,ParetoFrontResults.Pareto Front,ParetoFrontResults.ParetoFrontAges,ParetoFrontResults.ParetoFrontHypervolumeValues,ParetoFrontResults.Scatterplot,ParetoFrontResults.Spacing,PopulationSize,ReduceToPopulationSize,Seed,SelectedParents,SelectedParentsFactor,Selector.NumberOfSelectedSubScopes,Spacing,Terminator,Terminator.1,Terminator.1.Comparison,Terminator.1.ComparisonValue,Terminator.1.Threshold,Terminator.1.Type,TopLayerPopulationSize,TopLayerSelector,TopLayerSelector.CopySelected,TopLayerSelector.GroupSize,TopLayerSelector.NumberOfSelectedSubScopes
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 44",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,15.13452657,TRUE,300033,20:37.8,,6543,1330.737872,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.23444833,Population Age Distribution,1330.97232,0.49958448,0.500019341,1330.737872,ItemArray<IScope>,[[0;0;1.17786415899533][0;1.17786929144553;0][1.1778626342113;0;0][0.528740635690665;0.154506346958135;0.494673012438372][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.115614738,16,TRUE,975585057,32,,,9.906561972,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 45",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,12.90594519,TRUE,300033,04:58.3,,6543,1327.294407,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,3.692889954,Population Age Distribution,1330.987297,1.55188433,2.542269084,1327.294407,ItemArray<IScope>,[[0;0;3.85584466644896][0;3.85584466645056;0][3.79469892312986;0;0][1.05543320666443;1.20888815264485;1.59152330714057][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.297425582,16,TRUE,773545928,32,,,8.598464356,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 46",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,23.76645822,TRUE,300033,19:01.4,,6543,1319.948251,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,10.7838745,Population Age Distribution,1330.732126,1.840373739,2.994402996,1319.948251,ItemArray<IScope>,[[4.30897259954125;0;0][0;0;4.30897199875445][0;4.30897259954125;0][0.776959597157747;1.12472612232687;2.40728644248239][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.172024377,16,TRUE,630498943,32,,,11.17607177,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 47",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,18.66093702,TRUE,300033,20:50.5,,6543,1267.518043,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,63.03763835,Population Age Distribution,1330.555682,2.896732292,5.001949433,1267.518043,ItemArray<IScope>,[[0;7.08745683528643;0][7.08745683528643;0;0][0;0;7.08701882478745][0.975546121911296;4.78194050416524;1.32995925390834][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.718717089,16,TRUE,1838808293,32,,,12.82749332,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 48",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,27.16574378,TRUE,300033,50:04.0,,6543,1267.608962,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,63.23848752,Population Age Distribution,1330.847449,2.877362677,4.882015212,1267.608962,ItemArray<IScope>,[[0;6.96238239966532;0][6.96238257354668;0;0][0;0;6.96238128992671][0.390785066061755;5.09339818063247;1.47819869951534][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.602957833,16,TRUE,1171440637,32,,,14.65901074,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 49",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,12.35030615,TRUE,300033,21:12.5,,6543,1325.077986,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,5.75918398,Population Age Distribution,1330.83717,1.472127871,2.259164418,1325.077986,ItemArray<IScope>,[[3.56578020050416;0;0][0;0;3.56578019168171][0;3.56578020239687;0][0.164955082955917;1.21342031834859;2.18740478707922][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.204780426,16,TRUE,153661163,32,,,5.991320936,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1} Run 50",,300,1,[300;600;1200],Polynomial,"ALPS with NSGA2 {NumberOfLayers=3, AgeGap=300, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,14.50584677,TRUE,300033,20:54.5,,6543,1327.366051,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,3.506949636,Population Age Distribution,1330.873001,1.365538834,2.055512613,1327.366051,ItemArray<IScope>,[[0;0;3.23827666708932][3.23828346517018;0;0][0;3.23830218569078;0][2.15779562243004;0.396499192158633;0.683981852500653][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.162041133,16,TRUE,448068514,32,,,6.563995869,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 1",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,71.7924661,TRUE,300037,33:59.9,,7987,1330.950312,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.047277157,Population Age Distribution,1330.997589,0.753010392,0.021115172,1330.950312,ItemArray<IScope>,[[0;0;0.523320389113834][0;0.523320389113834;0][0.523320389113834;0;0][0.233942321129889;0.0912505836103429;0.198127484373602][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.124387532,6,TRUE,938312799,12,,,57.49141966,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 2",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,69.06576231,TRUE,300037,30:44.6,,7987,1330.467087,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.52519399,Population Age Distribution,1330.992281,1.647067867,0.454725499,1330.467087,ItemArray<IScope>,[[0;0;1.03663796230961][0;1.03663796230961;0][1.0366379623057;0;0][0.45270150344525;0.0656174777084871;0.518318981153737][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.208184339,6,TRUE,1948495778,12,,,105.0893351,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 3",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,57.98280457,TRUE,300037,39:30.1,,7987,1330.582688,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.376449212,Population Age Distribution,1330.959138,1.588583496,0.515486119,1330.582688,ItemArray<IScope>,[[0;1.13951836311862;0][0;0;1.1395209812565][1.13952098127373;0;0][0.486690481055337;0.0933870523227673;0.559447628040215][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.119329913,6,TRUE,2080583523,12,,,79.57781421,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 4",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,45.8301559,TRUE,300037,57:38.8,,7987,1330.486052,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.478037333,Population Age Distribution,1330.964089,1.77391274,0.59100175,1330.486052,ItemArray<IScope>,[[0;0.93949859502041;0.93949859502041][0;0;1.09558850568369][1.09558850063848;0;0][0;1.09558850063848;0][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.268545702,6,TRUE,869930963,12,,,30.61427697,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 5",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,67.43565198,TRUE,300037,34:35.3,,7987,1330.652362,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.312004181,Population Age Distribution,1330.964366,1.419895234,0.40539362,1330.652362,ItemArray<IScope>,[[0;1.00408955628711;0][1.00408955628711;0;0][0;0;1.00408955628711][0.593180794040412;0.245233985459327;0.165674776787374][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.068993399,6,TRUE,455924038,12,,,50.15828154,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 6",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,33.68815995,TRUE,300037,52:31.6,,7987,1330.956134,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.042287552,Population Age Distribution,1330.998421,0.684024079,0.004929248,1330.956134,ItemArray<IScope>,[[0;0;0.501214337232192][0.501214337232192;0;0][0;0.501214337232192;0][0.152711745654438;0.120026700843042;0.228475890734712][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.048195488,6,TRUE,977815283,12,,,30.46393596,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 7",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,37.7687181,TRUE,300037,28:55.2,,7987,1330.680196,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.293202952,Population Age Distribution,1330.973399,1.456560678,0.376211319,1330.680196,ItemArray<IScope>,[[0.933185294194871;0;0][0;0.933185294194871;0][0;0;0.933185294194871][0.711722716057934;0.241493129300297;0.218068008081899][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.130646092,6,TRUE,497078452,12,,,38.94083708,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 8",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,67.00792197,TRUE,300037,58:45.8,,7987,1330.961594,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.036826835,Population Age Distribution,1330.998421,0.657344315,0.004309759,1330.961594,ItemArray<IScope>,[[0;0.501021406412782;0][0;0;0.501021406412782][0.501021406412782;0;0][0.175358133957192;0.224935263192781;0.100728020035347][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.070586471,6,TRUE,1375920291,12,,,53.17737781,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 9",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,56.83563666,TRUE,300037,36:08.5,,7987,1330.957173,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.028529335,Population Age Distribution,1330.985702,0.702198217,0.017780271,1330.957173,ItemArray<IScope>,[[0;0.51898398441007;0][0;0;0.518983984408649][0.518983984408649;0;0][0.208936440225883;0.152410307756911;0.157637236426033][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.098888618,6,TRUE,1276354182,12,,,62.38498573,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 10",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,34.69168426,TRUE,300037,36:44.8,,7987,1330.758105,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.241144521,Population Age Distribution,1330.999249,1.148199719,0.270257435,1330.758105,ItemArray<IScope>,[[0;0;0.83799836430255][0;0.838008578736826;0][0.83799985223304;0;0][0.346041866567579;0.183708529981925;0.308248576348176][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.180170197,6,TRUE,750153109,12,,,38.23192009,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1} Run 11",,150,1,[150;300;600;1350;2400;3750;5400;7350],Polynomial,"ALPS with NSGA2 {NumberOfLayers=8, AgeGap=150, NonDominatedElites=1}",AlpsNsga2,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,57.28546708,TRUE,300037,34:41.0,,7987,1330.943932,,MultiAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,1,8,8,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.049427,Population Age Distribution,1330.993359,0.634653016,0.006774822,1330.943932,ItemArray<IScope>,[[0;0;0.50124969940547][0;0.50124969940547;0][0.501260013020854;0;0][0.226571055445656;0.144496897002071;0.141843775856405][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.116424379,6,TRUE,859614311,12,,,43.76352784,MultiTerminator,Evaluations < 300000,Less,EvaluatedSolutions,300000,ComparisonTerminator<IntValue>,,,,,
