,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 3",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:08.6,5784,5,5,120.956705,1330.956705,153.1273127,674.8422634,1210,[[1;0;0][3.74915180455534E-33;1.82999194846438E-15;29.8870235770442][6.12303176911189E-17;0;29.9215923441251][...]],98.56832787,10,1702785246,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 3",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:28.0,6135,5,5,45.46168078,1330.956705,149.7677398,577.8698109,1285.495024,[[1;0;0][3.74915180455534E-33;3.64743716121617E-16;5.95691366426669][6.12276718497764E-17;266.765567878465;2.48003316775951][...]],146.9716786,10,571487838,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 3",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:39.5,6471,5,5,18.18011565,1330.979515,130.2708873,418.6718415,1312.7994,[[1;0;0][6.12303176911189E-17;0;3.41164088734251][3.74915180455534E-33;2.08895855379993E-16;3.41164088734251][...]],78.91909653,10,148993717,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 3",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,07:55.1,6955,5,5,0.020365439,1330.998649,54.4598154,190.8958027,1330.978284,[[1;0;0][3.74915180455534E-33;2.29086896655861E-16;3.74139650575567][6.12303176911189E-17;0;3.74008332280911][...]],38.41798833,10,1835225873,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 2",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:28.4,9026,10,9,14.66043894,1330.956705,207.8337489,489.1936847,1316.296266,[[1;0;0][6.12302407012053E-17;542.944467782293;0.861002632372743][3.74915180455534E-33;8.1846754740669E-17;1.33670308806091][...]],65.45408786,5,1636588578,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 2",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,13:32.1,10982,10,8,1.350945106,1330.988323,153.4565483,385.6484798,1329.637377,[[1;0;0][6.12303176911189E-17;1.16731422676663;0][6.12303176911189E-17;0;1.16731587909593][6.12303139883214E-17;5.8342253104E-19;27.3980698722269][...]],54.27397133,5,1450337100,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 4",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:11.2,5784,5,5,120.6750559,1330.956705,139.2567022,659.7763315,1210.281649,[[1;0;0][3.74915180455534E-33;1.79604644607067E-15;29.3326331431264][6.08939041812589E-17;2.27943440687425E-16;35.5622704639144][...]],142.6144752,10,1360331654,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 4",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:30.9,6135,5,5,120.956705,1330.956705,129.5522951,544.5630228,1210,[[1;0;0][6.1222274802945E-17;625.922923516312;10.14615288622][6.12303140607952E-17;1.37722565598704E-17;653.181964382778][...]],65.77914881,10,1411905897,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 4",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:38.0,6471,5,5,13.45873554,1330.996306,123.9813491,519.7333004,1317.537571,[[1;0;0][6.12303063130478E-17;3.47697372309118E-17;931.469958420511][3.74915180455534E-33;2.43171619537573E-16;3.97142508331039][...]],61.91602524,10,100451362,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 4",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,07:56.6,6955,5,5,0.714072522,1330.999926,108.3354539,383.8465559,1330.285853,[[1;0;0][6.12303176911189E-17;0;3.51905918877728][3.74915180455534E-33;2.15473112102684E-16;3.51905918877728][...]],28.24823198,10,531014109,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 5",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:08.3,5784,5,5,120.956705,1330.956705,119.3035425,596.6903074,1210,[[1;0;0][3.74915180455534E-33;2.05754833792515E-15;33.6034241779475][6.12303176911189E-17;0;33.6033338609147][...]],78.37776865,10,318767848,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 5",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:29.3,6135,5,5,51.16996709,1330.993013,143.8735562,457.7698749,1279.823046,[[1;0;0][6.12165637560454E-17;249.573477057144;5.29074501091555][6.12303176911189E-17;0;6.43083785016591][...]],67.87542933,10,1307482143,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 3",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:32.4,9026,10,9,20.90854636,1330.956705,68.18528326,232.1054429,1310.048159,[[1;0;0][6.12303176911189E-17;0;1.90471285391285][3.74915180455534E-33;1.16626173155441E-16;1.90471285391285][...]],70.17334733,5,1495615862,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 5",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:43.5,6471,5,5,84.44231939,1330.996219,130.2930948,404.6054179,1246.553899,[[1;0;0][6.12230817234877E-17;467.825986607258;7.1928811841027][3.74915180455534E-33;4.70060143480353E-16;7.67691825235348][...]],117.7758833,10,266911057,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 5",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:01.0,6955,5,5,1.357260103,1330.999798,81.76449165,236.4870738,1329.642538,[[1;0;0][6.12303176911189E-17;0;2.74747648003279][3.74915180455534E-33;2.0826710455244E-16;3.40137226795163][...]],48.4027211,10,1856354222,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 3",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,13:34.2,10982,10,8,13.56319411,1330.956705,115.8853732,254.2538007,1317.393511,[[1;0;0][6.12302412965775E-17;3.1852077311888E-17;329.312699064565][6.12303176911189E-17;0;3.6886974862057][...]],39.70188624,5,1733610378,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 6",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:22.1,5784,5,5,120.956705,1330.956705,125.8739805,695.7467551,1210,[[1;0;0][3.74915180455534E-33;2.03836815523584E-15;33.2901776782958][6.12303176911189E-17;0;33.2901776782958][...]],69.81781484,10,2061647248,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 6",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:42.4,6135,5,5,35.6416451,1330.990229,152.6522442,580.9080896,1295.348584,[[1;0;0][3.74915180455534E-33;2.64625917600961E-16;4.32181193205443][6.12303176911189E-17;0;4.32181193205443][...]],93.98272977,10,1947492311,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 6",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:52.8,6471,5,5,23.31741392,1330.998244,92.25372983,326.1302928,1307.68083,[[1;0;0][6.12292575734833E-17;674.712005887518;3.9703870771427][3.74915180455534E-33;3.36677843640845E-16;5.49854804509169][...]],84.51795644,10,1485278277,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 6",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:10.6,6955,5,5,10.6262578,1330.983415,121.7984414,397.5625268,1320.357157,[[1;0;0][6.12303176174309E-17;4.47768453811068E-18;1490.58606795786][3.74915180455534E-33;1.8875405427271E-16;3.08268944846726][...]],126.2618228,10,1353318462,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 4",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:53.9,9026,10,9,4.799040603,1330.998078,176.5839851,463.211607,1326.199037,[[1;0;0][6.12303176911189E-17;2.33439232491845;0][3.74915180455534E-33;1.25927626365379E-16;2.05662212958997][...]],100.4881372,5,2055389629,10
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 7",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:22.5,5784,5,5,120.9566852,1330.956705,140.2244579,644.6646843,1210.00002,[[1;0;0][6.12303176911189E-17;0;39.3041454188035][3.74915180455534E-33;1.37653714583094E-15;22.481300077112][...]],78.249984,10,322011807,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 7",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:45.7,6135,5,5,84.83391579,1330.982606,102.1892702,468.173715,1246.14869,[[1;0;0][3.74915180455534E-33;4.72315694322167E-16;7.71375540961261][6.12303176911189E-17;0;7.71375540961261][...]],62.80389124,10,531588186,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 7",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:51.6,6471,5,5,39.5265074,1330.999999,102.0073524,355.8207151,1291.473492,[[1;0;0][6.12303176911189E-17;93.7173840737383;0][3.74915180455534E-33;2.82050780067382E-16;4.60639093022854][...]],76.98970632,10,1995017938,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 4",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,13:54.6,10982,10,8,10.02063856,1330.956705,170.5734715,298.5156336,1320.936066,[[1;0;0][6.12303176911189E-17;0;1.7699653114198][3.74915180455534E-33;1.08375538320494E-16;1.7699653114198][...]],123.8626295,5,314346248,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 7",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:10.8,6955,5,5,40.24616581,1330.967737,113.3546182,418.717945,1290.721571,[[1;0;0][6.12303176843708E-17;1739.08936049884;0.0258191577503394][6.12303176911189E-17;0;3.66167536201003][...]],93.47352582,10,613945434,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 8",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:21.0,5784,5,5,120.956705,1330.956705,162.3061316,693.2462361,1210,[[1;0;0][6.12303176911189E-17;0;33.8821181831938][3.74915180455534E-33;2.07461286040499E-15;33.8821181831938][...]],137.8288634,10,1462059489,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 8",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:43.7,6135,5,5,63.45489806,1330.956705,137.7813874,466.0095443,1267.501807,[[1;0;0][3.74915180455534E-33;3.67834865580417E-16;6.00739763324418][6.12303176911189E-17;0;6.52209120136347][...]],73.68479002,10,2039912139,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 8",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:51.6,6471,5,5,16.03033432,1330.99961,140.5385772,426.6744961,1314.969275,[[1;0;0][3.74915180455534E-33;1.46873727519762E-16;2.39870921886569][6.12303176911189E-17;0;2.39870921886569][...]],98.93149168,10,127760001,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 5",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:57.1,9026,10,9,38.36824085,1330.956705,193.7064105,464.5816693,1292.588464,[[1;0;0][3.74915180455534E-33;2.1381368590197E-16;3.49195780725113][6.12303176911189E-17;0;3.49195780725113][...]],138.6139423,5,28631921,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 8",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:09.1,6955,5,5,68.53689896,1330.998762,96.46062227,306.9367424,1262.461863,[[1;0;0][6.12303176911189E-17;0;7.54776124295502][3.74915180455534E-33;4.6215181876285E-16;7.54776124295502][...]],76.68693508,10,2088278591,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 9",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:20.7,5784,5,5,120.956705,1330.956705,148.1938309,583.0585299,1210,[[1;0;0][3.74915180455534E-33;9.48162804742502E-16;15.4851851255384][6.12303176911189E-17;0;15.4851852823042][...]],98.90749382,10,1629587981,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 5",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,13:55.1,10982,10,8,45.11843278,1330.956705,146.4419837,249.6399957,1285.838272,[[1;0;0][6.12303176911189E-17;0;4.10561161898661][3.74915180455534E-33;2.51387903746899E-16;4.10561161898661][...]],92.55249369,5,1094656909,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 9",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:43.6,6135,5,5,37.34632832,1330.997727,112.1674047,477.5754306,1293.651398,[[1;0;0][6.12303176911189E-17;0;4.46268660803748][3.74915180455534E-33;2.73251718766036E-16;4.46268660803748][...]],60.92105704,10,72644565,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 9",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:54.0,6471,5,5,23.57073205,1330.995942,117.5290701,415.1352577,1307.42521,[[1;0;0][6.12303176911189E-17;0;5.25543391556573][3.74915180455534E-33;3.21791883515993E-16;5.25543383817306][...]],52.19071371,10,623082008,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 9",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:07.4,6955,5,5,72.94810702,1330.992467,113.5992709,357.8746337,1258.04436,[[1;0;0][6.12303173020764E-17;8.62710018413837E-18;1249.87926660096][6.12154574591834E-17;319.883370267986;7.04880116711559][...]],83.58770805,10,1749952733,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 10",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:21.9,5784,5,5,120.956705,1330.956705,141.9678148,665.6989705,1210,[[1;0;0][3.74915180455534E-33;1.54169370398165E-15;25.1786004403709][6.12295659046039E-17;663.636956356846;3.2886190577143][...]],62.4354154,10,1010830442,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 10",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:43.3,6135,5,5,120.956705,1330.956705,115.1882988,358.5279895,1210,[[1;0;0][3.74915180455534E-33;7.51129022631099E-16;12.2672729940783][6.12303176911189E-17;0;12.2672729940783][...]],53.46267383,10,1350306864,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 6",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:52.8,9026,10,9,44.22848985,1330.956705,131.7657823,351.4191234,1286.728215,[[1;0;0][6.12297941725348E-17;1.88696666832309E-16;745.2480551734][3.74915180455534E-33;2.46434132099091E-16;4.02470771656367][...]],109.852259,5,1176942003,10
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 10",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:55.5,6471,5,5,21.64225442,1330.956705,113.2334762,392.0556739,1309.314451,[[1;0;0][6.118423142117E-17;29.8778938244808;1.15987922312929][6.12303176911189E-17;0;5.51909441015452][...]],36.96171446,10,159822807,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 11",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:24.2,5784,5,5,120.956705,1330.956705,150.9069185,727.7866994,1210,[[1;0;0][6.12303176911189E-17;0;39.7499336685488][3.74915180455534E-33;2.43390106672615E-15;39.7499336685488][...]],42.44662125,10,48170957,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 10",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:09.5,6955,5,5,15.83316057,1330.99921,119.0698555,392.0498027,1315.166049,[[1;0;0][6.12301933432478E-17;934.875456758581;1.88410602516513][6.12303176911189E-17;0;1.92233782146405][...]],79.39002996,10,1627898540,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 6",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,13:57.3,10982,10,8,52.02093956,1330.96891,203.7292158,455.0919608,1278.94797,[[1;0;0][3.74915180455534E-33;3.29342643125362E-16;5.3787511733445][6.12303176911189E-17;0;5.37333115025762][...]],62.92087657,5,154601652,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 11",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:45.9,6135,5,5,8.309709461,1330.990815,128.2761668,460.9242535,1322.681106,[[1;0;0][3.74915180455534E-33;2.20869396435177E-16;3.60719011045101][6.12303176911189E-17;201.407575144616;0][...]],119.1591331,10,705628890,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 11",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:56.9,6471,5,5,120.3582062,1330.956705,116.5974906,485.8523923,1210.598499,[[1;0;0][3.74915180455534E-33;8.04960142092825E-16;13.1464309258284][6.12303176911189E-17;0;45.2614904194668][...]],101.8641991,10,653939064,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 12",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:22.3,5784,5,5,120.9537978,1330.956705,120.1538369,675.6061392,1210.002907,[[1;0;0][3.74915180455534E-33;1.78601632042147E-15;29.1688233504058][6.12303176911189E-17;0;29.1688233504058][...]],76.37560521,10,1448094151,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 11",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:09.4,6955,5,5,1.324716899,1330.999992,140.5715264,410.9044748,1329.675275,[[1;0;0][6.12303176911189E-17;27.3929762337254;0][3.74915180455534E-33;7.44013626529893E-17;1.21510659193886][...]],78.45770296,10,219239589,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 7",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,12:57.8,9026,10,9,2.102714634,1330.956705,154.1642672,380.8696379,1328.85399,[[1;0;0][6.12303176911189E-17;2.307178825917;0][3.74915180455534E-33;7.70370077864133E-17;1.25815136506449][...]],141.7787839,5,31182317,10
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 12",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:43.1,6135,5,5,92.29371136,1330.956705,118.8440549,522.5367295,1238.662994,[[1;0;0][3.74915180455534E-33;5.82581585655807E-16;9.51459354816164][6.12303176911189E-17;0;9.51459354816164][...]],84.32099204,10,2059516077,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 12",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,07:53.8,6471,5,5,34.32014934,1330.99695,125.7148379,376.5013974,1296.676801,[[1;0;0][6.12303176911189E-17;0;3.51725830102743][3.74915180455534E-33;2.09867443006963E-16;3.42750864148142][...]],70.22597385,10,413827142,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 13",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,07:23.2,5784,5,5,120.956705,1330.956705,164.4319252,644.5068255,1210,[[6.12262420810285E-17;1405.26265045155;16.2146373886253][6.12266000141358E-17;8.63146071603411E-16;1279.25407788217][...]],98.13771045,10,477758328,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 7",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,13:53.2,10982,10,8,33.97210602,1330.964515,227.1812516,468.7201032,1296.992409,[[1;0;0][6.12301347966648E-17;1.65337836035279E-16;1104.77554211242][6.12303176911189E-17;0;3.09159920384874][...]],103.8247464,5,1235269440,10
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 12",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,08:09.8,6955,5,5,7.421334849,1330.993133,111.2893053,407.8039506,1323.571798,[[1;0;0][3.74915180455534E-33;1.40171124212833E-16;2.28924378475279][6.12303176911189E-17;0;2.32118077810262][...]],47.04273207,10,425371951,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 13",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,07:44.0,6135,5,5,76.71225278,1330.985109,139.8560673,486.238024,1254.272857,[[1;0;0][6.12303176911189E-17;911.119195832496;0][3.74915180455534E-33;5.00324892420644E-16;8.17119543531641][...]],64.53043146,10,768959827,20
