,AgeGap,AgeLimits,Algorithm Name,Execution Time,Generations,NonDominatedElites,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 62",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",14:01.8,5983,0,10,10,120.956705,1330.956705,675.8817965,187.429392,1210,[[1;0;0][6.12303176911189E-17;653.938985766323;0][6.12303176911189E-17;0;21.9428107133984][6.12177794590239E-17;2.8920390909489E-16;233.404909158745][...]],163.7908235,5,1702604519,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=1} Run 67",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=1}",08:52.2,6955,1,5,5,16.44198277,1330.999649,8.861198333,18.79701183,1314.557666,[[1;0;0][3.74915180455534E-33;1.53437229159474E-16;2.50590287532886][6.12301044559831E-17;1.61676064369419E-17;100.050317021854][...]],29.97179517,10,2096867577,20
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=0} Run 66",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=0}",08:53.8,6955,0,5,5,70.87562483,1330.956705,489.3633066,365.1161506,1260.08108,[[1;0;0][6.12303176911189E-17;0;6.44717453280583][3.74915180455534E-33;3.94762544853792E-16;6.44717453280583][...]],195.5063011,10,1995093156,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 61",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",14:00.7,5983,1,10,10,120.956705,1330.956705,∞,363.4913281,1210,[[1;0;0][6.12303176911189E-17;0;29.1701529739005][3.74915180455534E-33;1.78609773369046E-15;29.1701529739005][...]],622.6639889,5,5715822,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=1} Run 68",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=1}",08:48.9,6955,1,5,5,11.32068082,1330.987703,84.90908115,52.12290688,1319.667022,[[1;0;0][6.12303176911189E-17;0;3.9210460513692][3.74915180455534E-33;2.40086895406843E-16;3.9210460513692][...]],111.5695583,10,888988732,20
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=0} Run 67",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=0}",08:50.6,6955,0,5,5,6.977963283,1330.993196,130.9484115,79.35493379,1324.015233,[[1;0;0][3.74915180455534E-33;1.77480191243505E-16;2.89856721206016][6.12303176911189E-17;0;2.89856721206016][...]],109.6252215,10,1308666273,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 63",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",13:57.9,5983,0,10,10,120.956705,1330.956705,1089.26426,590.2188519,1210,[[1;0;0][6.12303176911189E-17;1314.50142550959;0][6.12303176911189E-17;0;48.1162081077644][6.12302388136829E-17;1.1726845564251E-16;1193.18201630871][...]],163.1561109,5,1853107254,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 62",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",13:55.4,5983,1,10,10,120.956705,1330.956705,∞,359.4451057,1210,[[1;0;0][6.12208624146538E-17;6.56880141271642E-16;610.474501851855][3.74915180455534E-33;1.50424414178312E-15;24.5669824770696][...]],208.9063593,5,944640113,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 44",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",08:48.6,6955,3,5,5,1.808347323,1330.99994,80.11114699,47.90526064,1329.191592,[[1;0;0][3.74915180455534E-33;9.86693828426712E-17;1.6114465278527][6.12303176911189E-17;0;1.6114465278527][...]],64.14973685,10,1210951893,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 44",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",13:55.7,5983,3,10,10,120.956705,1330.956705,∞,116.2166763,1210,[[1;0;0][3.74915180455534E-33;2.77211445806486E-15;45.2735599388691][6.12303176911189E-17;0;45.2735599388691][...]],106.0452366,5,1975451171,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 45",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",08:53.3,6955,3,5,5,12.05306274,1330.997918,459.7556602,526.4126384,1318.944856,[[1;0;0][6.123031710857E-17;1617.442543552;0.223113981581714][3.74915180455534E-33;2.31734110184752E-16;3.78463021135629][...]],143.0439462,10,1911865026,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 64",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",13:56.2,5983,0,10,10,120.956705,1330.956705,1061.935562,519.9260675,1210,[[1;0;0][6.12303176911189E-17;1029.77514985037;0][3.74915180455534E-33;1.9691922381823E-15;32.1604119076442][...]],493.3703063,5,955108355,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 63",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",13:57.7,5983,1,10,10,120.956705,1330.956705,195.7981457,80.00474363,1210,[[1;0;0][3.74915180455534E-33;1.60980966004753E-15;26.291055162711][6.12303176911189E-17;0;26.291055162711][...]],132.1574479,5,1809584411,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 46",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",08:50.1,6955,3,5,5,9.360132022,1330.999789,43.06707738,31.61330637,1321.639657,[[1;0;0][4.17958017781886E-17;1.18958939766188E-16;2.65849929828994][3.74915180455534E-33;1.60303279267159E-16;2.61803768642557][...]],32.03099052,10,434616708,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 45",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",13:58.6,5983,3,10,10,120.956705,1330.956705,∞,369.5497261,1210,[[1;0;0][6.12303176911189E-17;0;39.4563153757636][6.12303176911189E-17;138.048411271274;0][6.1230250213258E-17;1.48974720755551E-16;1638.82957262346][...]],623.5371397,5,91595630,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 65",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",13:56.6,5983,0,10,10,120.956705,1330.956705,725.4589838,392.3073688,1210,[[1;0;0][6.12285449262586E-17;1235.30108188394;9.40025340341902][3.74915180455534E-33;1.72743282028119E-15;28.2120505889804][...]],367.4878908,5,15714063,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 64",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",13:59.4,5983,1,10,10,120.956705,1330.956705,∞,242.2854107,1210,[[1;0;0][6.12303176911189E-17;0;12.9532032769436][3.74915180455534E-33;7.93128751764901E-16;12.9532032769436][...]],462.8836025,5,1098785223,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 47",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",08:51.6,6955,3,5,5,13.99313354,1330.996374,47.726825,30.00673046,1317.00324,[[1;0;0][3.74915180455534E-33;8.34789296050765E-17;1.36335940679244][6.12303176911189E-17;0;1.36335940679244][...]],48.91154694,10,2051601468,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 46",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",13:58.3,5983,3,10,10,120.956705,1330.956705,581.4744613,414.3568915,1210,[[1;0;0][6.12301469253519E-17;2.46366123047928E-16;1703.65884088115][3.74915180455534E-33;2.4347955929136E-15;39.764542872309][...]],281.1457481,5,657294087,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 48",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",08:49.6,6955,3,5,5,62.90248431,1330.997636,415.6258477,439.5418767,1268.095152,[[1;0;0][3.74915180455534E-33;3.50946018167813E-16;5.73157271432409][6.12303176911189E-17;0;5.71862253744373][...]],130.2662369,10,1773024412,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 66",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",13:55.8,5983,0,10,10,120.956705,1330.956705,525.8831479,463.767651,1210,[[1;0;0][6.1229745293473E-17;4.13316333313611E-16;1561.12043709155][3.74915180455534E-33;2.829613939559E-15;46.2126287476281][...]],17.82057529,5,132840308,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 65",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",13:57.2,5983,1,10,10,120.956705,1330.956705,∞,333.0647983,1210,[[1;0;0][6.12303176911189E-17;0;37.6927630684021][3.74915180455534E-33;2.30793985733433E-15;37.6927630684021][...]],455.2097289,5,751536855,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 49",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",08:50.1,6955,3,5,5,29.51884118,1330.979489,47.1531063,47.49687625,1301.460648,[[1;0;0][6.12303176911189E-17;0;3.16402697946734][6.12056479830229E-17;5.55105462770561E-18;3.19402999592226][...]],9.908881741,10,2005799433,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 47",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",13:59.0,5983,3,10,10,120.956705,1330.956705,∞,114.4850148,1210,[[1;0;0][6.12303176911189E-17;0;36.075606184691][3.74915180455534E-33;2.20892082758832E-15;36.075606184691][...]],146.6872549,5,1327763051,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 67",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",14:01.1,5983,0,10,10,120.956705,1330.956705,488.9311112,634.8879362,1210,[[6.12303176911189E-17;1143.54276547775;0][1;0;0][6.12301524371935E-17;2.69168736000841E-16;1892.1290859696][...]],598.2051539,5,1074700437,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 50",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",08:52.7,6955,3,5,5,7.698229062,1330.971814,9.233025449,6.548065129,1323.273585,[[1;0;0][6.12303176911189E-17;0;2.90643765664333][3.74915180455534E-33;1.77962101065702E-16;2.90643765664333][...]],3.929498573,10,1266046123,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 66",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",13:59.8,5983,1,10,10,120.956705,1330.956705,583.4825622,260.6179025,1210,[[1;0;0][6.12301408151053E-17;1333.69895368297;3.20571540078089][6.12303176911189E-17;0;15.728023091627][...]],364.5076102,5,747605781,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 51",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",08:43.7,6955,3,5,5,4.826248044,1330.998382,322.3489342,238.6848485,1326.172134,[[1;0;0][6.12290256743297E-17;8.71758890505833E-17;219.16254923755][6.12303176911189E-17;0;2.36351812035489][...]],117.3572589,10,1712133717,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 48",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",13:56.7,5983,3,10,10,120.956705,1330.956705,874.9314652,656.4954748,1210,[[1;0;0][6.122741849773E-17;1184.36984778326;11.5258536193391][3.74915180455534E-33;1.55376489225658E-15;25.3757444162656][...]],53.8797148,5,1012735174,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 68",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",13:48.4,5983,0,10,10,120.956705,1330.956705,988.6313194,469.1563972,1210,[[1;0;0][6.12303176911189E-17;956.172295556142;0][6.12303176911189E-17;0;31.4590238612942][6.12302998798404E-17;6.16719597542332E-17;1320.51086935963][...]],457.3482457,5,733541446,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 67",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",13:43.2,5983,1,10,10,120.956705,1330.956705,991.1181038,588.8690539,1210,[[1;0;0][6.12303176911189E-17;1072.54552016575;0][6.12303176911189E-17;0;40.795961519123][3.74915180455534E-33;2.49794968433056E-15;40.795961519123][...]],211.3807603,5,1891151198,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 52",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",08:37.1,6955,3,5,5,25.01220079,1330.991719,184.3304149,131.6114755,1305.979518,[[1;0;0][3.74915180455534E-33;2.00195728574354E-16;3.26955234144395][6.12303176911189E-17;0;3.26955234144395][...]],146.0874863,10,2146871700,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 49",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",13:37.1,5983,3,10,10,120.956705,1330.956705,∞,146.7659018,1210,[[1;0;0][3.74915180455534E-33;2.79993373788718E-15;45.7278982613101][6.12303176911189E-17;0;45.7278982613101][...]],172.4200775,5,1371287444,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 69",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",13:36.2,5983,0,10,10,120.956705,1330.956705,599.2976648,385.3012431,1210,[[1;0;0][6.12303176911189E-17;556.098871896992;0][6.12303176911189E-17;0;42.1987929016055][6.1227292731159E-17;9.38497633364272E-16;1541.98616185798][...]],534.3866483,5,1063604093,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 53",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",08:41.5,6955,3,5,5,7.19634384,1330.998769,264.217713,213.6287059,1323.802425,[[1;0;0][6.12303172559109E-17;951.524542558649;0.113448860938565][3.74915180455534E-33;1.51008963948646E-16;2.46624498521177][...]],98.40738962,10,726865680,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 68",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",13:40.6,5983,1,10,10,120.956705,1330.956705,643.8507511,881.2385796,1210,[[1;0;0][6.12289227787163E-17;7.36540286015121E-16;1782.08025156219][6.12303176911189E-17;0;44.4859021819468][...]],115.988703,5,156365122,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 54",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",08:49.5,6955,3,5,5,61.34796994,1330.980284,156.4431517,94.8699408,1269.632314,[[1;0;0][6.12303176911189E-17;263.960343061766;0][3.74915180455534E-33;3.41596625539552E-16;5.57888050267456][...]],46.4284711,10,1323337510,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 50",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",13:55.1,5983,3,10,10,120.956705,1330.956705,∞,151.260139,1210,[[1;0;0][6.12064147509215E-17;706.137418232252;19.7366669390622][6.12303176911189E-17;0;26.7236037699368][...]],228.2304041,5,2132453297,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 70",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",13:58.5,5983,0,10,10,120.956705,1330.956705,925.1286505,600.743482,1210,[[1;0;0][6.12288240111483E-17;1231.29100027005;8.60060834497586][6.1230026499235E-17;2.91204771104154E-16;1542.09495119163][...]],336.9890678,5,1278713125,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 69",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",13:49.9,5983,1,10,10,120.956705,1330.956705,551.7473864,555.7220905,1210,[[1;0;0][6.1218981163068E-17;1318.74266660935;25.380030802442][6.12303176911189E-17;0;45.3878041367572][...]],230.9054946,5,353550991,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 55",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",08:29.4,6955,3,5,5,8.533956851,1330.999909,135.4069047,96.1450798,1322.465952,[[1;0;0][6.12303176911189E-17;0;2.46566622572806][3.74915180455534E-33;1.50973526321591E-16;2.46566622572806][...]],65.00639851,10,1154010888,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 51",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",12:34.0,5983,3,10,10,120.956705,1330.956705,806.1229704,522.0141272,1210,[[1;0;0][6.12303061860241E-17;4.22579766895009E-17;1125.81068532893][3.74915180455534E-33;3.61114544733736E-15;58.9764284019245][...]],159.7266802,5,1718920114,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 56",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",07:25.7,6955,3,5,5,15.97440705,1330.999485,194.2206247,145.7139069,1315.025078,[[1;0;0][3.74915180455534E-33;1.90683432649187E-16;3.11419962919521][6.12303176911189E-17;0;3.11419962919521][...]],99.09575163,10,550128786,20
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 57",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",07:43.0,6955,3,5,5,18.93455661,1330.999181,499.2926041,334.739627,1312.064625,[[1;0;0][6.1230317535633E-17;781.377957899284;0.055685007489746][3.74915180455534E-33;1.76429888465487E-16;2.88141389949177][...]],232.4960339,10,423511053,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 52",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",12:09.8,5983,3,10,10,120.956705,1330.956705,979.4610403,278.3888733,1210,[[0.585661828735773;945.058080293826;0][1;0;0][6.12303176911189E-17;0;34.4029599764051][3.74915180455534E-33;2.10650416887013E-15;34.4029599764051][...]],207.4490486,5,72755185,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 58",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",07:56.2,6955,3,5,5,42.31935148,1330.996707,444.1299268,301.834783,1288.677356,[[1;0;0][6.12301552805959E-17;1.3738955448671E-16;974.201214320935][6.12303176911189E-17;0;4.56952000087372][...]],284.27099,10,1436420994,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 53",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",12:37.2,5983,3,10,10,120.956705,1330.956705,1249.104804,404.9365036,1210,[[1;0;0][6.12303176911189E-17;0;42.0946049409089][3.74915180455534E-33;2.577466033614E-15;42.0946049409089][...]],147.1586658,5,1489469859,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 59",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",08:00.9,6955,3,5,5,20.7487178,1330.999985,62.40083147,37.28620285,1310.251267,[[1;0;0][3.74915180455534E-33;1.23040748135201E-16;2.0094742731189][6.12303176911189E-17;0;2.01000191092169][...]],66.06650454,10,1967626429,20
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 60",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",07:34.6,6955,3,5,5,31.20289723,1330.998472,274.7477978,279.0154897,1299.795574,[[1;0;0][3.74915180455534E-33;4.62781881074676E-16;7.55805128121685][6.12303176911189E-17;0;7.55805128121685][...]],107.5816017,10,1670898128,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 54",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",11:55.3,5983,3,10,10,120.956705,1330.956705,295.5320787,172.7023493,1210,[[1;0;0][6.12241123256015E-17;5.51447919894514E-16;632.606381022277][3.74915180455534E-33;2.54974923982606E-15;41.6419403977042][...]],201.0176838,5,1268739746,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 61",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",07:23.5,6955,3,5,5,45.61105822,1330.956705,299.3989342,267.8632708,1285.345647,[[1;0;0][6.12303120738204E-17;2.94762029094958E-17;1123.85309010158][6.12303176911189E-17;19.6605879230997;0][...]],77.29669847,10,858962733,20
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 62",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",07:22.9,6955,3,5,5,43.72268025,1330.998114,261.7141927,136.3537628,1287.275433,[[1;0;0][6.12297463371526E-17;9.54653299300068E-17;360.907422091753][3.74915180455534E-33;2.43388101077404E-16;3.97496061191769][...]],55.7965117,10,1150512831,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 55",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",11:39.4,5983,3,10,10,120.956705,1330.956705,717.6319435,553.3607527,1210,[[6.12297936630756E-17;2.92019383643109E-16;1152.7552016063][1;0;0][6.12303176911189E-17;0;29.8604800281886][...]],194.5432969,5,836316281,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3} Run 63",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=300, NonDominatedElites=3}",07:21.7,6955,3,5,5,0.732686212,1330.999675,69.78972128,41.44730285,1330.266988,[[1;0;0][3.74915180455534E-33;7.28014634317909E-17;1.18897739187054][6.12303176911189E-17;0;1.18897739572932][...]],84.58523116,10,1331035953,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 56",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",11:12.0,5983,3,10,10,120.956705,1330.956705,882.4593686,489.7863832,1210,[[1;0;0][6.12031447692992E-17;2.88003193118782E-15;1578.98886501788][3.74915180455534E-33;4.25526717541699E-15;69.4960819390652][...]],128.6574755,5,1532622375,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 57",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",10:29.0,5983,3,10,10,120.956705,1330.956705,∞,341.6036889,1210,[[1;0;0][6.12303176911189E-17;0;36.6228398759491][3.74915180455534E-33;2.24242812035534E-15;36.6228398759491][...]],466.1136114,5,2077063754,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 58",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",10:40.3,5983,3,10,10,120.956705,1330.956705,1022.371334,638.58298,1210,[[1;0;0][6.12303176911189E-17;1181.38861796036;0][6.12303176911189E-17;0;54.4155113315295][3.74915180455534E-33;3.33187904615423E-15;54.4155113315295][...]],110.2873236,5,825436418,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 59",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",10:35.6,5983,3,10,10,120.956705,1330.956705,15.18181055,304.9566527,1210,[[1;0;0][6.12303176911189E-17;439.77598362522;0][6.12301705621439E-17;1.811313196203E-16;1349.41785775464][...]],489.9430523,5,91068144,10
