,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 3",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:43.9,6385,3,3,5.772825806,0.048576458,0.344215414,114.8938409,[[0;1][1;0.539541384891068][0.273464572645651;0.759208520254754][0.715689775227417;0.610459165926674][...]],0.026987815,16,615860821,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 3",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:44.0,6542,3,3,5.643497024,0.047401201,0.313125276,115.0231696,[[0;1][1;0.527428520472007][0.18589897142147;0.796248174591078][0.704401979240886;0.603377098983807][0.0772409943432641;0.868663522463822][...]],0.025551258,16,1189366839,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 4",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:41.7,5864,3,3,6.385557381,0.051599077,0.33357486,114.2811093,[[0;1][1;0.597364290659699][0.669957770175509;0.670452573019029][0.532917063648894;0.70608821078409][0.083500504069082;0.883669137575357][...]],0.026947512,16,259949369,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 4",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:44.5,6258,3,3,5.236605001,0.047669764,0.272392965,115.4300617,[[0;1][1;0.489156128323793][0.729954789383472;0.563612282751355][0.0439756210289276;0.892899896428387][...]],0.032770518,16,950750680,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 4",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:44.8,6385,3,3,5.80223036,0.055330721,0.310511977,114.8644363,[[0;1][1;0.542215118533499][0.226510434905374;0.78212583184338][0.830614511510807;0.582778989678973][0.109409134333012;0.848578090304366][...]],0.030387904,16,973445476,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 4",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:45.1,6542,3,3,6.057935516,0.048371059,0.345090772,114.6087312,[[0;1][1;0.566554057698889][0.731509317124798;0.629308676069972][0.616628857056176;0.659634375775699][...]],0.021701569,16,597344028,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 5",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:41.4,5864,3,3,7.625426549,0.05116294,0.278819244,113.0412401,[[0;1][1;0.713821798031801][0.50100103352299;0.800879577686067][0.64153491524942;0.770783065787602][0.894871853136747;0.729282103751669][...]],0.033635095,16,1714234923,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 5",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:44.6,6258,3,3,6.136915706,0.046892203,0.364028635,114.529751,[[0;1][1;0.573854544218289][0.153089404824263;0.833263995807207][0.618574710439868;0.664698963836929][...]],0.026870899,16,402198077,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 5",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:44.0,6385,3,3,5.713822058,0.051548586,0.329924172,114.9528446,[[0;1][1;0.534122910692456][0.260688500242152;0.762133712250274][0.187377897532391;0.798348612036452][...]],0.029106368,16,1840667922,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 5",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:45.2,6542,3,3,4.149424168,0.047866449,0.298722439,116.5172425,[[0;1][1;0.386857114100904][0.328520620143849;0.648786860939996][0.0418364422031058;0.876065748365236][...]],0.025340718,16,370069684,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 6",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:41.5,5864,3,3,7.126944429,0.048113307,0.360250517,113.5397222,[[0;1][1;0.666868196139424][0.0624157088678907;0.916810767568255][0.144758336200906;0.873440678986776][...]],0.029867832,16,1206533803,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 6",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:44.8,6258,3,3,7.563963655,0.044964328,0.33326268,113.102703,[[0;1][1;0.708109921298984][0.715967662584221;0.753017543864614][0.0703102738254492;0.922602150988326][...]],0.032620473,16,64895612,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 6",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:44.5,6385,3,3,6.196549091,0.05754048,0.348293825,114.4701176,[[0;1][1;0.579385188439459][0.882138030292187;0.605087156266291][0.76913555982394;0.631247397023187][0.0750067094562649;0.891188848661616][...]],0.034467718,16,690359959,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 6",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:45.2,6542,3,3,4.069882978,0.047455818,0.28507315,116.5967837,[[0;1][1;0.379457085659948][0.128285562043637;0.77774031479093][0.694518959749777;0.482853271782573][0.226460491152395;0.704696892005768][...]],0.025557591,16,1539171577,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 7",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.8,5864,3,3,6.498460075,0.048556387,0.350440705,114.1682066,[[0;1][0.997558074262942;0.608033281424911][0.708977944901257;0.666898626630511][0.171704377435627;0.837522030983517][...]],0.026183091,16,302799669,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 7",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.5,6258,3,3,5.353406556,0.049689416,0.349156395,115.3132601,[[0;1][1;0.500075078278959][0.71482108055156;0.577328029226865][0.882598592752838;0.53033696535678][0.320914479809982;0.716795984808002][...]],0.029966856,16,1544346885,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 7",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:43.5,6385,3,3,6.064230341,0.049774479,0.343301675,114.6024363,[[0;1][1;0.567145248373162][0.0159628871738154;0.94531154988041][0.0806976052665808;0.87703946294448][...]],0.026856402,16,852000291,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 7",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:43.9,6542,3,3,5.573450256,0.048818012,0.310808064,115.0932164,[[0;1][1;0.520945818935281][0.845649214509018;0.559465668280579][0.686612861343644;0.603045617507176][...]],0.023590212,16,492770872,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 8",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.4,5864,3,3,7.563996991,0.047748109,0.273625739,113.1026697,[[0;1][1;0.70815101625984][0.830582171295285;0.7340201459402][0.66116434259057;0.762693827085845][0.466526696610248;0.800660058502389][...]],0.042522628,16,1673014383,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 8",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:42.9,6258,3,3,6.757845073,0.045799608,0.33847876,113.9088216,[[0;1][1;0.632425894377116][0.505260546307115;0.738717843104673][0.399225000489803;0.76774682870748][0.26608197563747;0.810390924091458][...]],0.027414184,16,655997162,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 8",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:43.3,6385,3,3,6.082354216,0.047155424,0.331152804,114.5843125,[[0;1][1;0.568870912862998][0.573808346797277;0.673419120698962][0.218793876697236;0.798337619795484][...]],0.024142185,16,1778701015,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 8",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:43.9,6542,3,3,6.233402137,0.04709667,0.317257628,114.4332645,[[0;1][1;0.582751154503825][0.0459430640396037;0.910566076614844][0.559070494921114;0.688018792441367][...]],0.024463412,16,861230599,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 9",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.2,5864,3,3,7.075371022,0.053496169,0.347792392,113.5912956,[[0;1][1;0.662093666949217][0.167633477185275;0.861657843947355][0.398706950591313;0.786664259303265][...]],0.031941518,16,2120467991,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 9",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.4,6258,3,3,6.960585064,0.049597777,0.386229488,113.7060816,[[0;1][1;0.651460349257472][0.635072702469979;0.722243616312297][0.500627263272662;0.753390634102784][...]],0.02627591,16,515246111,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 9",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:43.3,6385,3,3,5.264316937,0.048342017,0.329740629,115.4023497,[[0;1][1;0.491731422794768][0.810854948599088;0.54136004485311][0.097181694395064;0.841529416029174][0.0289268325637632;0.917712470003302][...]],0.033738462,16,1692758083,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 9",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:43.8,6542,3,3,4.970358557,0.050934219,0.33383924,115.6963081,[[0;1][1;0.464091198862886][0.191876729177312;0.765274764357385][0.471418255921264;0.632079294643454][...]],0.02747285,16,1054692515,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 10",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.5,5864,3,3,7.006690282,0.050454266,0.358582954,113.6599764,[[0;1][1;0.655582691561337][0.447187519367895;0.7696815938028][0.588162437234045;0.735861606908971][0.109810442600784;0.885868878085523][...]],0.024062296,16,65665899,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 10",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:42.9,6258,3,3,6.962788741,0.047580805,0.333518826,113.7038779,[[0;1][1;0.651474441158947][0.65752856379594;0.717403645463496][0.28398254063439;0.814275564407521][0.179006127644506;0.852591977677412][...]],0.039825,16,978033244,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 10",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:43.1,6385,3,3,5.940743395,0.047415919,0.337030603,114.7259233,[[0;1][0.986608336068684;0.555925884596915][0.23243473516876;0.783117812667367][0.124603388019902;0.841053910330326][...]],0.023552633,16,510429576,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 10",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:44.0,6542,3,3,4.877937178,0.047717615,0.309149538,115.7887295,[[0;1][1;0.455652568022683][0.810586226926884;0.509909931116778][0.404999538333603;0.653599655673685][...]],0.024487691,16,807525137,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 11",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.9,5864,3,3,6.9595672,0.049734382,0.288557219,113.7070995,[[0;1][1;0.651245378979948][0.783834142298964;0.691232777541237][0.4188662998053;0.77428666600462][0.0446987994886916;0.926266140042973][...]],0.034876614,16,1886400315,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 11",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:44.4,6258,3,3,6.897610257,0.045173646,0.315684176,113.7690564,[[0;1][1;0.645423584574447][0.582298669599333;0.729428067099862][0.835174118232789;0.6759601976009][0.334719152612671;0.794860106195975][...]],0.032092384,16,1437231106,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 11",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:44.4,6385,3,3,5.953538137,0.045937316,0.325170848,114.7131285,[[0;1][1;0.556644487796704][0.229526134203642;0.787655288559411][0.506668871142476;0.684480760675691][...]],0.022224501,16,1631771610,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 11",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:44.9,6542,3,3,5.659864654,0.049606465,0.328232778,115.006802,[[0;1][1;0.529064145548649][0.133697780105872;0.827803621937359][0.888093683648885;0.556195510998348][...]],0.023529551,16,1262270605,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 12",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:41.1,5864,3,3,6.920058619,0.053180023,0.3901883,113.746608,[[0;1][1;0.647484318561329][0.475975064669295;0.756796108134945][0.324334923910078;0.799240882478924][...]],0.03053539,16,531882814,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 12",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:44.1,6258,3,3,6.78325879,0.044381623,0.318531072,113.8834079,[[0;1][1;0.634734102507013][0.46933194871165;0.749769866698951][0.58666317208441;0.720233287450409][0.68674467230997;0.697305144343468][...]],0.030748731,16,949095753,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 12",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:44.0,6385,3,3,6.337055094,0.0512812,0.314724255,114.3296116,[[0;1][1;0.592863957165811][0.162336677978727;0.836055059230505][0.0897679609300803;0.878534023750141][...]],0.028233247,16,1515158761,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 13",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:41.4,5864,3,3,6.658809463,0.048184853,0.321765241,114.0078572,[[0;1][1;0.622841140303448][0.526125051069467;0.726314800232677][0.773250933295735;0.66790114356324][0.357157158669742;0.774701146152843][...]],0.025198834,16,1640888865,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 12",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:44.9,6542,3,3,4.076800197,0.048973021,0.310748683,116.5898665,[[0;1][1;0.379966542021599][0.103510660370623;0.800517128805693][0.771258015066132;0.455481325789664][...]],0.023328204,16,647100053,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 13",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.4,6258,3,3,6.716519526,0.048195523,0.313697822,113.9501471,[[0;1][1;0.628492103609066][0.455418642649196;0.749294461854954][0.0989319925421514;0.883154918476681][...]],0.027672821,16,934265682,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 13",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:43.7,6385,3,3,4.998589102,0.049735866,0.337245436,115.6680776,[[0;1][1;0.466739617117078][0.488095464122345;0.627311108093067][0.615536652210541;0.581573170711606][...]],0.028438605,16,1947294436,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 14",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.6,5864,3,3,7.793228963,0.047429814,0.353365964,112.8734377,[[0;1][1;0.729606421985201][0.488027932521807;0.811275506533][0.735258062618927;0.768155426251058][0.339796556061869;0.84247373449668][...]],0.022566217,16,2128386891,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 13",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:44.3,6542,3,3,4.565158509,0.052808666,0.312807905,116.1015082,[[0;1][1;0.425940558038672][0.446902744709303;0.616237538031836][0.300191515432595;0.685514661635621][...]],0.02516148,16,202148457,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 14",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.4,6258,3,3,5.711745956,0.045744222,0.325523393,114.9549207,[[0;1][1;0.533838581107419][0.0797111423821164;0.868431983498469][0.0199102848436511;0.934222848302116][...]],0.025675944,16,920195764,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 15",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.8,5864,3,3,7.331430466,0.045083029,0.314913932,113.3352362,[[0;1][1;0.686060080740724][0.250554106801457;0.842856231631629][0.742900292762785;0.729405865053128][...]],0.026570281,16,108751309,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 14",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:44.0,6385,3,3,6.200009487,0.055005958,0.322517461,114.4666572,[[0;1][1;0.579704992561563][0.673289522626371;0.661698297447748][0.47976438374212;0.70890689298754][0.192595620937716;0.815560178345649][...]],0.027185835,16,164981693,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 14",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:44.3,6542,3,3,5.264748553,0.052152737,0.334233224,115.4019181,[[0;1][1;0.491559515199066][0.76430522039006;0.555498193633382][0.042944926257756;0.894635076165102][0.126221054078008;0.819363288348664][...]],0.022718339,16,1399071195,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 16",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.9,5864,3,3,7.060168063,0.048783014,0.369564742,113.6064986,[[0;1][1;0.660748353753852][0.258751123477644;0.827431142846143][0.401962034077502;0.784913048290342][...]],0.02923506,16,717229545,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 15",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.9,6258,3,3,6.452440348,0.046324216,0.276774959,114.2142263,[[0;1][1;0.603335473550215][0.784557063399622;0.648652867674088][0.0670005181512093;0.897325535926896][...]],0.026933485,16,2111227834,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 15",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:43.9,6385,3,3,6.500847377,0.048024724,0.323841352,114.1658193,[[0;1][1;0.60818143841854][0.0135985303369006;0.954309894711927][0.241135934067118;0.807607752181207][...]],0.027139927,16,2127732088,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 15",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:43.9,6542,3,3,5.110364544,0.05128863,0.334981111,115.5563021,[[0;1][1;0.477094862023718][0.821382196874896;0.526090345719031][0.729221044306166;0.553467908008375][...]],0.025508749,16,998874173,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 17",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:41.0,5864,3,3,5.08220962,0.05081114,0.321717181,115.584457,[[0;1][1;0.474607955752708][0.711123597894649;0.556944763007722][0.552140806255739;0.609663643920467][...]],0.031318566,16,1472129880,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 16",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.7,6258,3,3,6.515788306,0.050071424,0.291285378,114.1508784,[[0;1][1;0.60955215576335][0.404920552782897;0.75161988795694][0.272443408521066;0.796201457996675][0.140843744419366;0.853471888080012][...]],0.04468353,16,2072195751,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 16",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:43.8,6385,3,3,5.817887569,0.050303213,0.31109055,114.8487791,[[0;1][1;0.543805532271577][0.233439163201257;0.779587199833374][0.359590967039278;0.726438959912571][...]],0.026132079,16,381090856,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 16",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:44.9,6542,3,3,5.515528814,0.050874423,0.321077084,115.1511379,[[0;1][1;0.515390025588314][0.124630818151641;0.828917721244056][0.0316179057394571;0.913829451533644][...]],0.026786261,16,352398432,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 18",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:41.2,5864,3,3,6.729841608,0.047572438,0.316890483,113.9368251,[[0;1][1;0.629555875637446][0.807990096079603;0.667040698502737][0.614644087847357;0.709608746600994][...]],0.036278579,16,1902113869,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 17",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.8,6258,3,3,6.630767763,0.047383499,0.303559844,114.0358989,[[0;1][1;0.620329422679009][0.326493927054443;0.783057782961942][0.200774278137532;0.829877890811243][...]],0.029361169,16,1216382495,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 17",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:44.0,6385,3,3,5.842068026,0.044071272,0.295060777,114.8245986,[[0;1][1;0.546051861128895][0.793012535491233;0.595663211265671][0.0546584468924983;0.893870801421921][...]],0.03411334,16,1892186905,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 17",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:44.8,6542,3,3,5.58739707,0.049152616,0.33571778,115.0792696,[[0;1][1;0.522052402445903][0.127954186895893;0.829034873043026][0.474403168418191;0.67080436115062][0.63855055234191;0.618075142567731][...]],0.022829889,16,1405476244,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 19",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:41.2,5864,3,3,5.687389094,0.0451451,0.295160992,114.9792776,[[0;1][1;0.531564941976736][0.742493761129292;0.596383366230457][0.593208207094121;0.639211644511082][...]],0.030822484,16,2066236608,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 18",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:44.3,6258,3,3,6.438464662,0.052238526,0.326016818,114.228202,[[0;1][1;0.602115219987614][0.564390634330045;0.701085386804924][0.140478024010746;0.85087124291433][0.729490889058532;0.660165686842769][...]],0.031137746,16,531678129,32
