,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents,Problem
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 19",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:48.3,6135,5,5,0.523311508,0.218477116,0.83178171,128.2548046,[[0.851543810749284;-0.732434331887551][0;1.07675494380736][0.262859643734436;0.30320755153254][0.653014658814751;-0.412633559249729][...]],0.056835596,10,478839871,20,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 13",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:46.6,5784,5,5,1.642776113,0.311409325,1.984021885,127.13534,[[0.851847321243384;-0.631111760064881][0;1.25203829275239][0.652811199854054;-0.30229980136071][0.204374462720656;0.718230846984128][...]],0.109232379,10,727350246,20,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 14",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:46.6,5784,5,5,0.984214903,0.303854931,1.721771916,127.7939012,[[0.851999861538708;-0.690451389414203][0;1.14885838699867][0.0594834057047527;0.830580056300596][0.200299272139349;0.667551941358156][...]],0.09493256,10,516674148,20,ZDT3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 20",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,00:48.5,6135,5,5,0.419843007,0.240802888,0.98861296,128.3582731,[[0;1.05890903521538][0.851996479156119;-0.741247770948352][0.463514343707691;-0.0640114961729523][0.0792640012010282;0.72116721096025][...]],0.053193588,10,436624302,20,ZDT3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 8",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:02.9,9026,10,9,0.34002899,0.362146763,0.741880462,128.4380871,[[0;1.02972871622939][0.85216802578795;-0.757214157527366][0.426084012893975;0.0559753144415311][0.211944912474436;0.530107477886733][...]],0.173029629,5,1463445345,10,ZDT3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 8",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:06.1,10982,10,8,0.198301679,0.23610003,0.378860397,128.5798145,[[0;1.01023317660063][0.851923543920488;-0.767842944150241][0.0907340043680107;0.707314153047907][0.831344265828174;-0.493448142081807][...]],0.109715196,5,1164386639,10,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 15",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:46.7,5784,5,5,1.705865835,0.27145567,1.818139644,127.0722503,[[0.851826469661308;-0.62644562439166][0;1.25752846370356][0.0789296679054653;0.89534212524783][0.20759252064925;0.703190376169942][...]],0.083380841,10,333372444,20,ZDT3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 1",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:58.1,7015,10,10,0.518441025,0.301742157,0.986786214,128.2596751,[[0;1.04969425078603][0.851803769433162;-0.745538220383111][0.64065892313061;-0.299316019910509][0.42554876901448;0.157776612576809][...]],0.129001369,5,1394857232,10,ZDT3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 9",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:01.8,9026,10,9,0.273880068,0.325007082,0.768405491,128.5042361,[[0.852106448755337;-0.763933762252726][0;1.01735992318763][0.425678484638428;0.115106182081906][0.212892068322393;0.510955360145507][...]],0.131496949,5,1581023226,10,ZDT3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 9",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:05.5,10982,10,8,0.257780578,0.366268509,0.691943369,128.5203356,[[0.851354796853184;-0.765604774447093][0;1.0139446016841][0.639732432205164;-0.382028448434316][0.209809032694485;0.509672749092788][...]],0.147506994,5,1243820894,10,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 16",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:46.1,5784,5,5,1.040923062,0.315088128,1.776600923,127.7371931,[[0;1.13858988623689][0.85197833638773;-0.68705394141031][0.413366406655088;0.278351893827009][0.204569205932045;0.619695786080502][...]],0.09004708,10,372684140,20,ZDT3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 2",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:58.1,7015,10,10,0.31748738,0.270915536,1.007812895,128.4606288,[[0;1.01387845511277][0.852065041157009;-0.765851172926677][0.637136075067884;-0.232258852217883][0.42469460057722;0.0742984806092697][...]],0.124629788,5,296111929,10,ZDT3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 10",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:02.1,9026,10,9,0.263545585,0.305248018,0.553372103,128.5145705,[[0.851781446503879;-0.764394090808014][0;1.01660463653536][0.422157706941216;0.109080427222938][0.209042733180152;0.556536270419496][...]],0.142981073,5,1774335459,10,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 17",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:47.2,5784,5,5,1.516080434,0.328809165,1.886632759,127.2620357,[[0;1.23049579832549][0.852972469129326;-0.642922906385106][0.0632980498726631;0.893906270210397][0.217782506875517;0.617819039035792][...]],0.085157939,10,289452545,20,ZDT3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 10",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:06.6,10982,10,8,0.160096093,0.319433452,0.535600079,128.61802,[[0.851091405076523;-0.771052801435727][0;1.00386615201899][0.638322816082399;-0.366988452285983][0.425545702538261;0.044247264550063][...]],0.21073879,5,120039123,10,ZDT3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 3",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,01:02.0,7015,10,10,0.36136311,0.270347046,0.980011866,128.416753,[[0;1.01866466382181][0.852015730744154;-0.764261878527881][0.210846044569251;0.624440319832484][0.4177640425151;0.248334193562458][...]],0.108350772,5,1550051754,10,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 18",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:49.6,5784,5,5,2.405757031,0.293325891,1.687326646,126.3723591,[[0;1.36421720304693][0.853949950118502;-0.564328765331724][0.0729376867305523;0.993663018378477][0.19942733507669;0.845935105783791][...]],0.092942182,10,672840653,20,ZDT3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 11",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:06.6,9026,10,9,0.213448741,0.292441684,0.623100053,128.5646674,[[0;1.00946006143637][0.851378129117322;-0.768175920723005][0.227098731907051;0.375838441362594][0.425673251626103;0.0526215133376124][...]],0.225707685,5,931375799,10,ZDT3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 11",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:09.0,10982,10,8,0.252848417,0.345144675,0.678819391,128.5252677,[[0;1.00659190925162][0.852277173300503;-0.769880828771741][0.425655039481747;0.128444416534764][0.628704203351933;-0.200425617975963][...]],0.148074409,5,99432961,10,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 19",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:46.8,5784,5,5,0.862431095,0.307797991,1.942063549,127.915685,[[0;1.1320393148407][0.851841206056072;-0.700374044098799][0.653059623724193;-0.377825009360692][0.454278041392314;-0.0352617518960002][...]],0.079527618,10,1318039598,20,ZDT3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 4",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:58.3,7015,10,10,0.364350824,0.309323476,0.960736959,128.4137653,[[0;1.02534843745721][0.851971497137183;-0.759637856345841][0.637710608839471;-0.369687799808275][0.212841288434196;0.679652944141485][...]],0.12705317,5,1216668905,10,ZDT3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 12",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:00.6,9026,10,9,0.266965182,0.318041538,0.816076415,128.5111509,[[0.851528540818274;-0.767399860709644][0;1.01098435780539][0.636296314644587;-0.156640918352465][0.851412787809299;-0.59383478705052][...]],0.139684066,5,759918514,10,ZDT3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 12",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:03.8,10982,10,8,0.236716233,0.391151655,0.585645922,128.5413999,[[0;1.0014753253067][0.851147991418707;-0.772376303215966][0.0926851836759893;0.706684325084246][0.631533330509919;-0.260336575424329][...]],0.124301185,5,1878193871,10,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 20",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,00:45.1,5784,5,5,0.866123964,0.331727734,1.93664805,127.9119922,[[0;1.13053221586958][0.850572919553707;-0.700515030995242][0.652566389264187;-0.378836516374295][0.259045951940624;0.340711424278837][...]],0.084300977,10,2042347329,20,ZDT3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 5",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:56.1,7015,10,10,0.517754498,0.297973504,0.841633109,128.2603616,[[0.85210927151504;-0.759860422611952][0;1.02425163156411][0.415509447793537;0.476370673407981][0.208392563768148;0.70661456142787][...]],0.103742313,5,1313807828,10,ZDT3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 13",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:00.2,9026,10,9,0.368275493,0.407054769,0.77348705,128.4098406,[[0;1.01905898212653][0.852140933352321;-0.763025302471567][0.202835134325324;0.547872368212716][0.416437108127519;0.175098586430345][...]],0.154018957,5,549083047,10,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 1",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:53.8,5983,10,10,1.81799234,0.314536389,1.72201728,126.9601238,[[0.851713467877659;-0.632830173952054][0;1.2490879135699][0.308775656717114;0.712103831220092][0.638785100908245;-0.243709966671952][...]],0.18795385,5,777038671,10,ZDT3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 13",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:04.2,10982,10,8,0.239012009,0.278253626,0.420954969,128.5391041,[[0;1.01417126883038][0.851259698705239;-0.765573750040395][0.210810406784363;0.490381746380606][0.63881941449807;-0.369570170472996][...]],0.191357203,5,5758194,10,ZDT3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 6",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:56.8,7015,10,10,0.465584943,0.282556232,1.042404471,128.3125312,[[0;1.03164132608079][0.850330130122557;-0.755249941457264][0.211766581334935;0.811734205153628][0.42353316266987;0.15743446625423][...]],0.095173144,5,507383286,10,ZDT3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 14",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:00.9,9026,10,9,0.245790214,0.313838692,0.821097033,128.5323259,[[0.85178151940589;-0.764595218390109][0;1.01575783115984][0.43041181841167;0.0367381535272973][0.640641796486954;-0.394095135573842][...]],0.138429989,5,1059647245,10,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 2",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:53.3,5983,10,10,1.539500063,0.352674473,1.715550313,127.2386161,[[0.852323860247971;-0.653557235355374][0;1.21349859108108][0.448658730033545;0.0273717686995057][0.249838591271216;0.413046486265135][...]],0.127767245,5,2145418136,10,ZDT3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 14",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:03.4,10982,10,8,0.182247683,0.279540725,0.482203935,128.5958684,[[0;1.00748410928903][0.85113570067296;-0.769125935038828][0.21278392516824;0.486939933970423][0.42556785033648;0.0464498378051422][...]],0.139823724,5,1372424152,10,ZDT3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 7",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:56.1,7015,10,10,0.465584353,0.283579747,1.054501509,128.3125318,[[0.851769871728532;-0.760326490534158][0;1.02409218884571][0.428674480698941;0.248663341837409][0.637021809906002;-0.265276630129317][...]],0.11450013,5,305132984,10,ZDT3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 15",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:00.0,9026,10,9,0.344625832,0.366350718,0.931402743,128.4334903,[[0;1.00861445888156][0.851853698331622;-0.768721242725742][0.629541813145731;-0.17055143486373][0.415671432245914;0.247997994368543][...]],0.175610791,5,2146710976,10,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 3",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:53.0,5983,10,10,2.088199233,0.366728991,1.601364315,126.6899169,[[0.851458848655331;-0.608498023680174][0;1.28558316276546][0.640661463726459;-0.20675897773364][0.42535778865083;0.417613090981916][...]],0.125769358,5,669672037,10,ZDT3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 8",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:56.1,7015,10,10,0.495373218,0.288655598,0.949847729,128.2827429,[[0;1.04383832193149][0.851112393017784;-0.749316722161824][0.422609342378312;0.189807114752416][0.211304671189156;0.648302065183371][...]],0.109244677,5,18442044,10,ZDT3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 15",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:03.7,10982,10,8,0.199484447,0.321066015,0.493957609,128.5786317,[[0;1.00123424049999][0.851676922583148;-0.772693861503936][0.425539783310997;0.0995045712691339][0.230726924169423;0.484466371153219][...]],0.125228723,5,1970085498,10,ZDT3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 16",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.8,9026,10,9,0.418051815,0.291966762,0.631209382,128.3600643,[[0;1.02660011387631][0.851337454863379;-0.758856597998817][0.208724782619342;0.653011808904948][0.849714827222681;-0.245439995104587][...]],0.135839471,5,1564813734,10,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 4",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:53.2,5983,10,10,1.001021797,0.313273166,1.736191712,127.7770943,[[0;1.13127449137383][0.851701177050626;-0.70079497191881][0.641294560640683;-0.337935175811825][0.416782106640137;0.234924208895589][...]],0.127025044,5,289739332,10,ZDT3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 9",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.4,7015,10,10,0.326345821,0.301715,0.984632733,128.4517703,[[0;1.01699370350996][0.851372587936199;-0.764093013416297][0.634262508360935;-0.344460193320758][0.425839935627582;0.234530606449203][...]],0.104364296,5,204100229,10,ZDT3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 16",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:03.2,10982,10,8,0.239697733,0.33940637,0.695468581,128.5384184,[[0;1.00513769709835][0.85148610849679;-0.7704433287066][0.631415624558715;-0.297361034678924][0.209561422824447;0.717576105480963][...]],0.160193451,5,2073887104,10,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 5",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:53.4,5983,10,10,1.474405136,0.301477054,1.544884344,127.303711,[[0.851554493058879;-0.657923536508593][0;1.20621232512361][0.210759737032073;0.632103600442646][0.424712803413116;0.192811785054641][...]],0.134405657,5,586271593,10,ZDT3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 17",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:00.2,9026,10,9,0.285299154,0.291295083,0.666300748,128.492817,[[0;1.02295631650101][0.851142509186928;-0.760522582814989][0.638127874521462;-0.3790625153097][0.458255798966386;0.0286872718815087][...]],0.139541067,5,2094007749,10,ZDT3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 10",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.9,7015,10,10,0.360911617,0.334357291,0.98029323,128.4172045,[[0.851645241459775;-0.761019035008418][0;1.02259387749252][0.211971295586428;0.594118680134853][0.423798623080488;0.103449185047018][...]],0.13106102,5,1936246364,10,ZDT3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 17",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:03.2,10982,10,8,0.21599173,0.274883544,0.530880467,128.5621244,[[0;1.00500577780282][0.851048132873385;-0.770409809054577][0.270314257029718;0.343797297207745][0.638323926148443;-0.378490882033477][...]],0.122385297,5,539431565,10,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 6",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:52.9,5983,10,10,1.393485487,0.320755664,1.600772394,127.3846306,[[0;1.18807364597954][0.853369024446746;-0.667428740074768][0.426684512223373;0.158833231669982][0.180474595392087;0.819165676450593][...]],0.131501964,5,293778614,10,ZDT3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 18",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:59.6,9026,10,9,0.210771848,0.298137849,0.767447531,128.5673443,[[0;1.011008486944][0.851350731866332;-0.766770797282118][0.231769499543084;0.360663344943952][0.44912374908976;-0.0216542719158839][...]],0.103484642,5,1171971368,10,ZDT3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 11",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.7,7015,10,10,0.344708944,0.230256964,0.80037145,128.4334072,[[0.851592445509109;-0.761703088157198][0;1.02151672657024][0.453430219900598;-0.109861305045029][0.42377564296966;0.435855269335112][...]],0.0921408,5,302367377,10,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 7",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:53.3,5983,10,10,2.38149947,0.277043395,1.537813293,126.3966167,[[0;1.33391200331207][0.851935619326549;-0.582461565687547][0.411854632829287;0.442859224488886][0.638951714494912;-0.190138998745302][...]],0.11017902,5,1057140446,10,ZDT3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 18",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:03.5,10982,10,8,0.212254369,0.300392855,0.515123235,128.5658618,[[0.85211004663005;-0.766073414381921][0;1.01344794080385][0.269800163830404;0.363331279483047][0.0596138784536543;0.780585694673857][...]],0.173788855,5,959621566,10,ZDT3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 19",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:00.1,9026,10,9,0.383727821,0.263626412,0.771751416,128.3943883,[[0.85172978718523;-0.763573457641693][0;1.01492268068447][0.417302821990086;0.19731155763089][0.20675616309235;0.745923402003544][...]],0.120980858,5,22559227,10,ZDT3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 12",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:56.2,7015,10,10,0.518813804,0.300761956,0.877016075,128.2593023,[[0.851779554023248;-0.750496048873424][0;1.04138057507047][0.418439463047659;0.296896592772198][0.633858274623444;-0.309477283615843][...]],0.117591876,5,14318689,10,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 8",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:52.9,5983,10,10,0.95707707,0.328987152,1.820864737,127.8210391,[[0;1.12080627749647][0.851826069517733;-0.703538487603065][0.212956517379433;0.550886592794548][0.425913034758867;0.12541463269312][...]],0.147469906,5,756563331,10,ZDT3
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 19",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,01:03.2,10982,10,8,0.171208913,0.280071557,0.465489963,128.6069072,[[0.851954376923214;-0.77011987253977][0;1.0063241433983][0.191156867463483;0.641704482818147][0.237135632980562;0.29971597756874][...]],0.103105856,5,1263249792,10,ZDT3
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 20",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,01:00.0,9026,10,9,0.229595336,0.265839808,0.746367161,128.5485208,[[0.850890500106136;-0.770696264903617][0;1.00426230883065][0.637507052438548;-0.38491162450494][0.209044551310445;0.553103001346569][...]],0.079134286,5,1886761607,10,ZDT3
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 13",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:55.0,7015,10,10,0.391747508,0.315323419,0.844203005,128.3863686,[[0.85086212392803;-0.75148683962291][0;1.03954838919137][0.634397368082149;-0.321082822764003][0.426303162777536;0.157389873778561][...]],0.116388547,5,1866405004,10,ZDT3
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 9",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:51.0,5983,10,10,1.761500524,0.269559343,1.670338253,127.0166156,[[0.852493548547786;-0.634531625975042][0;1.24161693845089][0.419539760489896;0.282863212904163][0.0688737605810469;0.892543657815161][...]],0.130468717,5,996640022,10,ZDT3
