,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents,Problem
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 4",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:51.4,5983,10,10,1.205496865,0.24512504,1.566834135,119.4611698,[[1;0.0934249596112668][0;1.17950090086521][0.53127957954467;0.387869951080874][0.265639789772335;0.619723748662145][...]],0.12943887,5,1395231867,10,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 6",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:53.7,7015,10,10,0.33754993,0.243309904,0.938093978,120.3291167,[[0;1.02392369846796][1;0.010685607537542][0.75573058848472;0.227414647864718][0.453407329983889;0.552229653993428][...]],0.150556744,5,939761106,10,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 6",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:56.8,9026,10,9,0.244591224,0.241270082,0.771095082,120.4220754,[[0;1.01733742194742][1;0.00870609122200091][0.216855784452182;0.547640367180137][0.0940088862712852;0.89123025482554][...]],0.156717943,5,1237208353,10,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 6",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,00:59.2,10982,10,8,0.207147724,0.227717642,0.465169842,120.4595189,[[1;0.00366829372905629][0;1.0073230152182][0.713307858160108;0.243802066576864][0.456511205177098;0.376102565271699][...]],0.10344116,5,196957719,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 5",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:51.2,5983,10,10,1.347329844,0.290905419,1.742741037,119.3193368,[[1;0.0995706646459847][0;1.19081567700362][0.569514388431958;0.367294783509466][0.33;0.563943143383099][...]],0.140145383,5,1579457988,10,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 7",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:53.5,7015,10,10,0.319938139,0.241165098,1.009747847,120.3467285,[[1;0.0119129973762784][0;1.02368735915721][0.451707053712832;0.544696856299103][0.585172319985535;0.268427088015848][...]],0.125086176,5,255321162,10,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 7",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:56.2,9026,10,9,0.143172702,0.287998081,0.848415334,120.523494,[[1;0.00285533293835917][0;1.00570255917945][0.67;0.191218032479497][0.0736331191993549;0.819324337207775][...]],0.161223565,5,1355479632,10,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 7",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,00:59.5,10982,10,8,0.178078558,0.231553056,0.533358919,120.4885881,[[0;1.00984644351643][1;0.00493528151432289][0.5;0.313055073098924][0.7732661903152;0.169964869534347][...]],0.180262947,5,1846079867,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 6",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:51.2,5983,10,10,1.099408224,0.329496336,1.994568124,119.5672584,[[0;1.16326991407525][1;0.0847200016101905][0.67;0.280438762790452][0.297700599381581;0.574792089463624][...]],0.13725541,5,930724418,10,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 8",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:52.9,7015,10,10,0.322941001,0.245213599,0.953739109,120.3437257,[[0;1.02536874062661][1;0.0127253945895495][0.568553870824284;0.307298312692044][0.284276935412142;0.533066505939968][...]],0.124429619,5,1064285259,10,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 8",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:55.9,9026,10,9,0.196952721,0.266488709,0.862312647,120.4697139,[[0;1.01023384760392][1;0.00520795942321283][0.0832896383430554;0.791343457579938][0.540878042840484;0.360554958438293][...]],0.131438903,5,1508645130,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 7",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:50.8,5983,10,10,1.109290581,0.298511827,1.811890675,119.5573761,[[1;0.0847720740120858][0;1.16315293447656][0.374711041093581;0.518182004562201][0.66915647526296;0.28099549979571][...]],0.118632591,5,1974743844,10,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 8",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,00:58.7,10982,10,8,0.148521129,0.252276351,0.545253863,120.5181455,[[1;0.00328775760412163][0;1.00656477635634][0.568788890994099;0.292251531704402][0.856620592507958;0.124087722613576][...]],0.14310389,5,2105577765,10,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 9",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:52.8,7015,10,10,0.309468112,0.248960878,1.039875985,120.3571986,[[1;0.0143374263817112][0;1.02847498227674][0.5;0.311371439447413][0.824998546538521;0.175011892843025][...]],0.097925,5,4997459,10,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 9",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:56.1,9026,10,9,0.181290046,0.287276477,0.936640217,120.4853766,[[1;0.00280631359832556][0;1.0054531947672][0.387255460190771;0.406266069072278][0.141440039825163;0.681512644281591][...]],0.129301452,5,3068115,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 8",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:50.7,5983,10,10,1.532689081,0.323292776,1.773457802,119.1339776,[[1;0.122346140501168][0;1.22864634275693][0.163511870004565;0.783620021431105][0.488095134341984;0.456918688586053][...]],0.132523991,5,1121482076,10,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 9",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,00:58.7,10982,10,8,0.198384828,0.26846035,0.651316797,120.4682818,[[1;0.00656543894835979][0;1.0131076424004][0.180620837966149;0.608660309790895][0.118862237006648;0.974846053883606][...]],0.139201568,5,598141530,10,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 10",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:53.0,7015,10,10,0.300635531,0.195137469,0.915382883,120.3660311,[[0;1.0278565569079][1;0.0118982012858638][0.665;0.199432738338373][0.448214834039203;0.414693992783782][...]],0.087974124,5,1010372498,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 9",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:50.7,5983,10,10,1.100407768,0.277463802,1.578497472,119.5662589,[[1;0.0832445010506161][0;1.16051783410058][0.197907819540448;0.681273059392866][0.698405046927793;0.280568166649475][...]],0.125253009,5,1740447001,10,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 10",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:55.9,9026,10,9,0.220158497,0.253277528,0.782295702,120.4465082,[[0;1.01517961065286][1;0.00762172852995334][0.5;0.302728390048557][0.184577193200149;0.601598083609097][...]],0.164704374,5,600956484,10,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 10",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,00:58.8,10982,10,8,0.229343257,0.271542355,0.685367313,120.4373234,[[0;1.01726917971353][1;0.00867154947958343][0.6700244140625;0.236299970109962][0.122402433938985;0.727537537850099][...]],0.13202976,5,1502305062,10,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 11",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:52.6,7015,10,10,0.412749497,0.266845991,0.971502298,120.2539172,[[1;0.0207369428610967][0;1.04106082551602][0.623437603624337;0.235432830541367][0.2820483577018;0.584758870810145][...]],0.126201186,5,322297099,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 10",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:51.5,5983,10,10,1.117209913,0.266582906,1.521887604,119.5494568,[[1;0.0859686415774491][0;1.16559666158463][0.561262199744918;0.356767046463919][0.142274404862454;0.758368750782075][...]],0.11855441,5,904678203,10,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 11",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:55.7,9026,10,9,0.209559083,0.282374435,0.713115188,120.4571076,[[0;1.0121570685275][1;0.00672243660361698][0.831874053441795;0.125636412050972][0.300566482576844;0.500629539390424][...]],0.142037284,5,460614770,10,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 11",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,00:58.9,10982,10,8,0.137999638,0.247767737,0.502794409,120.528667,[[0;1.00662402654373][1;0.00324555094310403][0.592643557391962;0.235514094739065][0.281201625797813;0.491166240234831][...]],0.123870406,5,1623500215,10,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 12",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:53.0,7015,10,10,0.259712774,0.228300393,0.991404093,120.4069539,[[1;0.011183518056148][0;1.02210113759473][0.29534351837997;0.545343868176757][0.772759011865471;0.137462226615357][...]],0.155176159,5,1366759929,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 11",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:50.5,5983,10,10,1.139897297,0.268413121,1.625841868,119.5267694,[[1;0.0827594225020032][0;1.15931277874856][0.448158948131034;0.438029367752638][0.0542712129583568;0.909628758718511][...]],0.120552134,5,2130516559,10,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 12",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:55.6,9026,10,9,0.341624497,0.298614391,0.977138002,120.3250422,[[0;1.0292621924612][1;0.014736592754025][0.257301219478164;0.514645425067212][0.742698780521836;0.242438962976975][...]],0.167744342,5,1785139250,10,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 12",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,00:59.0,10982,10,8,0.250077935,0.238048906,0.624330611,120.4165887,[[0;1.0223394282018][1;0.0111191729597304][0.726023155452237;0.170764840482423][0.169767137734052;0.647634209472303][...]],0.113068568,5,1498376596,10,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 13",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:53.2,7015,10,10,0.306040885,0.237806975,0.853867369,120.3606258,[[1;0.0115769661978976][0;1.02302292248057][0.158707151563483;0.639320952998585][0.482301588421384;0.409964557512943][...]],0.094418229,5,1027561876,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 12",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:50.7,5983,10,10,0.829211,0.274049084,1.635201506,119.8374557,[[0;1.11831448386673][1;0.0608481907523161][0.696835842673727;0.235885189852659][0.300763;0.538481366958322][...]],0.147998752,5,1626990331,10,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 13",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:56.5,9026,10,9,0.16718807,0.232631609,0.652137372,120.4994786,[[1;0.0027997166404289][0;1.00559163845345][0.785536685973279;0.123171040332454][0.462213306185606;0.348931252740015][...]],0.191774041,5,617105038,10,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 14",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:52.9,7015,10,10,0.362386526,0.26631942,0.988953929,120.3042801,[[0;1.03097694605401][1;0.0156681390463591][0.67;0.266559450035006][0.319200441499871;0.518885815407697][...]],0.13882274,5,28510212,10,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 13",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,00:58.9,10982,10,8,0.195534183,0.256983347,0.615302316,120.4711325,[[0;1.01292725847361][1;0.00648410249143281][0.755346257167603;0.214840334081765][0.335;0.437492341147365][...]],0.121504202,5,1124101927,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 13",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:50.5,5983,10,10,1.743825584,0.274318748,1.66295436,118.9228411,[[1;0.141624646341321][0;1.26742385243008][0.676234395064447;0.341640075223811][0.361321202324193;0.59070595683813][...]],0.135347203,5,2085358539,10,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 14",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:56.2,9026,10,9,0.222377978,0.297845802,0.866346028,120.4442887,[[1;0.00466821427122667][0;1.00931483743562][0.540269070029396;0.30019797983051][0.242896457434929;0.554873361211312][...]],0.171897993,5,1002122919,10,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 15",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:53.2,7015,10,10,0.308721967,0.223467659,0.872878124,120.3579447,[[0;1.02118198615025][1;0.0106464913999427][0.33;0.440673540535907][0.245737620424498;0.671527112828815][...]],0.107937496,5,876589539,10,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 14",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,00:59.0,10982,10,8,0.234201652,0.244678129,0.531595398,120.432465,[[0;1.01484968610696][1;0.0056810019522598][0.125728733497634;0.791191279897533][0.40520022917254;0.396048943861392][...]],0.104508776,5,800157941,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 14",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:51.2,5983,10,10,1.250453464,0.264359957,1.708365622,119.4162132,[[0;1.18790712294419][1;0.0979956022489591][0.144136111388484;0.774119359239866][0.430850514073342;0.472497873219622][...]],0.09958722,5,1360602447,10,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 15",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:56.0,9026,10,9,0.201097486,0.286464081,0.987383094,120.4655692,[[1;0.00538651788321232][0;1.01074432961982][0.148925867302522;0.725511427935302][0.67222744290663;0.208314954238301][...]],0.143949451,5,1977523206,10,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 16",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:53.0,7015,10,10,0.240080382,0.265570091,1.043708496,120.4265863,[[0;1.00960653088964][1;0.00481474604581227][0.72475531714241;0.154201538220101][0.362377658571205;0.404743859912178][...]],0.118473885,5,212212954,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 15",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:50.6,5983,10,10,1.020049243,0.280895973,1.593942571,119.6466174,[[0;1.15063613736009][1;0.0779590483160036][0.657154366263633;0.281069830718147][0.147436150839112;0.738755859720144][...]],0.129079976,5,2096660254,10,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 15",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,00:58.8,10982,10,8,0.144200462,0.300435748,0.629110896,120.5224662,[[1;0.00257794206521918][0;1.0051492723908][0.665;0.198715364629783][0.116451655231946;0.729453810309763][...]],0.148330024,5,685890611,10,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 16",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:55.3,9026,10,9,0.213315293,0.327109695,0.988021058,120.4533514,[[1;0.00373391035289171][0;1.00743740003005][0.63415490264382;0.245822870329597][0.335;0.463242234266578][...]],0.154821377,5,1207941090,10,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 17",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:53.3,7015,10,10,0.349171989,0.252777462,0.917222319,120.3174947,[[1;0.0123356676364768][0;1.02452280886171][0.13910749550981;0.648433892174171][0.5;0.491198625820597][...]],0.086554592,5,9098640,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 16",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:50.9,5983,10,10,0.941671413,0.263731143,1.795775292,119.7249953,[[1;0.0712238285477476][0;1.13743803985899][0.366586110666092;0.491787202290414][0.672477188873026;0.263080228621551][...]],0.138163388,5,385510553,10,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 16",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,00:59.1,10982,10,8,0.157535277,0.234329703,0.429294075,120.5091314,[[1;0.00269818758093932][0;1.00538913396941][0.738306268472814;0.148222220691448][0.476612536945628;0.313893554371677][...]],0.114092604,5,2084502882,10,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 17",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:56.6,9026,10,9,0.158384887,0.261402499,0.812956006,120.5082818,[[1;0.00408790932846016][0;1.00815924289987][0.33;0.45959447057428][0.5;0.343121291130154][0.757416109935409;0.173771535989049][...]],0.135872391,5,1564641413,10,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 18",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:53.0,7015,10,10,0.340428281,0.247852232,0.995960372,120.3262384,[[1;0.0113944737522033][0;1.02266199056919][0.666826433478137;0.196866587442659][0.385602976262427;0.551033103744999][...]],0.173035691,5,1061485092,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 17",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:50.9,5983,10,10,1.094070188,0.272022614,1.512974716,119.5725965,[[0;1.14260392503188][1;0.0736773957363043][0.366821863527643;0.60478656870317][0.733643727055286;0.341731904003891][...]],0.1444852,5,1786936952,10,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 17",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,00:58.6,10982,10,8,0.153955725,0.287542215,0.650024506,120.5127109,[[1;0.00384457142777914][0;1.00767515833434][0.46196744019666;0.33365879268988][0.103790233554031;0.754042248934218][...]],0.1935065,5,937621265,10,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 18",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:55.4,9026,10,9,0.215805326,0.259982153,0.803416016,120.4508613,[[0;1.01593055869565][1;0.00799675199222631][0.124967507930739;0.684079230321676][0.5;0.39573971780105][...]],0.149492755,5,1988562937,10,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 19",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:53.2,7015,10,10,0.342554332,0.269175716,0.925596472,120.3241123,[[0;1.02948144913797][1;0.0148477964642709][0.695232946869662;0.24577742258016][0.417446524900191;0.466921876028251][...]],0.165196127,5,1708285833,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 18",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:51.2,5983,10,10,1.081417599,0.276929482,1.603741291,119.5852491,[[1;0.0814830154517509][0;1.15885355732279][0.57626620602607;0.342015968734643][0.126536052589957;0.774756129539881][...]],0.129447526,5,530627291,10,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 18",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,00:58.9,10982,10,8,0.169764439,0.262607759,0.640713118,120.4969022,[[1;0.00530357235754163][0;1.01057931129376][0.279454097537634;0.488124579626751][0.737054903231444;0.166159145949436][...]],0.17527734,5,1828113669,10,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 19",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:55.6,9026,10,9,0.243078101,0.274309781,0.700314312,120.4235886,[[1;0.00621141033030626][0;1.01238471101922][0.7789;0.143569701002177][0.249766472183445;0.70475421162089][...]],0.125891595,5,1072934768,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 19",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:50.9,5983,10,10,0.814130901,0.28853605,1.838377747,119.8525358,[[0;1.11567173904481][1;0.0594180364180534][0.623539276149609;0.281606377260358][0.296638817418032;0.540387746981301][...]],0.157596772,5,1883826596,10,ZDT1
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10} Run 20",50,[50;100;200;450;800;1250;1800;2450;3200;4050],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=10}",300000,00:53.5,7015,10,10,0.386769935,0.224337367,0.910996239,120.2798967,[[0;1.02595945990966][1;0.0130265608408326][0.121034834472872;0.744301296198188][0.5;0.534017501045121][...]],0.103284786,5,35082903,10,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 19",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,00:56.5,10982,10,8,0.128608425,0.19862764,0.411490596,120.5380582,[[0;1.00757380217842][1;0.00379404437374071][0.390881466405559;0.385835169146734][0.760822826882652;0.134353193666569][...]],0.099295113,5,1761191785,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10} Run 20",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=10}",300030,00:47.3,5983,10,10,0.940080791,0.259800367,1.687088633,119.7265859,[[1;0.0701417448454338][0;1.13112831435555][0.167485915042189;0.699498569516669][0.490160835355351;0.389549683809741][...]],0.1250773,5,272288250,10,ZDT1
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10} Run 20",150,[150;300;600;1350;2400;3750;5400;7350;9600;12150],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=10}",300015,00:51.7,9026,10,9,0.191880754,0.245004012,0.791768005,120.4747859,[[1;0.00632694654325584][0;1.01261436149968][0.693260154486622;0.235548788393577][0.352127552890316;0.431297544689909][...]],0.139170803,5,212698059,10,ZDT1
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 20",300,[300;600;1200;2700;4800;7500;10800;14700;19200;24300],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10}",300000,00:50.2,10982,10,8,0.240662363,0.224856908,0.428401892,120.4260043,[[1;0.00908055723999045][0;1.01803059773599][0.67;0.192168669598071][0.478532409194275;0.439577441643534][...]],0.163958877,5,1717824029,10,ZDT1
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 1",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:38.0,5864,3,3,0.2131702,0.407333641,1.281982061,120.1201631,[[0;1.00822591196362][1;0.0165308713541516][0.595824438337086;0.656733622342269][0.710837788847283;0.507280409266402][...]],0.14687244,16,691837101,32,ZDT2
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 1",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:40.8,6258,3,3,0.563090608,0.404663561,0.63412889,119.7702427,[[1;0.0497358885670514][0;1.02516974660755][0.302127515222073;0.936181708312774][0.133254343688764;1.00786323818823][...]],0.121779921,16,1680081066,32,ZDT2
