,Absolute Distance to BestKnownHypervolume,AgeGap,AgeInheritance,AgeLimits,AgingScheme,Algorithm Name,Algorithm Type,Analyzer.0,Analyzer.1,Analyzer.10,Analyzer.2,Analyzer.2.Dampening,Analyzer.4,Analyzer.5,Analyzer.6,Analyzer.7,Analyzer.8,Analyzer.9,Best known hypervolume,BestKnownFront,Bounds,Crowding,DominateOnEqualQualities,Encoding.Bounds,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generational Distance,Generations,Hypervolume,HypervolumeValues,LayerAnalyzer,LayerAnalyzer.0,LayerAnalyzer.1,LayerAnalyzer.8,LayerAnalyzer.UpdateInterval,LayerResults,MatingPoolRange,MaximumGenerations,NumberOfLayers,OpenLayers,Pareto Archive,Pareto Front,ParetoFrontAnalyzer,ParetoFrontAnalyzer.0,ParetoFrontAnalyzer.1,ParetoFrontAnalyzer.10,ParetoFrontAnalyzer.2,ParetoFrontAnalyzer.2.HistogramName,ParetoFrontAnalyzer.2.MaximumIterations,ParetoFrontAnalyzer.2.StoreHistory,ParetoFrontAnalyzer.4,ParetoFrontAnalyzer.5,ParetoFrontAnalyzer.5.Dampening,ParetoFrontAnalyzer.7,ParetoFrontAnalyzer.8,ParetoFrontAnalyzer.9,ParetoFrontAnalyzer.UpdateInterval,ParetoFrontResults,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Age Distribution,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Archive,ParetoFrontResults.Pareto Front,ParetoFrontResults.ParetoFrontAges,ParetoFrontResults.ParetoFrontHypervolumeValues,ParetoFrontResults.Scatterplot,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,ReduceToPopulationSize,Seed,SelectedParents,SelectedParentsFactor,Selector.NumberOfSelectedSubScopes,Spacing,Terminator,Terminator.1,Terminator.1.Comparison,Terminator.1.ComparisonValue,Terminator.1.Threshold,Terminator.1.Type,TestFunction,TopLayerPopulationSize,TopLayerSelector,TopLayerSelector.CopySelected,TopLayerSelector.GroupSize,TopLayerSelector.NumberOfSelectedSubScopes
ALPS with NSGA2 Run 25,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.280686306,TRUE,[[0;1]],50,120026,00:08.8,0.162362301,700,120.5155403,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.151126382,Population Age Distribution,120.6666667,0.280686306,0.162362301,120.5155403,ItemArray<IScope>,[[0;1.00447747746285][1;0.00224123906562154][0.277763865826437;0.515136201940883][0.697097004819221;0.16778895220986][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.04387322,5,50,TRUE,2044352271,,2,200,0.04387322,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT1,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 24,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.399627038,TRUE,[[0;1]],50,120026,00:09.1,0.247914966,700,128.6684466,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.109669518,Population Age Distribution,128.7781161,0.399627038,0.247914966,128.6684466,ItemArray<IScope>,[[0;1.00083562230366][0.851820018488326;-0.772918854938194][0.412004133708748;0.206973430615287][0.0957619566230348;0.678539759239802][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.089976855,5,50,TRUE,509796983,,2,200,0.089976855,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT3,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 25,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.495357289,TRUE,[[0;1]],30,120026,00:08.9,2.037708417,700,117.4671238,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.051451405,Population Age Distribution,117.5185752,0.495357289,2.037708417,117.4671238,ItemArray<IScope>,[[0.28077531881537;0.921165220344128][1;0][0.559595798156823;0.686852542685228][0.425832498751156;0.818666683007347][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.070611523,5,30,TRUE,257540685,,2,200,0.070611523,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT6,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 25,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.104785684,TRUE,[[0;1][-5;5]],30,120026,00:08.8,0.414616525,700,113.497743,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,7.168923661,Population Age Distribution,120.6666667,0.123728917,0.414616525,113.497743,ItemArray<IScope>,[[0;1][1;0.669004618697822][0.269918404167879;0.830376751831888][0.0823182778446378;0.946528442351646][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.047734234,5,30,TRUE,1023892859,,2,200,0.052972538,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT4,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 26,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.317893402,TRUE,[[0;1]],50,120026,00:08.7,0.244666239,700,120.5211397,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.145526988,Population Age Distribution,120.6666667,0.317893402,0.244666239,120.5211397,ItemArray<IScope>,[[0;1.01355065424712][1;0.00679811795589834][0.507217411218298;0.296549584017253][0.136255771036448;0.641929714838206][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.036748401,5,50,TRUE,452686731,,2,200,0.036748401,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT1,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 25,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.310600631,TRUE,[[0;1]],50,120026,00:09.2,0.368793058,700,120.1268555,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.206477863,Population Age Distribution,120.3333333,0.310600631,0.368793058,120.1268555,ItemArray<IScope>,[[1;0.0140345256234425][0;1.00704188349731][0.609961287280404;0.637590743403043][0.709381935474847;0.507338009582554][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.08508196,5,50,TRUE,1256605958,,2,200,0.08508196,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT2,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 25,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.360483918,TRUE,[[0;1]],50,120026,00:09.1,0.183966594,700,128.2791748,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.498941327,Population Age Distribution,128.7781161,0.360483918,0.183966594,128.2791748,ItemArray<IScope>,[[0.851887808130153;-0.737258786198536][0;1.06614489762105][0.186500408131068;0.696993067941105][0.260486577083474;0.292681893893152][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.067589938,5,50,TRUE,1956002550,,2,200,0.067589938,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT3,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 26,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.42966679,TRUE,[[0;1]],30,120026,00:09.1,1.5263856,700,117.4710684,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.047506765,Population Age Distribution,117.5185752,0.42966679,1.5263856,117.4710684,ItemArray<IScope>,[[1;0][0.280775318815443;0.921165220344086][0.68065334704953;0.536711021150272][0.485016894523429;0.764758612026849][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.04946178,5,30,TRUE,557891058,,2,200,0.04946178,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT6,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 26,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.10657013,TRUE,[[0;1][-5;5]],30,120026,00:09.0,0.396872486,700,112.6253151,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,8.041351594,Population Age Distribution,120.6666667,0.126303183,0.396872486,112.6253151,ItemArray<IScope>,[[0;1][1;0.751408457510399][0.322934767840329;0.91512587269894][0.444713675120021;0.835039487919844][0.820229538449182;0.775455702692168][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.026283565,5,30,TRUE,1470155478,,2,200,0.031324984,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT4,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 27,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.29218729,TRUE,[[0;1]],50,120026,00:08.9,0.198990566,700,120.5884261,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.078240553,Population Age Distribution,120.6666667,0.29218729,0.198990566,120.5884261,ItemArray<IScope>,[[0;1.00323124182176][1;0.000386611322956036][0.461512693110671;0.322787311520948][0.0962984402076605;0.692410408774995][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.082882516,5,50,TRUE,935898979,,2,200,0.082882516,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT1,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 26,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.259221712,TRUE,[[0;1]],50,120026,00:09.4,0.105471276,700,120.1492366,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.184096752,Population Age Distribution,120.3333333,0.323891674,0.105471276,120.1492366,ItemArray<IScope>,[[0;1.00303101861168][1;0.00565185003325665][0.67;0.931793853610934][0.734040147958043;0.466262875100309][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.059771784,5,50,TRUE,1782176567,,2,200,0.069494746,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT2,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 26,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.42060196,TRUE,[[0;1]],50,120026,00:09.3,0.328158638,700,128.7007035,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.077412669,Population Age Distribution,128.7781161,0.42060196,0.328158638,128.7007035,ItemArray<IScope>,[[0;1.00240186306392][0.852413607677303;-0.771933015827967][0.28129649053351;0.315453201998614][0.453473295800202;-0.122586961729212][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.117378722,5,50,TRUE,894194116,,2,200,0.117378722,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT3,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 27,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.461352665,TRUE,[[0;1]],30,120026,00:09.1,1.771488715,700,117.4481114,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.070463822,Population Age Distribution,117.5185752,0.461352665,1.771488715,117.4481114,ItemArray<IScope>,[[1;0][0.28077531881537;0.921165220344128][0.7915471661704;0.37345308372761][0.504735717100763;0.745241855882778][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.074340789,5,30,TRUE,1749860676,,2,200,0.074340789,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT6,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 27,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.107696387,TRUE,[[0;1][-5;5]],30,120026,00:09.0,0.343410653,700,113.3406116,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,7.326055041,Population Age Distribution,120.6666667,0.124820722,0.343410653,113.3406116,ItemArray<IScope>,[[0;1][1;0.683980138104906][0.476468251740002;0.781916181251632][0.127142889040086;0.88732277239602][0.655325747906435;0.744225536336287][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.045694608,5,30,TRUE,1734881711,,2,200,0.048202432,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT4,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 28,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.352319491,TRUE,[[0;1]],50,120026,00:08.8,0.378702867,700,120.4749079,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.191758727,Population Age Distribution,120.6666667,0.352319491,0.378702867,120.4749079,ItemArray<IScope>,[[0;1.02032190180361][1;0.0102120557323916][0.623144579835059;0.222946092572893][0.15628518440198;0.620996525491401][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.124916983,5,50,TRUE,500829363,,2,200,0.124916983,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT1,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 27,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.276353965,TRUE,[[0;1]],50,120026,00:09.2,0.237202642,700,120.1923331,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.141000219,Population Age Distribution,120.3333333,0.276353965,0.237202642,120.1923331,ItemArray<IScope>,[[1;0.00688778719226814][0;1.00344982373552][0.758208951828083;0.430545892135164][0.964882223676775;0.0756529183362789][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.072261931,5,50,TRUE,2076899536,,2,200,0.072261931,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT2,10,CrowdedTournamentSelector,TRUE,2,200
ALPS with NSGA2 Run 27,,300,1,[300;600;1200],Polynomial,ALPS with NSGA2,AlpsNsga2,,,ScatterPlotAnalyzer,,,CrowdingAnalyzer,,,,,SpacingAnalyzer,,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.436368181,TRUE,[[0;1]],50,120026,00:09.3,0.243737038,700,128.6086003,,MultiAnalyzer,Layer-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,HypervolumeDevelopmentAnalyzer,1,ItemArray<ResultCollection>,1,,3,3,,,MultiAnalyzer,PF-RankBasedParetoFrontAnalyzer,OldestAverageYoungestAgeAnalyzer,ScatterPlotAnalyzer,AgeDistributionAnalyzer,Age Distribution,-1,FALSE,CrowdingAnalyzer,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,1,ResultCollection,0.169515876,Population Age Distribution,128.7781161,0.436368181,0.243737038,128.6086003,ItemArray<IScope>,[[0.851790131183538;-0.763575576844917][0;1.01813262620063][0.191907389774937;0.624446449573736][0.652666895914399;-0.447413392523969][...]],ParetoFrontAges,ParetoFrontHypervolumeValues,Pareto Front Scatter Plot,0.083228079,5,50,TRUE,468250097,,2,200,0.083228079,MultiTerminator,Evaluations < 120000,Less,EvaluatedSolutions,120000,ComparisonTerminator<IntValue>,ZDT3,10,CrowdedTournamentSelector,TRUE,2,200
