,Absolute Distance to BestKnownHypervolume,AgeGap,AgeInheritance,AgeLimits,AgingScheme,Algorithm Name,Algorithm Type,Analyzer.0,Analyzer.1,Analyzer.10,Analyzer.2,Analyzer.2.Dampening,Analyzer.4,Analyzer.5,Analyzer.6,Analyzer.7,Analyzer.8,Analyzer.9,Best known hypervolume,BestKnownFront,Bounds,Crowding,DominateOnEqualQualities,Encoding.Bounds,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generational Distance,Generations,Hypervolume,HypervolumeValues,LayerAnalyzer,LayerAnalyzer.0,LayerAnalyzer.1,LayerAnalyzer.8,LayerAnalyzer.UpdateInterval,LayerResults,MatingPoolRange,MaximumGenerations,NumberOfLayers,OpenLayers,Pareto Archive,Pareto Front,ParetoFrontAnalyzer,ParetoFrontAnalyzer.0,ParetoFrontAnalyzer.1,ParetoFrontAnalyzer.10,ParetoFrontAnalyzer.2,ParetoFrontAnalyzer.2.HistogramName,ParetoFrontAnalyzer.2.MaximumIterations,ParetoFrontAnalyzer.2.StoreHistory,ParetoFrontAnalyzer.4,ParetoFrontAnalyzer.5,ParetoFrontAnalyzer.5.Dampening,ParetoFrontAnalyzer.7,ParetoFrontAnalyzer.8,ParetoFrontAnalyzer.9,ParetoFrontAnalyzer.UpdateInterval,ParetoFrontResults,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Age Distribution,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Archive,ParetoFrontResults.Pareto Front,ParetoFrontResults.ParetoFrontAges,ParetoFrontResults.ParetoFrontHypervolumeValues,ParetoFrontResults.Scatterplot,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,ReduceToPopulationSize,Seed,SelectedParents,SelectedParentsFactor,Selector.NumberOfSelectedSubScopes,Spacing,Terminator,Terminator.1,Terminator.1.Comparison,Terminator.1.ComparisonValue,Terminator.1.Threshold,Terminator.1.Type,TestFunction,TopLayerPopulationSize,TopLayerSelector,TopLayerSelector.CopySelected,TopLayerSelector.GroupSize,TopLayerSelector.NumberOfSelectedSubScopes
NSGA-II Run 139,0.033757328,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.214421461,FALSE,[[0;1]],50,120020,00:22.5,0.000434009,6000,120.299576,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00012610875107][1;0.000252233819001486][0.865714896803584;0.250758360549709][0.933977640864529;0.127921904471155][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,388662885,40,,,0.024188003,,,,,,,ZDT2,,,,,
NSGA-II Run 135,0.13742676,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.171320791,FALSE,[[0;1]],30,120020,00:22.6,0.004840869,6000,117.3811484,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.999999999983361;0.0107894979582555][0.280775318823817;0.926998625361963][0.485375182523282;0.771087721725251][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,211012881,40,,,0.029407253,,,,,,,ZDT6,,,,,
NSGA-II Run 140,0.123422481,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.261158024,FALSE,[[0;1]],50,120020,00:22.7,0.006341847,6000,128.6546937,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.851839760675136;-0.764653744275729][0;1.01612829666059][0.0790834851342373;0.684344956779215][0.823357379164576;-0.449945876590588][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,689831289,40,,,0.053705214,,,,,,,ZDT3,,,,,
NSGA-II Run 144,0.030129199,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.208354007,FALSE,[[0;1]],50,120020,00:19.6,0.000422479,6000,120.6365375,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;2.88180453324107E-05][0;1.00004292175908][0.433256040885761;0.341818135252769][0.334802029270829;0.421441869069962][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,1503071348,40,,,0.033855192,,,,,,,ZDT1,,,,,
NSGA-II Run 140,6.002319548,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.11014361,FALSE,[[0;1][-5;5]],30,120020,00:21.4,0.250632027,6000,114.6643471,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.561589421242613][0.137517333753123;0.837422787458645][0.359209710523376;0.737287302738238][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,279785522,40,,,0.01638838,,,,,,,ZDT4,,,,,
NSGA-II Run 136,0.030713663,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.177184077,FALSE,[[0;1]],30,120020,00:21.4,0.000635873,6000,117.4878615,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;0.00104168619001697][0.280775318875069;0.921727248902379][0.532670797907477;0.716930544378027][0.59928027145039;0.641571140221644][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,840165305,40,,,0.02133368,,,,,,,ZDT6,,,,,
NSGA-II Run 140,0.03294198,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.211135192,FALSE,[[0;1]],50,120020,00:21.7,0.000356331,6000,120.3003914,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00001096142274][1;2.19276124432118E-05][0.695644014644474;0.516095714271631][0.586312638312318;0.656252222157751][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,1772412000,40,,,0.031240592,,,,,,,ZDT2,,,,,
NSGA-II Run 141,0.025255337,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.285429479,FALSE,[[0;1]],50,120020,00:21.7,0.001446188,6000,128.7528608,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][0.851785236027656;-0.773368055852788][0.652495604300973;-0.458263241769021][0.409413222269038;0.240829187889853][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,240738235,40,,,0.0649117,,,,,,,ZDT3,,,,,
NSGA-II Run 145,0.034060214,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.216601686,FALSE,[[0;1]],50,120020,00:19.6,0.000647777,6000,120.6326065,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;5.81017632851218E-05][0;1.00011560731569][0.799399116276405;0.10597395342264][0.19317136323576;0.560578270077026][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,335981140,40,,,0.028860538,,,,,,,ZDT1,,,,,
NSGA-II Run 141,6.235650835,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.111869321,FALSE,[[0;1][-5;5]],30,120020,00:21.4,0.256079278,6000,114.4310158,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.583264870908257][0.0554706276645156;0.901849998651545][0.110726116442098;0.861329115604057][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,635247000,40,,,0.01616833,,,,,,,ZDT4,,,,,
NSGA-II Run 141,0.036323062,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.205624417,FALSE,[[0;1]],50,120020,00:21.2,0.000824882,6000,120.2970103,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;0.000786796154090285][0;1.00038989019488][0.307786654043848;0.905696137623692][0.585469660751279;0.657762896765204][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,1576778920,40,,,0.025361792,,,,,,,ZDT2,,,,,
NSGA-II Run 137,0.066803276,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.168109021,FALSE,[[0;1]],30,120020,00:21.5,0.002050617,6000,117.4517719,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.280775318815369;0.923616787910734][0.999999999422871;0.00454037087912168][0.692473324788208;0.523840889379729][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,1550057119,40,,,0.018793285,,,,,,,ZDT6,,,,,
NSGA-II Run 142,0.026810834,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.300424043,FALSE,[[0;1]],50,120020,00:21.7,0.00135212,6000,128.7513053,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][0.851799547474874;-0.773368544286464][0.409384480461232;0.241213680510064][0.823391999251951;-0.459493108376088][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,621917286,40,,,0.06830485,,,,,,,ZDT3,,,,,
NSGA-II Run 146,0.031451518,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.208707213,FALSE,[[0;1]],50,120020,00:19.6,0.000352453,6000,120.6352151,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00001088894935][1;5.58209013201302E-06][0.10618809234241;0.674144290688652][0.534107835290755;0.269180202050082][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,1071091719,40,,,0.026770008,,,,,,,ZDT1,,,,,
NSGA-II Run 142,7.156137414,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.111309978,FALSE,[[0;1][-5;5]],30,120020,00:21.3,0.305242057,6000,113.5105293,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.669969814922271][0.791729535110952;0.706341832196027][0.013183153228988;0.962106623172579][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,206388933,40,,,0.018594067,,,,,,,ZDT4,,,,,
NSGA-II Run 142,0.03008489,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.211295535,FALSE,[[0;1]],50,120020,00:21.4,0.000365418,6000,120.3032484,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00004467991644][1;8.94745195061825E-05][0.693694083063655;0.518854778948729][0.598267956785559;0.642136230461881][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,439330732,40,,,0.025042945,,,,,,,ZDT2,,,,,
NSGA-II Run 138,0.576019563,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.173145048,FALSE,[[0;1]],30,120020,00:21.4,0.023850706,6000,116.9425556,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.280775318815415;0.950020510732724][1;0.0528962546785256][0.788995075388316;0.420531813081959][0.416571635167158;0.857794843138471][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,506444734,40,,,0.021401229,,,,,,,ZDT6,,,,,
NSGA-II Run 143,0.023900603,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.27981521,FALSE,[[0;1]],50,120020,00:21.5,0.001221403,6000,128.7542155,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][0.851811264191405;-0.773368815589314][0.652483880867541;-0.458263075085962][0.409329141169876;0.241954115341052][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,279837296,40,,,0.067120736,,,,,,,ZDT3,,,,,
NSGA-II Run 147,0.037785384,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.212048839,FALSE,[[0;1]],50,120020,00:19.5,0.000649933,6000,120.6288813,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00107665663881][1;0.000538579716725291][0.464119243315705;0.319447175899501][0.356406971635705;0.40375731462858][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,628874706,40,,,0.039086661,,,,,,,ZDT1,,,,,
NSGA-II Run 143,5.515462248,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.103029471,FALSE,[[0;1][-5;5]],30,120020,00:21.5,0.197129169,6000,115.1512044,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][0.963066339830505;0.515873230631521][0.511765703697225;0.647106641856507][0.45899407955117;0.665778573693832][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,1532500002,40,,,0.031535614,,,,,,,ZDT4,,,,,
NSGA-II Run 143,0.031801907,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.207367749,FALSE,[[0;1]],50,120020,00:21.4,0.000441193,6000,120.3015314,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;0.000167617208945819][0;1.00008381223729][0.679471200130407;0.538441394366178][0.790261377166432;0.375623105380596][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,732983982,40,,,0.02948866,,,,,,,ZDT2,,,,,
NSGA-II Run 139,0.080924739,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.178297991,FALSE,[[0;1]],30,120020,00:21.3,0.002536168,6000,117.4376505,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.999999998180396;0.00559351505624774][0.28077531907734;0.924186060167924][0.884966355869424;0.22182314733355][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,1951511287,40,,,0.013811732,,,,,,,ZDT6,,,,,
NSGA-II Run 148,0.047408292,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.212015408,FALSE,[[0;1]],50,120020,00:19.6,0.001447744,6000,120.6192584,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;0.00136142422175741][0;1.00274825730588][0.923822125815992;0.0403008437412386][0.083230504088951;0.71389615791705][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,1247122562,40,,,0.03301188,,,,,,,ZDT1,,,,,
NSGA-II Run 144,0.024838617,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.284000339,FALSE,[[0;1]],50,120020,00:21.7,0.003674999,6000,128.7532775,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][0.851851757829042;-0.773368861834553][0.652667854278549;-0.458255431737764][0.453908611254509;-0.124218285564776][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,1980346077,40,,,0.036399009,,,,,,,ZDT3,,,,,
NSGA-II Run 144,6.786765164,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.103435573,FALSE,[[0;1][-5;5]],30,120020,00:21.5,0.254600007,6000,113.8799015,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1][1;0.635223884841683][0.0263858457990462;0.94074772908221][0.0876252642802854;0.892021897638804][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,1154286592,40,,,0.030369176,,,,,,,ZDT4,,,,,
NSGA-II Run 144,0.026999688,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.209915575,FALSE,[[0;1]],50,120020,00:21.4,0.000291776,6000,120.3063336,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;3.49893688384261E-05][0;1.00001749536334][0.27114154560194;0.926500851207403][0.367578618070983;0.864905823251504][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,578643059,40,,,0.030266719,,,,,,,ZDT2,,,,,
NSGA-II Run 140,0.103186821,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.176773883,FALSE,[[0;1]],30,120020,00:21.6,0.003505002,6000,117.4153884,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0.999999999999999;0.00776450015916781][0.280775318815369;0.925360340569845][0.772390218969828;0.409616538984487][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,1800737792,40,,,0.029896229,,,,,,,ZDT6,,,,,
NSGA-II Run 149,0.029898645,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.212098164,FALSE,[[0;1]],50,120020,00:19.7,0.000424555,6000,120.636768,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;9.10351088981362E-05][0;1.00018206109909][0.372830138868823;0.38953551696558][0.591367927143223;0.231109105352168][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,1682711927,40,,,0.021420434,,,,,,,ZDT1,,,,,
NSGA-II Run 145,0.022642407,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.262710007,FALSE,[[0;1]],50,120020,00:21.8,0.000577692,6000,128.7554737,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[0;1.00000002844793][0.851757380726021;-0.773366594670269][0.825468075776262;-0.500766620131924][0.45393547068281;-0.124217780643385][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,1760132953,40,,,0.063641507,,,,,,,ZDT3,,,,,
NSGA-II Run 145,0.178700296,,,,,NSGA-II,NSGA2,Multi-objective Analyzer,CrowdingAnalyzer,,GenerationalDistanceAnalyzer,1,HypervolumeAnalyzer,HypervolumeDevelopmentAnalyzer,SpacingAnalyzer,ScatterPlotAnalyzer,RankBasedParetoFrontAnalyzer,,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.207819698,FALSE,[[0;1]],50,120020,00:21.3,0.006405413,6000,120.154633,HypervolumeValues,,,,,,,,6000,,,ItemArray<IScope>,[[1;0.0141873611895836][0;1.00712094103419][0.734007219339146;0.472161362772318][0.425237439233687;0.827574624918354][...]],,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,50,,901205531,40,,,0.036254411,,,,,,,ZDT2,,,,,
