,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Bounds,Crowding,Encoding.Bounds,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,Seed,SelectedParents,Spacing,TestFunction
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 74",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.27643095,[[0;1]],30,180020,00:44.0,6293,3,3,8.42452584,117.5185752,0.310795905,2.962883999,109.0940494,[[0.280775318815369;1.42023348563322][0.999999562081658;0.795174830285107][0.707412773294029;1.1341692013429][...]],0.045336356,10,30,1251988912,20,0.050659215,ZDT6
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 73",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.071001492,[[0;1][-5;5]],30,180020,00:44.3,6293,3,3,7.305124231,120.6666667,0.081568204,0.392394418,113.3615424,[[0;1][1;0.682818875933149][0.144804233549709;0.879305875873011][0.0161344431500361;0.959711728041624][...]],0.034978051,10,30,2077123396,20,0.038645676,ZDT4
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 80",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.272602277,[[0;1]],50,180020,00:41.0,6293,3,3,0.520624255,120.6666667,0.287167323,0.847656895,120.1460424,[[1;0.0393005521813255][0;1.07695762568886][0.347464198057363;0.465770478896728][0.103681153761787;0.74350460503035][...]],0.053917788,10,50,322261225,20,0.055158431,ZDT1
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 74",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.265342261,[[0;1]],50,180020,00:43.9,6293,3,3,0.692919634,120.3333333,0.325941769,1.117779061,119.6404137,[[0;1.03062027132593][1;0.0603308070391399][0.45973880505205;0.825540108318839][0.905401680090426;0.235223350766828][...]],0.056154371,10,50,653286490,20,0.061317598,ZDT2
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 72",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.322825401,[[0;1]],50,180020,00:44.6,6293,3,3,0.393192192,128.7781161,0.322825401,0.635303088,128.3849239,[[0.851850015389561;-0.742610047948274][0;1.0564523726292][0.0701410075593379;0.727676506168656][0.452353613245083;-0.0859608541115658][...]],0.063758171,10,50,1719416448,20,0.063758171,ZDT3
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 75",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.336536477,[[0;1]],30,180020,00:43.7,6293,3,3,0.608617334,117.5185752,0.336536477,2.873141445,116.9099579,[[0.280775318815369;0.950629967722047][1;0.0540364254169481][0.915869515862524;0.211280743253673][0.805043071336144;0.396595402205059][...]],0.048610608,10,30,1372053454,20,0.048610608,ZDT6
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 74",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.068783825,[[0;1][-5;5]],30,180020,00:44.0,6293,3,3,6.736286598,120.6666667,0.084116192,0.374918168,113.9303801,[[0;1][1;0.629365545768115][0.184811056256085;0.84066574871396][0.0569524530112269;0.911549284155985][...]],0.046251479,10,30,1196845117,20,0.0501456,ZDT4
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 81",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.289609146,[[0;1]],50,180020,00:41.1,6293,3,3,0.535851393,120.6666667,0.289609146,0.930597796,120.1308153,[[0;1.07524119973236][1;0.0412588449435792][0.864192462509682;0.115091855960103][0.618291885092068;0.264693178059703][...]],0.047978544,10,50,664666281,20,0.047978544,ZDT1
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 75",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.260889298,[[0;1]],50,180020,00:44.4,6293,3,3,1.160155044,120.3333333,0.260889298,0.956491849,119.1731783,[[1;0.103967800720285][0;1.05334249476084][0.387546418939334;0.910861465816299][0.755581137477644;0.511426044704385][...]],0.039497222,10,50,796207096,20,0.039497222,ZDT2
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 76",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.262211311,[[0;1]],30,180020,00:43.9,6293,3,3,3.923798689,117.5185752,0.407884262,2.041718913,113.5947765,[[0.28077531881537;1.13592307108254][0.999999999999833;0.369265967662642][0.872643933688302;0.567755900356821][...]],0.240014999,10,30,180024038,20,0.04852823,ZDT6
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 73",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.283475954,[[0;1]],50,180020,00:44.8,6293,3,3,0.463628825,128.7781161,0.301592661,0.409181208,128.3144873,[[0.851971801230015;-0.737542331475989][0;1.06562321736018][0.453359746345445;-0.0802751295636977][0.65266577378773;-0.418719007300882][...]],0.074373942,10,50,765921362,20,0.074358014,ZDT3
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 75",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.068762155,[[0;1][-5;5]],30,180020,00:44.1,6293,3,3,6.826548777,120.6666667,0.072460849,0.347539244,113.8401179,[[0;1][1;0.63796620300725][0.539218765562035;0.734132407962502][0.378948296485071;0.776829107679402][0.791419101810556;0.677506498858738][...]],0.045501897,10,30,147999598,20,0.048104442,ZDT4
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 82",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.223617474,[[0;1]],50,180020,00:40.8,6293,3,3,1.021760616,120.6666667,0.235092189,0.560940389,119.6449061,[[1;0.0840800645502958][0;1.16207666086701][0.747920076596619;0.229911846645511][0.550350248906149;0.363540847524725][...]],0.05885368,10,50,1103415496,20,0.067642825,ZDT1
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 76",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.21493708,[[0;1]],50,180020,00:43.9,6293,3,3,0.966291327,120.3333333,0.697131766,0.314085694,119.367042,[[0;1.04382700158738][1;0.0858129362774364][0.308395373187977;0.952721359319788][0.913289567254572;0.244749475070062][...]],0.221588728,10,50,1146282265,20,0.068567662,ZDT2
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 77",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.49964463,[[0;1]],30,180020,00:43.6,6293,3,3,1.782594326,117.5185752,0.486387752,2.995948518,115.7359809,[[0.280775318815369;1.01333435099482][0.999999999856418;0.165061888774986][0.603332424162203;0.75072523026483][...]],0.102068223,10,30,317622994,20,0.051289667,ZDT6
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 74",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.331092769,[[0;1]],50,180020,00:44.5,6293,3,3,0.335157084,128.7781161,0.331092769,0.574644609,128.442959,[[0.852025250631399;-0.747642023527451][0;1.04728060733867][0.0697608950313363;0.720241725581497][0.653599887674023;-0.42990517135479][...]],0.084067873,10,50,1909150512,20,0.084067873,ZDT3
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 76",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.070722261,[[0;1][-5;5]],30,180020,00:44.0,6293,3,3,6.63270186,120.6666667,0.07010459,0.361116293,114.0339648,[[0;1][1;0.619693345035748][0.809136965472649;0.658109823478666][0.54572358514556;0.719222715284474][0.378545187005718;0.766151574893062][...]],0.040930725,10,30,618029341,20,0.043747093,ZDT4
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 83",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.253619328,[[0;1]],50,180020,00:41.1,6293,3,3,0.477335283,120.6666667,0.279764042,0.705102567,120.1893314,[[0;1.07228226729035][1;0.0367716665690891][0.049629614927503;0.841588073845004][0.52466546143609;0.322222854823273][...]],0.063123441,10,50,2090856707,20,0.06658897,ZDT1
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 77",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.214136798,[[0;1]],50,180020,00:44.9,6293,3,3,0.990165409,120.3333333,0.529709408,0.406330203,119.3431679,[[1;0.0877659989771719][0;1.04491727934007][0.420651202298426;0.875649312812187][0.627713846532146;0.667853578805417][...]],0.070035185,10,50,650401430,20,0.066915591,ZDT2
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 78",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.319893791,[[0;1]],30,180020,00:44.5,6293,3,3,1.04967676,117.5185752,0.319893791,3.336477457,116.4688984,[[1;0.0956073807846409][0.280775318815369;0.973789537514837][0.501982216754478;0.80871781420363][0.785419386341069;0.460847085494574][...]],0.035024067,10,30,2046939159,20,0.035024067,ZDT6
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 75",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.338495077,[[0;1]],50,180020,00:45.6,6293,3,3,0.396069144,128.7781161,0.341241227,0.71264757,128.382047,[[0;1.05889808480086][0.85214743260979;-0.742329583563262][0.25071875624283;0.294272364320678][0.451128306190486;-0.0801612403309733][...]],0.079764539,10,50,660346471,20,0.083182538,ZDT3
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 77",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.071272194,[[0;1][-5;5]],30,180020,00:44.9,6293,3,3,6.402366585,120.6666667,0.073362365,0.345485494,114.2643001,[[0;1][1;0.597321138153606][0.350171200891944;0.768944590789308][0.618464313069653;0.683323267766291][...]],0.039973981,10,30,1263721062,20,0.042601402,ZDT4
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 84",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.272238624,[[0;1]],50,180020,00:41.9,6293,3,3,0.523348372,120.6666667,0.272238624,0.769508116,120.1433183,[[1;0.0409263348455411][0;1.08029542649271][0.612000141341453;0.267255479010251][0.329803946173113;0.483399616482968][...]],0.063507002,10,50,1792639188,20,0.063507002,ZDT1
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 78",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.293160203,[[0;1]],50,180020,00:44.5,6293,3,3,0.655601178,120.3333333,0.31913908,1.451146277,119.6777322,[[1;0.0570147959126356][0;1.0289136544078][0.649996128737934;0.618291288461601][0.766805047220074;0.4574468682178][...]],0.068831945,10,50,1266615150,20,0.070938733,ZDT2
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 79",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.342833346,[[0;1]],30,180020,00:44.1,6293,3,3,1.211621142,117.5185752,0.369275979,3.693600233,116.3069541,[[0.280775318815369;0.987386250401758][0.98247551528571;0.11174327431358][0.830248618193919;0.411814584185721][...]],0.055079522,10,30,1079050483,20,0.055548176,ZDT6
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 76",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.333682251,[[0;1]],50,180020,00:45.0,6293,3,3,0.462284977,128.7781161,0.333682251,0.697844461,128.3158312,[[0.852197446924057;-0.736898691161564][0;1.0666996359808][0.652552925328351;-0.418063283195659][0.413165522387478;0.236772171051368][...]],0.081492318,10,50,955967095,20,0.081492318,ZDT3
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 78",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.07060304,[[0;1][-5;5]],30,180020,00:44.5,6293,3,3,6.970891385,120.6666667,0.073348267,0.346651695,113.6957753,[[0;1][1;0.650927562725784][0.584890386678259;0.73303605860636][0.33277649917155;0.803934518831725][0.84843597260189;0.678983588182513][...]],0.041130403,10,30,187343500,20,0.042910502,ZDT4
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 85",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.280455308,[[0;1]],50,180020,00:41.2,6293,3,3,0.261535344,120.6666667,0.280455308,0.819933361,120.4051313,[[1;0.0172532650178158][0;1.03421846241681][0.709422360537602;0.177656906676372][0.377220096081475;0.409616293056242][...]],0.060499685,10,50,751062729,20,0.060499685,ZDT1
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 79",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.236391053,[[0;1]],50,180020,00:43.9,6293,3,3,1.141283823,120.3333333,0.236391053,0.762933984,119.1920495,[[0;1.05251373851706][1;0.102412074487739][0.73953366427689;0.532891831926461][0.630982276350714;0.674240248087727][...]],0.04202617,10,50,361938572,20,0.04202617,ZDT2
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 80",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.320474469,[[0;1]],30,180020,00:43.6,6293,3,3,1.970082457,117.5185752,0.359495117,3.552643779,115.5484927,[[0.280775318815369;1.02386946416607][1;0.183245583402195][0.732689579963968;0.605915020006171][0.520325020327699;0.848745032423356][...]],0.039686873,10,30,196006439,20,0.043055463,ZDT6
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 77",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.311729553,[[0;1]],50,180020,00:44.5,6293,3,3,0.274122398,128.7781161,0.325466267,0.64274258,128.5039937,[[0;1.03872869580798][0.851961933738706;-0.753160826635905][0.455282855337078;-0.098490256923558][0.240910333538221;0.306190791211019][...]],0.073620115,10,50,57728180,20,0.078724705,ZDT3
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 79",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.068302942,[[0;1][-5;5]],30,180020,00:43.9,6293,3,3,6.904575851,120.6666667,0.073570013,0.337432557,113.7620908,[[0;1][1;0.64493032891733][0.417882138619639;0.770469460718779][0.066952070364443;0.90812535790878][0.846047091610133;0.673403982029679][...]],0.045539261,10,30,26531910,20,0.04697073,ZDT4
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 86",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.276682472,[[0;1]],50,180020,00:41.0,6293,3,3,0.330676877,120.6666667,0.292985003,0.647198051,120.3359898,[[0;1.04737749345454][1;0.0239677592074588][0.0701845043708401;0.776496421768376][0.170422311748126;0.62499904386698][...]],0.071146906,10,50,418340565,20,0.070701014,ZDT1
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 80",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.240831923,[[0;1]],50,180020,00:44.0,6293,3,3,0.872855789,120.3333333,0.240831923,0.954171854,119.4604775,[[0;1.03910269343513][1;0.0767277596955039][0.362064459003449;0.912943440246184][0.540529794892003;0.75792526490487][...]],0.050816596,10,50,1305291792,20,0.050816596,ZDT2
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 81",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.336100287,[[0;1]],30,180020,00:43.6,6293,3,3,0.896608544,117.5185752,0.351855186,3.413377383,116.6219667,[[1;0.080865662805502][0.280775318815369;0.965543554370201][0.734716155057858;0.522834473546008][0.582566665746717;0.715315885857653][...]],0.046373397,10,30,41494627,20,0.050105931,ZDT6
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 78",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.331130851,[[0;1]],50,180020,00:44.8,6293,3,3,0.403895872,128.7781161,0.348611136,0.73463741,128.3742203,[[0.850987370677239;-0.741663917575048][0;1.05722723347262][0.453775188473035;-0.0857285780636088][0.0839999064347836;0.718868714330518][...]],0.075303812,10,50,855190041,20,0.082315177,ZDT3
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 80",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.064002524,[[0;1][-5;5]],30,180020,00:44.1,6293,3,3,6.683578309,120.6666667,0.077001336,0.369018077,113.9830884,[[0;1][1;0.624546223424286][0.381980712412979;0.767928045810392][0.217274488089495;0.824977611609341][...]],0.040621267,10,30,1090331794,20,0.047212269,ZDT4
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 87",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.26799205,[[0;1]],50,180020,00:41.2,6293,3,3,0.558083443,120.6666667,0.282911578,0.735317962,120.1085832,[[0;1.08513489873027][1;0.043443282708625][0.584256129849117;0.288910037393812][0.324983836668197;0.491411485531563][...]],0.059078313,10,50,881342032,20,0.0626305,ZDT1
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 81",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.235434029,[[0;1]],50,180020,00:44.0,6293,3,3,0.651658146,120.3333333,0.235434029,0.844813957,119.6816752,[[0;1.02838772066853][1;0.0559880989306701][0.820811037951917;0.373254031034997][0.336855438531688;0.91822863144046][...]],0.037262421,10,50,2009711071,20,0.037262421,ZDT2
"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32} Run 82",300,[300;600;1200],"ALPS with NSGA2 {NumberOfLayers=3, PopulationSize=16, AgeGap=300, SelectedParents=32}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.403709835,[[0;1]],30,180020,00:43.6,6293,3,3,4.517469318,117.5185752,0.403709835,3.20869921,113.0011059,[[0.280775318815369;1.17116438701782][1;0.425280593408431][0.56720509703287;0.974494608986221][0.3840774275031;1.11555241543383][...]],0.03816448,10,30,406150100,20,0.03816448,ZDT6
