,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Bounds,Crowding,Encoding.Bounds,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,Seed,SelectedParents,Spacing,TestFunction
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 54",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044106229,[[0;1][-5;5]],30,300030,01:08.5,9581,8,7,4.967368551,120.6666667,0.064346625,0.401495662,115.6992981,[[0;1][1;0.46054986165471][0.296352302331302;0.706356607780195][0.105567813905726;0.82472617162736][0.549718469347451;0.600035653850376][...]],0.066558457,6,30,268022267,12,0.058082306,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 54",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.228926067,[[0;1]],50,300030,01:10.1,9581,8,7,0.123734376,128.7781161,0.235989873,0.374714028,128.6543818,[[0;1.00642113932698][0.851499486976426;-0.769670142131499][0.44494965903554;-0.0957889891740085][0.247304191896171;0.282794373746355][...]],0.101252546,6,50,925099349,12,0.102023713,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 55",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.227971286,[[0;1]],50,300030,01:09.2,9581,8,7,0.227033635,120.3333333,0.227971286,0.62943611,120.1062997,[[0;1.00582936512449][1;0.0116249456937327][0.5;0.779854934644273][0.760044955509789;0.435967168605102][...]],0.086685146,6,50,1220268548,12,0.086685146,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 55",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.324353506,[[0;1]],30,300030,01:09.0,9581,8,7,3.905349292,117.5185752,0.385134684,2.467149875,113.6132259,[[1;0.363762544757105][0.280775318815369;1.13249753640975][0.584616646655584;0.963841044294503][0.870098923489037;0.62880757245416][...]],0.060511679,6,30,988124582,12,0.040999845,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 58",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.19044516,[[0;1]],50,300030,01:05.2,9581,8,7,0.179052735,120.6666667,0.203545202,0.479578594,120.4876139,[[1;0.00666391635860282][0;1.01331644838362][0.575431124810687;0.278600112894192][0.787715562405343;0.143337540736699][...]],0.12830837,6,50,972173803,12,0.133195132,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 55",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044675137,[[0;1][-5;5]],30,300030,01:09.4,9581,8,7,4.333414134,120.6666667,0.070622636,0.419262985,116.3332525,[[0;1][1;0.399602204687738][0.53633564243908;0.56030485891154][0.294049659998091;0.674426214166986][0.778621624880069;0.470226664287394][...]],0.063661258,6,30,435320467,12,0.062500517,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 55",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.270810154,[[0;1]],50,300030,01:09.3,9581,8,7,0.226120867,128.7781161,0.288175569,0.396230957,128.5519953,[[0.851768431326286;-0.76742323834632][0;1.01101138926096][0.247177135303799;0.368355145725383][0.637410306398849;-0.293117321085517][...]],0.180039375,6,50,199412183,12,0.18100369,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 56",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.230517774,[[0;1]],50,300030,01:08.6,9581,8,7,0.250427841,120.3333333,0.2463324,0.726186736,120.0829055,[[1;0.0135412757200324][0;1.00679312300349][0.869689918331569;0.375500313467243][0.684844959165784;0.595842950501469][...]],0.080564015,6,50,298007692,12,0.087011834,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 56",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.392140336,[[0;1]],30,300030,01:08.4,9581,8,7,0.454559839,117.5185752,0.392140336,2.891980409,117.0640154,[[0.280775318815369;0.941966534544152][0.998167912205757;0.0371377742161101][0.510455763085583;0.763678612180685][...]],0.061972136,6,30,720116272,12,0.061972136,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 59",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.194782063,[[0;1]],50,300030,01:04.7,9581,8,7,0.21927199,120.6666667,0.20096541,0.534312315,120.4473947,[[1;0.0103210053893884][0;1.02010925941631][0.75;0.153763237477407][0.0823011022734522;0.743839277782835][...]],0.127983418,6,50,1693655402,12,0.129854706,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 56",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.04989631,[[0;1][-5;5]],30,300030,01:09.1,9581,8,7,4.77747938,120.6666667,0.076178532,0.429803742,115.8891873,[[0;1][1;0.440874254681401][0.699291351805166;0.534836104327493][0.421365789969413;0.643857590863652][...]],0.055716724,6,30,2006474087,12,0.052205181,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 56",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.248509827,[[0;1]],50,300030,01:09.7,9581,8,7,0.264828822,128.7781161,0.292920727,0.486550125,128.5132873,[[0.851565866842374;-0.764266502791426][0;1.01682479656724][0.425958676596212;0.0882661502326975][0.638674400131781;-0.387689059397117][...]],0.143015241,6,50,870022731,12,0.151135612,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 57",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.233560255,[[0;1]],50,300030,01:08.9,9581,8,7,0.19275968,120.3333333,0.2387851,0.665613633,120.1405737,[[1;0.00756474232755526][0;1.00375200298473][0.342708946387512;0.909228300598384][0.911612779129611;0.216177334818352][...]],0.09904684,6,50,1371081195,12,0.102240462,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 60",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.208088099,[[0;1]],50,300030,01:05.0,9581,8,7,0.154666713,120.6666667,0.217035168,0.4490444,120.512,[[0;1.00889369664712][1;0.00446918472015042][0.331074831334822;0.442267970906643][0.14344730867766;0.650530946544619][...]],0.117063213,6,50,1710273117,12,0.121914726,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 57",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.365184475,[[0;1]],30,300030,01:09.0,9581,8,7,0.093171011,117.5185752,0.365184475,2.666584819,117.4254042,[[1;0][0.280775318815369;0.921165220344128][0.836698595529849;0.299935460238378][0.52191315157433;0.845577698130265][...]],0.08697618,6,30,176108050,12,0.08697618,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 57",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.039807915,[[0;1][-5;5]],30,300030,01:08.9,9581,8,7,3.851259074,120.6666667,0.073779188,0.401580353,116.8154076,[[0;1][1;0.352841141895521][0.674849310193457;0.468364094933006][0.387492897542216;0.597150553437851][...]],0.059755659,6,30,1084684280,12,0.060463265,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 57",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.236074506,[[0;1]],50,300030,01:09.8,9581,8,7,0.232740996,128.7781161,0.25280294,0.351305079,128.5453751,[[0;1.01524950469286][0.851870929639878;-0.765135569027744][0.199100187115344;0.711462700387626][0.260384485993682;0.322887362681713][...]],0.11897011,6,50,300615038,12,0.125292442,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 58",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.219596715,[[0;1]],50,300030,01:09.1,9581,8,7,0.252560052,120.3333333,0.224400444,0.624238182,120.0807733,[[1;0.015252534979427][0;1.00765534704482][0.33;0.900592097655872][0.646785556476736;0.633426942873831][...]],0.098932167,6,50,1383082638,12,0.097781022,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 61",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.184475482,[[0;1]],50,300030,01:05.2,9581,8,7,0.262460561,120.6666667,0.218599373,0.503184155,120.4042061,[[0;1.02391400300435][1;0.0120824026662066][0.690852238173776;0.224182763981584][0.5;0.328909716234641][...]],0.131253424,6,50,1649491251,12,0.138478804,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 58",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.364810942,[[0;1]],30,300030,01:09.1,9581,8,7,0.085099804,117.5185752,0.395807127,2.629145499,117.4334754,[[0.999994632626218;1.07347187552342E-05][0.280775318815369;0.933515456919907][0.49141334150073;0.790660260778377][...]],0.064940698,6,30,1923950632,12,0.066580047,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 58",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.042030116,[[0;1][-5;5]],30,300030,01:09.2,9581,8,7,4.940257675,120.6666667,0.06130178,0.407959895,115.726409,[[0;1][1;0.457233270771383][0.446487868593902;0.637324640798006][0.761986761821792;0.526208864027864][...]],0.048034058,6,30,1794987066,12,0.051853181,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 58",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.223541342,[[0;1]],50,300030,01:09.8,9581,8,7,0.221225656,128.7781161,0.257524221,0.409765056,128.5568905,[[0.85150835341289;-0.764306181859937][0;1.01671612662282][0.443827231407937;0.0310357888114532][0.647263765891595;-0.329524365057415][...]],0.111629759,6,50,501189635,12,0.110898299,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 62",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.212184196,[[0;1]],50,300030,01:05.2,9581,8,7,0.182447375,120.6666667,0.214708206,0.608415211,120.4842193,[[1;0.00379645167764501][0;1.00757668047964][0.165618961792654;0.629314446778166][0.884002548782407;0.241936517529143][...]],0.102067784,6,50,801839061,12,0.104318714,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 59",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.239960924,[[0;1]],50,300030,01:08.8,9581,8,7,0.218092719,120.3333333,0.251422722,0.646009202,120.1152406,[[0;1.00579633103467][1;0.0115592582355532][0.418270979368873;0.89161113047667][0.709135489684436;0.538601813428194][...]],0.108899117,6,50,169167371,12,0.096994776,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 59",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.362268658,[[0;1]],30,300030,01:09.0,9581,8,7,1.644083494,117.5185752,0.362268658,2.231822955,115.8744917,[[0.280775318815369;1.00446773832388][1;0.149806239420436][0.479479980485874;0.864382816351286][0.875854838627126;0.368110460383038][...]],0.07939628,6,30,45511732,12,0.07939628,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 59",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.046591691,[[0;1][-5;5]],30,300030,01:10.1,9581,8,7,6.076134319,120.6666667,0.059327239,0.419406863,114.5905323,[[0;1][1;0.564169236649555][0.67073130270713;0.684813983446928][0.107415674045921;0.857235182686094][0.275969090736478;0.771167562729444][...]],0.029214319,6,30,1957658154,12,0.026402915,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 63",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.180907963,[[0;1]],50,300030,01:05.9,9581,8,7,0.188607489,120.6666667,0.180907963,0.401906963,120.4780592,[[1;0.00553425461093467][0;1.01103821563492][0.736732312376379;0.149643512055768][0.510050446559561;0.292929245231836][...]],0.077429229,6,50,16433237,12,0.077429229,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 59",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.266070103,[[0;1]],50,300030,01:10.5,9581,8,7,0.209477728,128.7781161,0.290485579,0.567035761,128.5686384,[[0.852343059588052;-0.765603883784991][0;1.01417624777517][0.645385614124164;-0.415307759579804][0.245157646373957;0.463928131965061][...]],0.093493998,6,50,1140264559,12,0.104743067,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 60",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.314617375,[[0;1]],50,300030,01:09.8,9581,8,7,0.194358086,120.3333333,0.236408941,0.450670879,120.1389752,[[1;0.00833825489101743][0;1.00417854939906][0.667315469496459;0.664816445991784][0.331252684250467;0.944801681905025][...]],0.150480974,6,50,1490950571,12,0.080507133,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 60",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.370189807,[[0;1]],30,300030,01:09.8,9581,8,7,0.068313874,117.5185752,0.370189807,2.616618423,117.4502613,[[0.280775318815369;0.921165220344128][1;0][0.505710534209742;0.744256855589297][0.682297281981776;0.534470419000281][...]],0.054423863,6,30,1220473015,12,0.054423863,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 60",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.036672011,[[0;1][-5;5]],30,300030,01:09.5,9581,8,7,5.24432228,120.6666667,0.06247795,0.418566829,115.4223444,[[0;1][1;0.480580406375004][0.629891080628008;0.620263352503839][0.406166504868036;0.7227989421722][0.366179561815621;0.857497735731228][...]],0.051724306,6,30,1798733092,12,0.047832426,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 64",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.213600946,[[0;1]],50,300030,01:05.0,9581,8,7,0.221201073,120.6666667,0.232924214,0.605988069,120.4454656,[[1;0.00923867032020197][0;1.01839352377528][0.238980597116573;0.54436184002268][0.0858755320876692;0.763784211409903][...]],0.158462272,6,50,1733002153,12,0.160524728,ZDT1
