,AgeGap,AgeLimits,Algorithm Name,BestKnownFront,Bounds,Crowding,Encoding.Bounds,Encoding.ProblemSize,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,ProblemSize,Seed,SelectedParents,Spacing,TestFunction
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 96",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.274810207,[[0;1]],50,300042,01:05.4,7987,8,8,0.213686852,128.7781161,0.279011703,0.810189061,128.5644293,[[0.851786088408384;-0.763324226809249][0;1.01853422661764][0.645321571399637;-0.332671497459551][0.0631302471173257;0.707195119209718][...]],0.109238892,6,50,761840265,12,0.109561139,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 97",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.248120023,[[0;1]],50,300042,01:04.1,7987,8,8,0.37143564,120.3333333,0.275685706,1.238976671,119.9618977,[[0;1.01207346169491][1;0.0240028938476751][0.479839241086143;0.800678189010133][0.280643323858883;0.977838509426137][...]],0.089281426,6,50,945874152,12,0.09369862,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 97",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.358722597,[[0;1]],30,300042,01:04.2,7987,8,8,0.483826181,117.5185752,0.369120943,3.41235993,117.034749,[[1;0.0392046184497318][0.280775318815369;0.942608008388441][0.451285290390627;0.820155004883082][0.712806625287647;0.521609133203241][...]],0.060540185,6,30,1325784229,12,0.067653819,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 100",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.21675709,[[0;1]],50,300042,01:00.7,7987,8,8,0.187298207,120.6666667,0.230180408,0.775923127,120.4793685,[[0;1.01375623788552][1;0.00690161189151807][0.696735941547621;0.194934978795378][0.5;0.320662475183095][...]],0.155564661,6,50,1236866054,12,0.154345845,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 97",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.038437873,[[0;1][-5;5]],30,300042,01:04.4,7987,8,8,3.392570907,120.6666667,0.069806084,0.39994777,117.2740958,[[0;1][1;0.308343484281416][0.778772056047521;0.389626524725167][0.422220340245273;0.550572080560244][...]],0.059138303,6,30,1552989092,12,0.057852234,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 97",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.234328379,[[0;1]],50,300042,01:05.5,7987,8,8,0.197983589,128.7781161,0.241090845,0.560827654,128.5801325,[[0;1.02167852776446][0.851531642293383;-0.762324858058126][0.244831413253769;0.31138046610153][0.445023311143593;-0.0752795538181836][...]],0.131566905,6,50,250466195,12,0.133701477,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 98",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.249836579,[[0;1]],50,300042,01:04.5,7987,8,8,0.299925035,120.3333333,0.279611686,0.592426872,120.0334083,[[1;0.0184955395279717][0;1.00928674481416][0.898394893123626;0.258891883950678][0.748297447249907;0.53178184819544][...]],0.093638677,6,50,1760367067,12,0.064109322,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 98",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.357005386,[[0;1]],30,300042,01:04.4,7987,8,8,3.701111159,117.5185752,0.361904993,3.217437461,113.817464,[[1;0.343523960998488][0.280775318815369;1.11995744065171][0.648233169426393;0.832221618437722][0.932938314442121;0.455819541102715][...]],0.089379049,6,30,395928622,12,0.091229715,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 51",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.190348078,[[0;1]],50,300030,01:07.3,9581,8,7,0.218973132,120.6666667,0.21681185,0.468917467,120.4476935,[[1;0.00834390509781438][0;1.01662976527249][0.270253777269377;0.551920846902616][0.504338531431377;0.329216998345406][...]],0.122744317,6,50,647030955,12,0.130015304,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 98",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.05745745,[[0;1][-5;5]],30,300042,01:05.1,7987,8,8,5.235328366,120.6666667,0.059680699,0.457983997,115.4313383,[[0;1][1;0.484915426914525][0.700742807691386;0.568820680843412][0.332514952113322;0.702981036053575][...]],0.047666794,6,30,1562626372,12,0.048561271,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 98",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.265741533,[[0;1]],50,300042,01:05.9,7987,8,8,0.144286944,128.7781161,0.292758047,0.780759387,128.6338292,[[0.851927570827318;-0.767630935873935][0;1.01062457843101][0.440097468296367;-0.0706302501751298][0.241035717656945;0.34088454070803][...]],0.121987442,6,50,1153750116,12,0.101869164,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 99",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.406062092,[[0;1]],50,300042,01:04.3,7987,8,8,0.270458397,120.3333333,0.262665248,0.379367344,120.0628749,[[0;1.00773073071921][1;0.0154020307705616][0.309988595495253;0.980497915658331][0.482782555334986;0.866681679631975][...]],0.374267584,6,50,895306134,12,0.076320372,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 99",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.347720479,[[0;1]],30,300042,01:04.7,7987,8,8,2.146273848,117.5185752,0.370118714,3.10615056,115.3723013,[[0.280775318815369;1.03240628226667][1;0.197885864050535][0.496837493954128;0.880196842957627][0.894574091683094;0.378835777806203][...]],0.106078247,6,30,1017679028,12,0.068001763,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 99",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.041772548,[[0;1][-5;5]],30,300042,01:04.4,7987,8,8,5.659215079,120.6666667,0.070870876,0.410746117,115.0074516,[[0;1][1;0.522319468496][0.538955482388691;0.649317585220369][0.275413636367243;0.806581759236592][0.174408957149221;0.864910158800405][...]],0.039495406,6,30,384686888,12,0.040009232,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 52",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.206211928,[[0;1]],50,300030,01:07.2,9581,8,7,0.171073187,120.6666667,0.215319042,0.635220393,120.4955935,[[1;0.0062000127802822][0;1.01236205479873][0.0826736624949781;0.73933466031068][0.335866782961225;0.442781175889002][...]],0.118254355,6,50,609556460,12,0.124967226,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 99",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.285248663,[[0;1]],50,300042,01:05.1,7987,8,8,0.261497844,128.7781161,0.307755401,0.708351671,128.5166183,[[0;1.02798073851265][0.851891779799635;-0.758210553476569][0.641501742405175;-0.369476037598072][0.0544222354779493;0.817803021774363][...]],0.168814957,6,50,356856901,12,0.17557546,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 100",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.253981111,[[0;1]],50,300042,01:03.6,7987,8,8,0.239648163,120.3333333,0.253981111,1.025901198,120.0936852,[[0;1.00569868850184][1;0.0113650859695764][0.665;0.614688610111208][0.879931892292631;0.397657541399053][...]],0.057398483,6,50,401633989,12,0.057398483,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 100",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.318030297,[[0;1]],30,300042,01:03.7,7987,8,8,3.450425936,117.5185752,0.381990762,2.756738316,114.0681493,[[0.280775318815369;1.10626663753427][0.999999999793246;0.321243218091149][0.690835485234522;0.766734200513394][...]],0.072821096,6,30,1247188618,12,0.075135247,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 100",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.034750881,[[0;1][-5;5]],30,300042,01:04.3,7987,8,8,5.800906297,120.6666667,0.059166069,0.419426778,114.8657604,[[0;1][1;0.537916289768745][0.656326273675511;0.637539338530069][0.400903421432834;0.732408065468317][...]],0.04586232,6,30,1630953913,12,0.044527693,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 53",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.183065683,[[0;1]],50,300030,01:06.4,9581,8,7,0.206763159,120.6666667,0.187155028,0.468320251,120.4599035,[[1;0.00587622212188672][0;1.01171831420388][0.75;0.164302610835137][0.353187856223877;0.431051964489312][...]],0.108640917,6,50,1886813159,12,0.111422553,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12} Run 100",150,[150;300;600;1350;2400;3750;5400;7350],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=150, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.218956424,[[0;1]],50,300042,01:03.7,7987,8,8,0.175734624,128.7781161,0.249229865,0.679890974,128.6023815,[[0;1.01479885890765][0.851944233261585;-0.765369515066198][0.641651588488086;-0.411814201128073][0.439802205173099;-0.024696852611164][...]],0.097764706,6,50,2040446479,12,0.100970662,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 51",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.220252391,[[0;1]],50,300030,01:09.5,9581,8,7,0.246001163,120.3333333,0.228701253,0.449461527,120.0873322,[[0;1.00615940986924][1;0.012281113655753][0.460926226840998;0.822833093517053][0.884527621621992;0.314479720540441][...]],0.206629786,6,50,461225227,12,0.091818596,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 51",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.379342724,[[0;1]],30,300030,01:09.6,9581,8,7,0.332876625,117.5185752,0.399308131,2.264453709,117.1856986,[[0.99999965599944;0.0248648170759956][0.280775318815369;0.934769385387489][0.668464083069948;0.571284294648427][...]],0.120744094,6,30,1710275161,12,0.125708798,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 51",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045849206,[[0;1][-5;5]],30,300030,01:09.4,9581,8,7,4.392676711,120.6666667,0.068180775,0.404943154,116.27399,[[0;1][1;0.404210269834312][0.685694922815096;0.506355195552902][0.414235313112525;0.634424406443585][...]],0.055476364,6,30,1823776625,12,0.057990277,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 54",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.195117465,[[0;1]],50,300030,01:05.4,9581,8,7,0.174870314,120.6666667,0.2326756,0.528964321,120.4917964,[[1;0.00430050636624093][0;1.00858267575778][0.0819661633048606;0.759355902617587][0.211634034480349;0.578719890552352][...]],0.117249384,6,50,1776522107,12,0.123940137,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 51",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.253052993,[[0;1]],50,300030,01:09.9,9581,8,7,0.252522272,128.7781161,0.269313317,0.411184819,128.5255939,[[0;1.01392050076893][0.852336274957854;-0.76582960832265][0.434413650545003;0.0165653064553772][0.638486093134236;-0.32962780496447][...]],0.151414668,6,50,1589362635,12,0.141097293,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 52",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.271869627,[[0;1]],50,300030,01:09.2,9581,8,7,0.223326393,120.3333333,0.275982181,0.595200552,120.1100069,[[1;0.0107830169382074][0;1.00540470305194][0.502251612406264;0.787968953563369][0.329533377760931;0.961275679112001][...]],0.100870159,6,50,1896760207,12,0.102927013,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 52",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.386549648,[[0;1]],30,300030,01:09.3,9581,8,7,0.083462098,117.5185752,0.386549648,2.534582611,117.4351131,[[0.280775318815369;0.921165220344128][1;0][0.772226137016226;0.403666793308996][0.54041119712692;0.707955738019849][...]],0.080637641,6,30,1591199696,12,0.080637641,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 55",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.191611963,[[0;1]],50,300030,01:05.3,9581,8,7,0.151827167,120.6666667,0.210014079,0.426312727,120.5148395,[[0;1.00861255742895][1;0.00431551101839981][0.5;0.32742283895793][0.292453345433294;0.5056232640439][...]],0.088145381,6,50,601519223,12,0.079908617,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 52",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.05237997,[[0;1][-5;5]],30,300030,01:09.1,9581,8,7,4.926655761,120.6666667,0.058293604,0.379979201,115.7400109,[[0;1][1;0.45624871446471][0.668734366903044;0.555400473969168][0.460318182240317;0.631095200976876][0.251901997577591;0.727092119897589][...]],0.053429233,6,30,1741573208,12,0.049437198,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 52",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.265644678,[[0;1]],50,300030,01:09.9,9581,8,7,0.095073858,128.7781161,0.286721532,0.59973857,128.6830423,[[0.85152425055603;-0.771825239140636][0;1.00283213347615][0.640424329370241;-0.388603991619267][0.24924318028154;0.278624011260144][...]],0.125139774,6,50,1752451865,12,0.125659362,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 53",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.227778068,[[0;1]],50,300030,01:09.4,9581,8,7,0.145483927,120.3333333,0.229319667,0.66883604,120.1878494,[[1;0.00565743833612049][0;1.00280519471633][0.753967505980976;0.508457670703936][0.275192319816713;0.927312487225697][...]],0.098760255,6,50,13485557,12,0.098664999,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 53",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.385896164,[[0;1]],30,300030,01:09.0,9581,8,7,0.272498455,117.5185752,0.385896164,2.549352641,117.2460767,[[1;0.0187509458611175][0.280775318815369;0.931321939820706][0.465369556048712;0.82104241157083][0.657265476671897;0.614994232638701][...]],0.044180441,6,30,878872897,12,0.044180441,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 56",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.195387752,[[0;1]],50,300030,01:04.8,9581,8,7,0.266998424,120.6666667,0.222023104,0.585605985,120.3996682,[[0;1.01908599745086][1;0.00958339969711582][0.204156207401517;0.693764165507521][0.384362453580688;0.52534661322467][...]],0.099804514,6,50,1674212104,12,0.114317115,ZDT1
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 53",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.043895106,[[0;1][-5;5]],30,300030,01:09.2,9581,8,7,3.784737725,120.6666667,0.067006179,0.411303778,116.8819289,[[0;1][1;0.348642103768433][0.478638033458504;0.549366654751807][0.730759542565106;0.443190072649004][...]],0.068324056,6,30,1536567092,12,0.068975586,ZDT4
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 53",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.309014901,[[0;1]],50,300030,01:09.2,9581,8,7,0.201469307,128.7781161,0.320932597,0.797660562,128.5766468,[[0;1.01330888719338][0.851393779807144;-0.766098684513167][0.235809254820245;0.33939458467025][0.0817182419057655;0.834072232166877][...]],0.161209572,6,50,733437443,12,0.164057797,ZDT3
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 54",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.203737734,[[0;1]],50,300030,01:08.5,9581,8,7,0.145770398,120.3333333,0.216155823,0.400580842,120.1875629,[[0;1.00164800002514][1;0.00329328861464303][0.406226469353327;0.836899561053438][0.880946283453524;0.339103072847325][...]],0.14670074,6,50,771338395,12,0.098611933,ZDT2
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 54",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.38236548,[[0;1]],30,300030,01:08.4,9581,8,7,0.87320766,117.5185752,0.38236548,2.716581716,116.6453675,[[1;0.0770551168217621][0.280775318815369;0.963413513092457][0.520212679256638;0.778873836311389][0.682297281200847;0.591330226130371][...]],0.075022389,6,30,857201876,12,0.075022389,ZDT6
"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12} Run 57",300,[300;600;1200;2700;4800;7500;10800;14700],"ALPS with NSGA2 {NumberOfLayers=8, PopulationSize=6, AgeGap=300, SelectedParents=12}",[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.21442022,[[0;1]],50,300030,01:04.3,9581,8,7,0.211113387,120.6666667,0.226802713,0.436266991,120.4555533,[[1;0.00861589282740011][0;1.01715375757633][0.5;0.304009436179503][0.22462930056932;0.66528893963223][...]],0.135875945,6,50,1920462610,12,0.139360694,ZDT1
