,AgeGap,AgeLimits,Algorithm Name,Execution Time,Generations,NonDominatedElites,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 65",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:54.8,5983,3,10,10,0.521177145,1324.367774,1.858207908,0.102234292,1323.846597,[[0.713314713878502;0.70784834710757;0][4.36764865445302E-17;4.33417791705299E-17;1.00492147132922][4.33417791705299E-17;4.36764865445302E-17;1.00492147132922][...]],0.326520301,5,1578016656,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 87",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:55.4,5983,0,10,10,0.88601879,1324.367774,2.422690696,0.007588101,1323.481755,[[0.71536708400774;0.708091494092576;0][4.38021538195632E-17;4.33566671376675E-17;1.00655036083049][0.708048841528106;0.715006450382844;0][...]],0.141094904,5,28995058,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 86",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:55.9,5983,1,10,10,0.562701931,1324.367774,1.750187742,0.184147243,1323.805072,[[1.47937494909722;0.701905967921794;0.67960118405685][4.40247342736662E-17;4.33828872425393E-17;1.00943765391876][...]],0.422065607,5,1981003102,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=3} Run 67",150,[150;300;600;1350;2400],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=3}",01:22.7,6471,3,5,5,0.210251679,1324.524307,0.705049918,0.018062003,1324.314055,[[0.708869579554065;0.70731829298397;0][4.33092773180576E-17;4.3403921581094E-17;1.00139162745473][4.34039457636098E-17;4.33092802145479E-17;1.00139194043967][...]],0.103872355,10,35490825,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 66",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:55.5,5983,3,10,10,1.214332087,1324.367774,0.996695114,0.10406521,1323.153442,[[0.52328627744497;0.775026735289523;0.935144357078494][4.39810086005675E-17;4.33777513375746E-17;1.00887022464766][...]],0.164151618,5,364770895,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=3} Run 68",150,[150;300;600;1350;2400],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=3}",01:21.4,6471,3,5,5,0.212450108,1324.544767,0.670606652,0.007198123,1324.332316,[[4.34449900278797E-17;4.33141930425782E-17;1.00192320910652][0.709483671636643;0.707391800518534;0][4.33138211898108E-17;4.3441881453573E-17;1.00188296894631][...]],0.127999493,10,467515644,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 88",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:53.9,5983,0,10,10,0.923051066,1324.367774,1.155830033,0.168848606,1323.444723,[[1.09058200389855;0.649856825492946;0.724121866179955][4.33709319636691E-17;4.39230464654773E-17;1.00811821703878][...]],0.232043374,5,1872590246,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 87",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:53.7,5983,1,10,10,0.519117901,1324.367774,1.593236546,0.009373265,1323.848656,[[0.71762941889013;0.708358363470872;0][4.37339092139079E-17;4.35814996798257E-17;1.0083470756861][4.39406772951812E-17;4.33730076335463E-17;1.00834694116043][...]],0.332569238,5,337644909,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=3} Run 69",150,[150;300;600;1350;2400],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=3}",01:21.3,6471,3,5,5,0.082418286,1324.506311,0.664927749,0.01615795,1324.423892,[[4.35244845920457E-17;4.33236894882159E-17;1.0029524470239][4.33242279254919E-17;4.35289980322412E-17;1.00301089469911][...]],0.092127599,10,1191527600,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 67",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:54.0,5983,3,10,10,0.545678156,1324.367774,2.426770035,0.00740474,1323.822096,[[4.33585806853313E-17;4.38183432460479E-17;1.006760272842][0.715631486138827;0.708122745729608;0][4.38183432460479E-17;4.33585806853313E-17;1.006760272842][...]],0.307163659,5,2064354328,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 89",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:54.3,5983,0,10,10,1.203015607,1324.367774,∞,0.236222564,1323.164759,[[1.73417430136188;0.706862436318543;0.781444922454232][0.715124714971375;0.708062832206714;0][4.33549121612905E-17;4.37873134864681E-17;1.00635795436588][...]],0.512639963,5,937438376,10
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1} Run 88",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=1}",01:54.9,5983,1,10,10,1.2127075,1324.367774,∞,0.095360887,1323.155067,[[4.44949511369797E-17;4.34376581203641E-17;1.01554656458667][4.34375566842617E-17;4.44940736110538E-17;1.01553515232698][...]],0.278039288,5,1338688948,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=3} Run 70",150,[150;300;600;1350;2400],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=3}",01:21.8,6471,3,5,5,0.406916678,1324.507816,0.770944587,0.012624276,1324.1009,[[0.711264431979828;0.707632727208724;0][4.34088412970413E-17;4.34720364073177E-17;1.00332770347133][4.35513158216828E-17;4.33268891913328E-17;1.00329992052017][...]],0.106220067,10,167000238,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3} Run 68",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=3}",01:55.9,5983,3,10,10,0.523385861,1324.367774,1.825363648,0.05625428,1323.844388,[[0.715809734475977;0.70814380490322;0][4.3356207939137E-17;4.37982700765591E-17;1.00650000647705][0.796373790979283;0.644283229839935;0.541229322833707][...]],0.257772754,5,134997059,10
"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=3} Run 71",150,[150;300;600;1350;2400],"ALPS with NSGA2 {NumberOfLayers=5, AgeGap=150, NonDominatedElites=3}",01:22.5,6471,3,5,5,0.000668112,1324.518027,0.574813615,0.004701021,1324.517359,[[4.33294247340164E-17;4.35725944243866E-17;1.00357551510086][4.35689426374769E-17;4.33289897150343E-17;1.0035282163129][...]],0.093848039,10,169928394,20
"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0} Run 90",5,[5;10;20;45;80;125;180;245;320;405],"ALPS with NSGA2 {NumberOfLayers=10, AgeGap=5, NonDominatedElites=0}",01:54.9,5983,0,10,10,0.690283184,1324.367774,2.426104063,0.007197593,1323.677491,[[4.33553072043554E-17;4.37906534009733E-17;1.00640125560339][0.715179803066665;0.708069347989739;0][4.37907664621669E-17;4.33553205764117E-17;1.00640272142744][...]],0.205350409,5,2134834477,10
