,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 19",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:35.8,6542,3,3,0.083563116,0.190608803,0.393053877,128.694553,[[0.851701786907113;-0.768538506972388][0;1.00894280279843][0.198483609310231;0.57090282459487][0.257903307892986;0.248840021994339][...]],0.064390419,16,304141939,32
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3} Run 20",300,[300;600;1200],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=3}",300000,00:35.7,6542,3,3,0.105134372,0.180212385,0.37353909,128.6729818,[[0;1.01262760192597][0.851690594424288;-0.766541420168531][0.823442781751476;-0.453612890813094][0.45380980145719;-0.115829633084749][...]],0.060616554,16,1854384819,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 1",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:35.2,6385,3,3,0.075945044,0.217717059,0.573939944,128.7021711,[[0.851879038971753;-0.768767003622106][0;1.00852877761365][0.62622957324801;-0.245329357628165][0.453740805841242;-0.118545351197226][...]],0.062276183,16,1051392814,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 2",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:35.2,6385,3,3,0.141568849,0.20258278,0.657186531,128.6365473,[[0.85166634901628;-0.763094842414503][0;1.01897374424359][0.453873162532055;-0.111604415248036][0.2580523196271;0.25634935277586][...]],0.052384905,16,649244457,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 3",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:36.0,6385,3,3,0.045138283,0.208877016,0.76039669,128.7329778,[[0.851812158371219;-0.771975793407566][0;1.00258857571184][0.0883303433780421;0.673357881410999][0.823503081954543;-0.460360560301665][...]],0.064061664,16,1454246741,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 4",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:36.2,6385,3,3,0.029161357,0.211902787,0.749914257,128.7489548,[[0.851926073743546;-0.773250745435262][0;1.00008238474079][0.257536867141833;0.242327024385692][0.453771323654358;-0.124072718344552][...]],0.052262395,16,1888516295,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 5",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:35.1,6385,3,3,0.118886567,0.221616942,0.744773078,128.6592296,[[0;1.01449655179758][0.851801014965955;-0.765537618848416][0.652523147012374;-0.449600845809173][0.618552915412835;-0.118123743438187][...]],0.056400495,16,1179091473,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 6",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:35.2,6385,3,3,0.135352128,0.220312571,0.842673315,128.642764,[[0;1.01834691905465][0.851656851064822;-0.763448848476221][0.618535827648532;-0.115463515106916][0.257958552941024;0.255999770788935][...]],0.05471391,16,1043261311,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 7",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:35.3,6385,3,3,0.078743839,0.232101314,0.667815312,128.6993723,[[0;1.00898541227535][0.851809112444703;-0.768520479356][0.652507492328747;-0.452897848882604][0.257783445385285;0.24887084142207][...]],0.061765958,16,493136520,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 8",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:35.2,6385,3,3,0.166362031,0.220005961,0.840709348,128.6117541,[[0.851699283917066;-0.760820762731079][0;1.02314053811335][0.453886534486259;-0.108807475976584][0.652672271145013;-0.44439013185015][...]],0.062614772,16,1849736613,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 9",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:35.5,6385,3,3,0.148189983,0.219310416,0.678025585,128.6299261,[[0;1.01828384263706][0.851744193010579;-0.762914179013536][0.411710079003085;0.222730380066447][0.82342015800617;-0.448891980713148][...]],0.053242647,16,1373113399,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 10",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:35.3,6385,3,3,0.078215853,0.219072607,0.732547111,128.6999003,[[0.851557536316907;-0.769434793911995][0;1.00723381530449][0.823403092219883;-0.455761704993419][0.409957324720431;0.238482318201287][...]],0.050016912,16,177984951,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 11",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:35.2,6385,3,3,0.15581853,0.21373591,0.905128449,128.6222976,[[0;1.02155358948044][0.851785763968324;-0.761761598889892][0.652266796524218;-0.445153160069414][0.453543881325436;-0.109876406790188][...]],0.059657778,16,1624197320,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 12",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:36.1,6385,3,3,0.084436153,0.225834391,0.794462455,128.69368,[[0.85099225147004;-0.768218435391359][0;1.00895972764159][0.454845522661472;-0.118047943089622][0.823550761302972;-0.45780756387455][...]],0.073593148,16,1908582738,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 13",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:36.3,6385,3,3,0.089484079,0.230558649,0.758908964,128.6886321,[[0.851277757180744;-0.767673383582042][0;1.01032206922867][0.652605689124047;-0.452103865902152][0.453933621067351;-0.117372345379104][...]],0.060798265,16,1967871322,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 14",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:35.7,6385,3,3,0.076533866,0.229160788,1.056980912,128.7015823,[[0;1.00860589196772][0.851785266190302;-0.768744331671592][0.823592976459781;-0.458876305940426][0.61837740967727;-0.118650610619776][...]],0.055762521,16,1617346436,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 15",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:35.5,6385,3,3,0.256931644,0.201156768,0.682248114,128.5211845,[[0;1.03791715891238][0.851687517006753;-0.752776333358432][0.258579811391489;0.270615876855479][0.212796562456985;0.484692431670603][...]],0.046169968,16,813581489,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 16",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:36.2,6385,3,3,0.032282272,0.22308458,0.870671119,128.7458339,[[0.851778576598905;-0.772644815929329][0;1.00134204508457][0.824370366107479;-0.478489531977111][0.652475092815207;-0.457462645922813][...]],0.046587104,16,1753001941,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 17",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:36.4,6385,3,3,0.026359844,0.225043066,0.822296595,128.7517563,[[0.851907723127434;-0.773227348344561][0;1.0002379410919][0.824022100503447;-0.472114228896249][0.453948672259543;-0.124045907758863][...]],0.057763781,16,1555221035,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 18",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:36.1,6385,3,3,0.032483057,0.201611764,0.68806828,128.7456331,[[0;1.00134583446028][0.851694302568926;-0.7726358914087][0.823470163394129;-0.46035174690473][0.409376228322962;0.242240062341593][...]],0.055496619,16,683099857,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 19",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:36.2,6385,3,3,0.101641556,0.213963184,0.544723565,128.6764746,[[0.852110731485393;-0.766534086974278][0;1.01245952270535][0.453763118199359;-0.115942949559641][0.652478343901329;-0.45076628660597][...]],0.057224859,16,434606992,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3} Run 20",150,[150;300;600],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=3}",300000,00:36.2,6385,3,3,0.047252215,0.237894788,0.717692385,128.7308639,[[0.85204116566648;-0.771393530629253][0;1.00363124125791][0.453953018992816;-0.121691512507922][0.618480370753589;-0.123412402837806][...]],0.062278625,16,503403300,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 1",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:35.0,6258,3,3,0.210087512,0.296347059,1.269224212,128.5680286,[[0.851813212425751;-0.756988689791264][0;1.03022357003534][0.823284761855767;-0.440952847420012][0.454081668859607;-0.104413760759817][...]],0.09304267,16,1934084423,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 2",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:35.2,6258,3,3,0.447116643,0.295372188,1.574133407,128.3309995,[[0.851757812493938;-0.736451753740397][0;1.06759831205758][0.652405082884978;-0.417515055943552][0.453890302407356;-0.0790187355542702][...]],0.051213884,16,952213753,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 3",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:35.2,6258,3,3,0.162921094,0.259808746,1.242310125,128.615195,[[0.850851820622355;-0.761120968978706][0;1.02187837904293][0.823762464741409;-0.455017448653591][0.618330605705676;-0.109739565679383][...]],0.10326815,16,1219419580,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 4",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:35.3,6258,3,3,0.435959566,0.297904784,1.399498202,128.3421566,[[0;1.071574111422][0.851591134027005;-0.737399117055913][0.257640609737134;0.295885311916347][0.618757910996505;-0.0932394104075947][...]],0.065056121,16,1429014359,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 5",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:36.1,6258,3,3,0.117297844,0.307426268,1.471301364,128.6608183,[[0;1.01493700495639][0.852123877704307;-0.765265695337945][0.823541396787871;-0.454351573210599][0.453814693334291;-0.114287319672704][...]],0.04893639,16,608731065,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 6",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:36.3,6258,3,3,0.242078325,0.288761978,1.098069329,128.5360378,[[0.851782404073525;-0.754096080323263][0;1.03551982183586][0.203470461724559;0.554361630243223][0.45389589798684;-0.100559346801227][...]],0.081659131,16,496449014,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 7",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:36.1,6258,3,3,0.071323366,0.27684531,1.299480905,128.7067928,[[0.851732951584534;-0.769596583949226][0;1.00698650276476][0.652480473110593;-0.454093313804357][0.618616977376001;-0.123810957483162][...]],0.093666407,16,1071622733,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 8",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:35.6,6258,3,3,0.137611008,0.250149995,1.633420064,128.6405051,[[0;1.01837297566705][0.851748723467004;-0.763423887581422][0.823537260796112;-0.452365406903385][0.652785711854682;-0.447239519144731][...]],0.073250576,16,673512279,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 9",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:40.7,6258,3,3,0.192747604,0.258008724,1.501933243,128.5853685,[[0;1.02762067295341][0.851840986275036;-0.758407491830437][0.823363094105642;-0.443728244122294][0.197267048596575;0.59429779528576][...]],0.052084392,16,1685964372,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 1",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:38.8,5864,3,3,0.684172371,0.340468736,1.810039346,128.0939438,[[0;1.10617021117565][0.851964286565681;-0.714954061142009][0.618361334504198;-0.058120058961606][0.454004320643195;-0.052911321134549][...]],0.085756171,16,1187470871,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 1",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:45.0,6471,5,5,0.156965567,0.234280914,0.712780087,128.6211506,[[0.851217567669736;-0.769540208580416][0;1.006801505218][0.636850998633178;-0.377219845634407][0.257905038047579;0.247241177768946][...]],0.110966749,10,2014540540,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 1",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:46.0,6955,5,5,0.074461709,0.207993277,0.510125884,128.7036544,[[0.851785413262743;-0.770893715789045][0;1.00458328926368][0.0649847523158575;0.691526226586569][0.247218655162684;0.259962515868991][...]],0.111694335,10,1701494785,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 10",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:42.6,6258,3,3,0.188274173,0.268482598,1.181152071,128.589842,[[0.85154427712415;-0.759231733129201][0;1.02603945357345][0.652683804535725;-0.44266517337462][0.618558812385805;-0.111177208695559][...]],0.081625472,16,1609618495,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 2",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:39.9,5864,3,3,0.317428682,0.35576755,1.436342495,128.4606874,[[0.851838531780554;-0.74803721508521][0;1.04658485019277][0.453788356557637;-0.0931436693478378][0.61879290680663;-0.102639252307124][...]],0.102842813,16,1489555239,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 2",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:46.1,6471,5,5,0.138352607,0.262784407,0.894470816,128.6397635,[[0;1.01224114813057][0.851947783275485;-0.766670571999818][0.062581860751024;0.707525710334973][0.202873609453106;0.550518132740888][...]],0.107621566,10,1357748618,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 2",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:47.0,6955,5,5,0.116024983,0.239756483,0.673939594,128.6620911,[[0.851789710746499;-0.76794433198685][0;1.01029730089117][0.652213916113486;-0.452091178438731][0.617299473304886;-0.0986609776451038][...]],0.09994285,10,920468958,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 11",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:42.7,6258,3,3,0.202123795,0.290598206,1.630887145,128.5759923,[[0.851702056241199;-0.757636629780047][0;1.02902063812968][0.453602160234963;-0.104882863861352][0.618339716342837;-0.10552961750568][...]],0.073656455,16,148173467,32
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 3",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.1,5864,3,3,0.150052932,0.277898758,1.746169364,128.6280632,[[0.851917217296559;-0.762415997247552][0;1.0199491160927][0.452904372940592;-0.109997441713418][0.410212216098669;0.243453165011615][...]],0.058596191,16,52902946,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 3",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:46.3,6471,5,5,0.190044479,0.257230895,1.023840926,128.5880717,[[0;1.02322269683521][0.852248341911214;-0.760731406767984][0.0685986225558673;0.701066849816584][0.244988495597635;0.280586678452292][...]],0.1206408,10,319689341,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 3",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:47.5,6955,5,5,0.11324967,0.251400894,0.782280251,128.6648665,[[0.852104800837433;-0.770050648531796][0;1.00608683757972][0.643435524684831;-0.428296194751982][0.0935152251469548;0.682223492516543][...]],0.087976148,10,916477420,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 4",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.3,5864,3,3,0.282765523,0.362002736,1.354386856,128.4953506,[[0.851696805022686;-0.750648695429936][0;1.04174978913362][0.65286322850349;-0.433135657721408][0.409273005647184;0.27127594944977][...]],0.073715936,16,378237665,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 12",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.3,6258,3,3,0.083991249,0.302192808,1.49100408,128.6941249,[[0.851767376553579;-0.768314219652906][0;1.00852274386482][0.182149488437166;0.677388945578427][0.453668720529359;-0.11832501318589][...]],0.097016381,16,31625820,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 4",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.1,6471,5,5,0.13787825,0.224740693,0.839280993,128.6402379,[[0.851707863207169;-0.764968984399553][0;1.01553760403442][0.652848800832097;-0.448940702540051][0.455725444512376;-0.113134294655963][...]],0.080263139,10,1632764378,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 4",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.4,6955,5,5,0.122844029,0.229505441,0.542178883,128.6552721,[[0.85172798599868;-0.769523832963556][0;1.00711317583626][0.0551740899022385;0.716954077687486][0.226868635907325;0.539866234336711][...]],0.078589196,10,405404891,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3} Run 5",5,[5;10;20],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=3}",300032,00:40.7,5864,3,3,0.41700664,0.340743539,1.393901537,128.3611095,[[0;1.06369551931823][0.851698397086747;-0.738602869915138][0.409319133670396;0.285735763835387][0.652585079551315;-0.419724637585674][...]],0.076688526,16,63277717,32
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3} Run 13",50,[50;100;200],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=3}",300032,00:43.8,6258,3,3,0.135773241,0.275776598,1.353791469,128.6423429,[[0.852031615128025;-0.764814333814943][0;1.0157993336839][0.453919297907888;-0.113720224623805][0.409839299891901;0.245897805590224][...]],0.079993984,16,1232644206,32
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 5",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,00:47.4,6471,5,5,0.139300409,0.235492949,1.030121905,128.6388157,[[0;1.01458886983325][0.851637410049461;-0.76547511927697][0.0879245802898053;0.687631337675727][0.453746275714043;-0.113961868338842][...]],0.089682823,10,1161712782,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 5",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,00:48.1,6955,5,5,0.114158203,0.236105931,0.623506046,128.6639579,[[0;1.0055238394779][0.851803881195639;-0.770275407251528][0.284958680930588;0.383408698033208][0.453280370686161;-0.120459992047141][...]],0.082188722,10,1528148849,20
