,AgeGap,AgeLimits,Algorithm Name,EvaluatedSolutions,Execution Time,Generations,NumberOfLayers,OpenLayers,ParetoFrontResults.Absolute Distance to BestKnownHypervolume,ParetoFrontResults.Best known hypervolume,ParetoFrontResults.Crowding,ParetoFrontResults.Generational Distance,ParetoFrontResults.Hypervolume,ParetoFrontResults.Pareto Front,ParetoFrontResults.Spacing,PopulationSize,Seed,SelectedParents
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 3",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:51.2,6135,5,5,0.940672016,1330.997341,0.415252269,1.271436815,1330.056669,[[1;0;0][5.92209434592396E-17;4.81119890715124E-17;3.09255350399971][6.12303176911189E-17;0;2.67985222828384][...]],0.218305148,10,686040542,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 3",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:07.8,6471,5,5,1.946981077,1330.997851,0.647852391,2.246331364,1329.05087,[[1;0;0][6.11162098783116E-17;1.35060284492633E-17;3.61471570349749][3.74915180455534E-33;6.43197412578004E-17;1.0504557820893][...]],0.346951493,10,593141757,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 3",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,14:34.6,6955,5,5,0.289278381,1330.997208,0.629366209,2.020443438,1330.70793,[[1;0;0][5.98741664967714E-17;3.75640863242258E-17;2.9311541750983][6.01366916717524E-17;2.93295993912752;0.561890049314009][...]],0.72671836,10,238716493,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 4",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:23.0,5784,5,5,1.288245625,1330.998747,0.499635008,1.670222404,1329.710502,[[0.0181267679786985;0;3.33364463426106][1;0;0][6.08748742644238E-17;6.54545851731518;0.708360452205518][...]],0.469459251,10,1619178916,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 4",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:58.8,6135,5,5,0.445211774,1330.998087,0.712655656,2.128447661,1330.552875,[[1;0;0][6.09854410016756E-17;3.64191357102166E-17;6.65721078836346][6.07541294635933E-17;3.57188398346028;0.448087780160721][...]],0.268310424,10,1288212354,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 4",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:21.3,6471,5,5,1.460251439,1330.997823,0.769398047,2.182233541,1329.537571,[[1;0;0][6.12268538111901E-17;2.17975891059074E-18;3.34683987830219][6.12303176911189E-17;5.84389691211229;0][...]],0.412828746,10,1573923830,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 4",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,14:44.2,6955,5,5,1.063107466,1330.996004,0.424521969,1.118856763,1329.932897,[[1;0;0][6.12303176911189E-17;0;1.59596376267464][6.10122314758051E-17;2.96918212880008;0.251272658941054][...]],0.209357042,10,163538374,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 5",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:24.1,5784,5,5,2.320816833,1330.998242,0.78882107,2.05097376,1328.677426,[[1;0;0][6.11759482143135E-17;7.17362943898576;0.302508534176321][3.74915180455534E-33;6.67394397517608E-17;1.08997376248206][...]],0.28083302,10,834094842,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 5",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,13:00.7,6135,5,5,0.030390526,1330.998742,0.456517745,1.1165571,1330.968352,[[1;0;0][6.10763151024894E-17;1.73161504751178E-17;3.9899029834922][3.74915180455534E-33;6.29700274583116E-17;1.0284125549694][...]],0.283005423,10,1272358661,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 5",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:19.2,6471,5,5,0.56150621,1330.998689,0.544639578,1.553625638,1330.437183,[[1;0;0][6.10246702395316E-17;1.49280029893369E-17;2.97719138620575][3.74915180455534E-33;6.37973899053672E-17;1.04192485538289][...]],0.315361714,10,1935657822,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 6",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:23.9,5784,5,5,0.592400464,1330.999626,0.762980926,2.295201475,1330.407226,[[1;0;0][6.08405948342777E-17;4.10974424938095;0.465913590965611][3.74915180455534E-33;6.54118482056662E-17;1.06829183110957][...]],0.488676198,10,70792140,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 5",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,14:42.7,6955,5,5,1.149433719,1330.991559,0.505753358,1.25954567,1329.842125,[[1;0;0][3.74915180455534E-33;6.55349583566342E-17;1.0703024388544][6.12303176911189E-17;0;1.46529981328286][...]],0.477496899,10,1850660354,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 6",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,13:01.3,6135,5,5,1.379547251,1330.993177,0.516423029,1.41329003,1329.61363,[[1;0;0][6.08685010213811E-17;3.38460334681777;0.369585726170553][6.12303176911189E-17;0;2.64309365955578][...]],0.368828184,10,67118276,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 6",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:18.8,6471,5,5,0.686077896,1330.999994,0.413775394,1.129263136,1330.313916,[[1;0;0][6.12212171710334E-17;3.83228455646185;0.0660801487708882][3.74915180455534E-33;6.45572741811073E-17;1.05433511723345][...]],0.361985892,10,711936037,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 7",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:20.6,5784,5,5,1.503483463,1330.998964,1.008582877,2.741846442,1329.495481,[[1;0;0][6.10409079039506E-17;5.04559250072007;0.397790611334888][3.74915180455534E-33;6.5176118638564E-17;1.06444194797992][...]],0.361289822,10,459776605,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 6",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,14:38.0,6955,5,5,0.02354476,1330.999959,0.616272466,1.599622766,1330.976415,[[1;0;0][6.04159352895551E-17;4.13389258389063E-17;4.15332225781866][6.12303176911189E-17;2.47392888324647;0][...]],0.301431962,10,1650422935,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 7",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:52.9,6135,5,5,1.552511667,1330.999491,0.52860826,1.57206273,1329.446979,[[1;0;0][6.07115890654893E-17;4.09756669409354;0.536785812975976][6.10215590176475E-17;1.13265387064069E-17;2.24205974799242][...]],0.368073871,10,891118295,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 7",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:11.0,6471,5,5,0.603040286,1330.999962,0.586810593,1.682884735,1330.396922,[[1;0;0][3.74915180455534E-33;6.42036806425115E-17;1.04856030580132][6.12303176911189E-17;0;1.50697598628231][...]],0.258433735,10,1213885296,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 8",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:06.0,5784,5,5,1.27314186,1330.999972,0.566420325,2.103569759,1329.72683,[[6.06991161441043E-17;5.12614146457549;0.679660708754516][1;0;0][3.74915180455534E-33;6.79453668423225E-17;1.10966869688768][...]],0.269780097,10,1440377762,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 8",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:42.8,6135,5,5,0.92224017,1330.999776,0.697081779,1.569286945,1330.077536,[[1;0;0][5.90315578869852E-17;6.26821340593606E-17;3.85470274478163][5.9838905886576E-17;3.04144409177955;0.65969153880967][...]],0.363730862,10,894362194,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 7",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,14:22.1,6955,5,5,0.994792583,1330.989449,0.483067801,1.310698721,1329.994656,[[1;0;0][6.12303176911189E-17;3.47168358023742;0][3.74915180455534E-33;6.52184842137303E-17;1.06513385317924][...]],0.19091598,10,748808803,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 8",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:00.9,6471,5,5,1.637039,1330.997015,0.866006712,2.331346151,1329.359976,[[1;0;0][6.12302186985415E-17;7.4195828106686;0.0133417583472622][6.12132043663841E-17;6.90812665899901E-18;4.77227200557481][...]],0.431971406,10,1456494338,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 9",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:05.8,5784,5,5,0.735193142,1330.999302,0.733847851,1.914545768,1330.264109,[[0.0359909497095681;5.48571349272355;0.227936855793745][1;0;0][3.74915180455534E-33;6.60360519670361E-17;1.07848618882169][...]],0.447390692,10,1432464577,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 9",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:40.3,6135,5,5,1.529167323,1330.999164,0.519497252,1.69436344,1329.469997,[[1;0;0][6.0618795833722E-17;3.61654792639709E-17;4.18964326295272][6.12303176911189E-17;4.21539355270171;0][...]],0.268236587,10,936764710,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 8",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,14:19.5,6955,5,5,1.063497084,1330.993451,0.599961452,1.531070349,1329.929954,[[1;0;0][6.09890316438843E-17;1.35037104916264E-17;2.48666356123275][3.74915180455534E-33;6.52320407656969E-17;1.06535525578628][...]],0.230183543,10,2130798562,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 9",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,12:58.9,6471,5,5,1.290706298,1330.99991,0.755636092,1.868230344,1329.709204,[[1;0;0][6.12301807611241E-17;5.24371084952636;0.01108971796531][6.12299034001298E-17;5.08439666177152E-19;2.25729937645069][...]],0.367797699,10,1202091838,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 10",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:05.3,5784,5,5,0.196718544,1330.999457,0.750974381,2.261749195,1330.802738,[[6.10681568375125E-17;1.98717444896685E-17;4.46223525880689][1;0;0][6.12303176911189E-17;4.81348061713116;0][...]],0.768431319,10,1826305909,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 10",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:43.8,6135,5,5,0.094335386,1330.999577,0.592996837,1.329354785,1330.905241,[[1;0;0][6.12303176911189E-17;3.31243279801664;0][3.74915180455534E-33;6.41503230940268E-17;1.04768888212598][...]],1.071859689,10,333377277,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 10",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:04.1,6471,5,5,1.586782636,1330.999687,0.726763551,1.802302985,1329.412904,[[1;0;0][0.283103645152181;4.97779062021727;0][5.83833282598192E-17;4.66576236405734E-17;2.52836240446423][...]],0.26065469,10,786797628,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 9",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,14:29.3,6955,5,5,1.546776363,1330.991636,0.381429235,1.047884408,1329.44486,[[1;0;0][6.10136154117315E-17;3.21144876427473;0.270906630373747][3.74915180455534E-33;6.55682600898539E-17;1.07084631539262][...]],0.229141201,10,1351946909,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 11",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:10.7,5784,5,5,1.613131108,1330.996391,0.584814999,2.337753363,1329.38326,[[6.1207047558962E-17;8.14682244261605E-18;4.82649475461235][1;0;0][3.74915180455534E-33;6.53134916381155E-17;1.06668549341185][...]],0.249374234,10,1184613900,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 11",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:42.2,6135,5,5,0.810341084,1330.999998,0.760661761,1.387882303,1330.189657,[[1;0;0][6.12279268057059E-17;4.55379075442792E-18;8.4158827290906][3.74915180455534E-33;6.34496774482999E-17;1.03624609247296][...]],0.757627369,10,773910889,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 11",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,12:59.9,6471,5,5,2.712197168,1330.978571,0.56760345,1.455914416,1328.266374,[[0.242207294761489;0;3.097462032852][6.12296804128244E-17;5.7799413151169;0.0263707890029197][1;0;0][...]],0.27963101,10,1331226790,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 10",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,13:33.0,6955,5,5,0.392514379,1330.999167,0.396804527,0.825073643,1330.606653,[[1;0;0][3.74915180455534E-33;6.4853283104453E-17;1.05916946947116][6.12303176911189E-17;1.187105161871;0][...]],0.184327485,10,1028314725,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 12",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:04.3,5784,5,5,0.822557543,1330.998143,0.791847944,2.198830019,1330.175585,[[0.127293862440694;6.95329018286173;0][1;0;0][3.74915180455534E-33;6.48959723195481E-17;1.05986666028618][...]],0.409668854,10,591856368,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 12",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:41.4,6135,5,5,1.500162672,1330.997721,0.655957258,1.798948114,1329.497558,[[1;0;0][6.07537121284683E-17;5.3153321581678;0.667096453262004][3.74915180455534E-33;6.42585545665594E-17;1.04945649458683][...]],0.307763226,10,1098285557,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 12",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:01.8,6471,5,5,1.262033649,1330.997551,0.693305073,1.82693401,1329.735517,[[1;0;0][5.94495017340045E-17;4.54328532594935E-17;3.09915406924167][3.74915180455534E-33;6.42047756025194E-17;1.04857818844588][...]],0.22163987,10,1379946612,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 13",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:08.8,5784,5,5,1.651406046,1330.996283,0.622689569,2.264988724,1329.344877,[[1;0;0][3.74915180455534E-33;6.65989992271529E-17;1.08768011890967][6.12303176911189E-17;0;1.6549967967129][...]],0.539984145,10,860757177,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 11",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,13:33.9,6955,5,5,0.639353273,1330.999881,0.433205421,1.104298604,1330.360528,[[1;0;0][6.11908082765497E-17;3.67405746176557;0.132049948612149][5.76969487923364E-17;5.84050415344873E-17;2.84914877603689][...]],0.218731417,10,46179080,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 13",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:57.0,6135,5,5,1.043583451,1330.999938,0.475573326,1.3744021,1329.956354,[[1;0;0][5.97098587494896E-17;3.79120048405972;0.861000403050648][6.07993770831376E-17;1.99822033597612E-17;2.7555094322398][...]],0.245930695,10,1497064800,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 13",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:23.1,6471,5,5,1.056326048,1330.994769,0.571524217,1.398647255,1329.938443,[[1;0;0][6.11660728808049E-17;3.66612257381841;0.16807368199614][3.74915180455534E-33;6.46789670202226E-17;1.05632257775471][...]],0.226169459,10,1975303259,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 14",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:28.1,5784,5,5,1.250994388,1330.999964,0.460993907,1.573602008,1329.748969,[[1;0;0][6.02689269112438E-17;3.46987754368336;0.622239324913378][3.74915180455534E-33;6.4779901624553E-17;1.05797101937867][...]],0.213354491,10,2015264551,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 12",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,13:57.9,6955,5,5,1.003918104,1330.999783,0.494907177,1.383252767,1329.995865,[[1;0;0][6.12293190766131E-17;3.44440545004033;0.019672078856169][3.74915180455534E-33;6.55189893780333E-17;1.07004163702937][...]],0.215306663,10,462440108,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 14",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,13:03.3,6135,5,5,0.80460367,1330.998849,0.525776246,1.126804776,1330.194245,[[1;0;0][6.0872826636595E-17;1.53691363426137E-17;2.32623427272905][5.81032698847656E-17;2.82842659228086;0.940357400628028][...]],0.299514292,10,2036791853,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 15",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:18.4,5784,5,5,1.603140883,1330.999352,0.758746267,2.061891548,1329.396211,[[1;0;0][3.74915180455534E-33;6.55531322781739E-17;1.07059925131961][6.12303176911189E-17;0;1.25468772098658][...]],0.359958279,10,1809629203,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 14",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:15.5,6471,5,5,1.171853034,1330.996548,0.692756905,1.765694916,1329.824695,[[1;0;0][6.11534250438696E-17;4.25552926157366;0.213470106712249][3.74915180455534E-33;6.41033152166317E-17;1.04692115987387][...]],0.307736881,10,1570867139,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 13",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,13:42.6,6955,5,5,0.968518659,1330.988325,0.484134501,1.183778412,1330.019806,[[1;0;0][3.74915180455534E-33;6.49801004534568E-17;1.06124062235401][6.05269879329496E-17;2.38746994535652E-17;2.57994770021458][...]],0.313035352,10,2068654220,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 15",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:52.3,6135,5,5,0.182976681,1330.999144,0.630324251,1.442082123,1330.816168,[[1;0;0][6.11825465251916E-17;4.02511031574307;0.159091394548194][6.12303176911189E-17;0;2.61521861859742][...]],0.151389952,10,146421768,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 16",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:14.8,5784,5,5,0.673769975,1330.997157,0.509472303,1.611382926,1330.323387,[[1;0;0][3.74915180455534E-33;6.46986203998604E-17;1.05664355240222][6.12303176911189E-17;0;1.10439687967215][...]],0.323530093,10,1098566007,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 15",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:12.0,6471,5,5,0.886343212,1330.9991,0.392972591,1.158418155,1330.112756,[[1;0;0][6.12303176911189E-17;0;2.51306710911322][3.74915180455534E-33;6.44507933623487E-17;1.05259609606267][...]],0.307019939,10,794327187,20
"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5} Run 14",300,[300;600;1200;2700;4800],"ALPS with NSGA2 {AgeGap=300, NumberOfLayers=5}",300030,13:44.7,6955,5,5,1.334540043,1330.999918,0.356356834,0.908579258,1329.665378,[[1;0;0][6.12303176911189E-17;2.21531833276944;0][6.12303176911189E-17;0;1.91819617891529][5.89814317256849E-17;5.74707929688958E-17;3.49534472196285][...]],0.209752643,10,687330523,20
"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5} Run 16",50,[50;100;200;450;800],"ALPS with NSGA2 {AgeGap=50, NumberOfLayers=5}",300020,12:55.1,6135,5,5,0.93072156,1330.998597,0.77253413,2.021033454,1330.067875,[[1;0;0][6.11725219077341E-17;1.34731441885204E-17;5.06553282231471][3.74915180455534E-33;6.32210112084138E-17;1.03251156604049][...]],0.463414024,10,663986184,20
"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5} Run 17",5,[5;10;20;45;80],"ALPS with NSGA2 {AgeGap=5, NumberOfLayers=5}",300010,12:18.1,5784,5,5,0.767783818,1330.996946,0.596651216,2.088176538,1330.229162,[[1;0;0][3.74915180455534E-33;6.64576131880733E-17;1.08537103340414][6.12303176911189E-17;0;1.89957378233029][...]],0.240057133,10,1399694152,20
"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5} Run 16",150,[150;300;600;1350;2400],"ALPS with NSGA2 {AgeGap=150, NumberOfLayers=5}",300030,13:13.5,6471,5,5,1.138125555,1330.998945,0.508777537,1.514525852,1329.860819,[[1;0;0][6.12219431618656E-17;5.17949063579336;0.0856729158774284][3.74915180455534E-33;6.47737607132588E-17;1.05787072737422][...]],0.261856039,10,217135578,20
